,Role_Administrator,Character_Facet_Cont_Emotionality,Mean,Mean_RoleAdministrator
175,0.660396623,0.537141533,0.598769078,0.598769078
176,0.4948576979999999,0.497209997,0.4960338474999999,0.49603384749999996
177,0.647198863,0.529827866,0.5885133645,0.5885133645
178,0.4255860979999999,0.6799168529999999,0.5527514754999999,0.5527514754999999
179,0.63958698,0.597932712,0.618759846,0.618759846
180,0.367565352,0.85015394,0.608859646,0.608859646
181,0.382627251,0.647428407,0.515027829,0.515027829
182,0.584713169,0.6783331509999999,0.63152316,0.63152316
183,0.583229674,0.583593715,0.5834116945000001,0.5834116945000001
184,0.452339899,0.7117029159999999,0.5820214075,0.5820214075
185,0.586093602,0.5320914370000001,0.5590925195,0.5590925195
186,0.536527744,0.517307981,0.5269178625,0.5269178625
187,0.441569446,0.6726633059999999,0.557116376,0.557116376
188,0.4900365989999999,0.503838267,0.4969374329999999,0.4969374329999999
189,0.671430376,0.664911461,0.6681709185,0.6681709185
190,0.434530431,0.684181279,0.559355855,0.559355855
191,0.504013498,0.389459214,0.4467363559999999,0.44673635599999995
192,0.548246571,0.553133681,0.550690126,0.550690126
193,0.453561869,0.646634085,0.550097977,0.550097977
194,0.636080471,0.576016807,0.606048639,0.606048639
195,0.353271112,0.7628413490000001,0.5580562305000001,0.5580562305000001
196,0.551928679,0.616673508,0.5843010934999999,0.5843010934999999
197,0.3788644,0.758004811,0.5684346055,0.5684346055
198,0.498833726,0.546039535,0.5224366305,0.5224366305
199,0.3224110639999999,0.418501089,0.3704560764999999,0.37045607649999995
200,0.574088419,0.583569613,0.578829016,0.578829016
201,0.5433774920000001,0.778341222,0.6608593570000001,0.6608593570000001
202,0.6765025170000001,0.500781711,0.588642114,0.588642114
203,0.4698648529999999,0.583085108,0.5264749805,0.5264749805
204,0.642211619,0.440029845,0.541120732,0.541120732
205,0.652205545,0.483922123,0.568063834,0.568063834
206,0.608759731,0.51861561,0.5636876705,0.5636876705
207,0.407160602,0.557460501,0.4823105515,0.4823105515000001
208,0.484664489,0.6983690859999999,0.5915167874999999,0.5915167874999999
209,0.635142136,0.663804263,0.6494731995,0.6494731995
210,0.293632168,0.745192266,0.519412217,0.519412217
211,0.642624186,0.580331689,0.6114779375,0.6114779375
212,0.5684295570000001,0.441581691,0.505005624,0.505005624
213,0.283384138,0.470099797,0.3767419675,0.37674196749999994
214,0.324137672,0.376327675,0.3502326735,0.35023267350000004
215,0.559022105,0.516212427,0.537617266,0.537617266
216,0.633619382,0.523373375,0.5784963785,0.5784963785
217,0.44568247,0.4385780629999999,0.4421302665,0.4421302665
218,0.3886999439999999,0.3717956679999999,0.3802478059999999,0.3802478059999999
219,0.3857971089999999,0.4435560189999999,0.4146765639999999,0.4146765639999999
220,0.534711084,0.382339716,0.4585253999999999,0.4585253999999999
221,0.538613011,0.5690437420000001,0.5538283765,0.5538283765
222,0.45056865,0.436346789,0.4434577195,0.4434577195
223,0.652205545,0.483922123,0.568063834,0.568063834
224,0.623536974,0.467471344,0.545504159,0.545504159
225,0.481837891,0.655947874,0.5688928825,0.5688928825
226,0.507470902,0.56977931,0.538625106,0.538625106
227,0.638849921,0.498959076,0.5689044985,0.5689044985
228,0.630636355,0.576143875,0.6033901150000001,0.6033901150000001
229,0.561252593,0.389052949,0.475152771,0.47515277100000003
230,0.4232394929999999,0.591802397,0.507520945,0.507520945
231,0.414199681,0.198649734,0.3064247075,0.3064247075
232,0.605018746,0.578363527,0.5916911365,0.5916911365
233,0.496375502,0.52556765,0.510971576,0.510971576
234,0.652205545,0.483922123,0.568063834,0.568063834
235,0.183890641,0.3523275039999999,0.2681090724999999,0.26810907249999993
236,0.652205545,0.483922123,0.568063834,0.568063834
237,0.652205545,0.483922123,0.568063834,0.568063834
238,0.507599585,0.46457229,0.4860859375,0.4860859375
239,0.373148616,0.481998094,0.427573355,0.427573355
240,0.441908211,0.321790099,0.381849155,0.381849155
241,0.364618844,0.425838635,0.3952287395,0.39522873950000004
242,0.552178685,0.41810091,0.4851397975,0.4851397975
243,0.75546501,0.306593166,0.5310290879999999,0.5310290879999999
244,0.547801365,0.5815782270000001,0.564689796,0.564689796
245,0.4494077,0.377663767,0.4135357335,0.4135357335
246,0.470791529,0.5331196779999999,0.5019556034999999,0.5019556034999999
247,0.652205545,0.483922123,0.568063834,0.568063834
248,0.652205545,0.483922123,0.568063834,0.568063834
249,0.336686104,0.778575997,0.5576310505,0.5576310505
250,0.425698888,0.7285047020000001,0.577101795,0.577101795
251,0.6049639920000001,0.5681403660000001,0.5865521790000001,0.5865521790000001
252,0.560506185,0.686293327,0.623399756,0.623399756
253,0.4475288289999999,0.374574983,0.4110519059999999,0.41105190599999997
254,0.3998469229999999,0.530054068,0.4649504954999999,0.46495049549999995
255,0.476789485,0.537294399,0.507041942,0.507041942
256,0.652205545,0.483922123,0.568063834,0.568063834
257,0.268387755,0.493190464,0.3807891095,0.3807891095
258,0.496983523,0.404319098,0.4506513104999999,0.4506513104999999
259,0.316977999,0.56001081,0.4384944045,0.43849440449999993
260,0.566747417,0.476301078,0.5215242474999999,0.5215242474999999
261,0.433641967,0.625898109,0.529770038,0.529770038
262,0.561761451,0.516448858,0.5391051545,0.5391051545
263,0.652205545,0.483922123,0.568063834,0.568063834
264,0.394081764,0.367284152,0.3806829579999999,0.38068295799999996
265,0.331152556,0.284121393,0.3076369745,0.3076369745
266,0.525464672,0.532843094,0.529153883,0.529153883
267,0.52144279,0.555604019,0.5385234045,0.5385234045
268,0.62427724,0.38463643,0.5044568349999999,0.5044568349999999
269,0.564043976,0.556216746,0.560130361,0.560130361
270,0.371452267,0.696066961,0.533759614,0.533759614
271,0.379259943,0.640968045,0.510113994,0.510113994
272,0.564043976,0.556216746,0.560130361,0.560130361
273,0.5551740510000001,0.6457007779999999,0.6004374145,0.6004374145
274,0.488639098,0.371899745,0.4302694215,0.4302694215
275,0.655830527,0.501741989,0.578786258,0.578786258
276,0.485624136,0.5053491170000001,0.4954866265,0.4954866265
277,0.405022475,0.387393041,0.3962077579999999,0.3962077579999999
278,0.564479056,0.437921897,0.5012004765,0.5012004765
279,0.551038089,0.620762952,0.5859005205,0.5859005205
280,0.4629891579999999,0.690380588,0.5766848729999999,0.5766848729999999
281,0.563696605,0.5214149770000001,0.5425557910000001,0.5425557910000001
282,0.564043976,0.556216746,0.560130361,0.560130361
283,0.565117567,0.6715319559999999,0.6183247615,0.6183247615
284,0.4905861279999999,0.568772917,0.5296795224999999,0.5296795224999999
285,0.56768494,0.422839495,0.4952622175,0.49526221749999993
286,0.515761346,0.523081996,0.519421671,0.519421671
287,0.545050265,0.545898103,0.5454741839999999,0.5454741839999999
288,0.4093876179999999,0.504908137,0.4571478774999999,0.45714787749999997
289,0.618633812,0.734878305,0.6767560585,0.6767560585
290,0.6452172979999999,0.5143516229999999,0.5797844605,0.5797844605
291,0.4034727829999999,0.631310058,0.5173914204999999,0.5173914204999999
292,0.50916767,0.548603988,0.528885829,0.528885829
293,0.499825327,0.651281625,0.575553476,0.575553476
294,0.652205545,0.483922123,0.568063834,0.568063834
295,0.564043976,0.556216746,0.560130361,0.560130361
296,0.564043976,0.556216746,0.560130361,0.560130361
297,0.526220926,0.646749876,0.586485401,0.586485401
298,0.355377038,0.374416034,0.364896536,0.364896536
299,0.483706651,0.493097744,0.4884021975,0.48840219749999997
300,0.477944071,0.499377354,0.4886607125,0.4886607125
301,0.401128712,0.7408765070000001,0.5710026095,0.5710026095
302,0.490342152,0.538682819,0.5145124855000001,0.5145124855000001
303,0.4872426379999999,0.584955859,0.5360992485,0.5360992485
304,0.432288438,0.628256197,0.5302723175,0.5302723175
305,0.5597147960000001,0.325029718,0.442372257,0.442372257
306,0.355566815,0.492779643,0.424173229,0.424173229
307,0.566514671,0.597433787,0.5819742290000001,0.5819742290000001
308,0.440246215,0.550418912,0.4953325635,0.49533256350000004
309,0.563247432,0.395127999,0.4791877155,0.4791877155
310,0.452608207,0.404437517,0.428522862,0.42852286200000006
311,0.574415982,0.523991347,0.5492036645,0.5492036645
312,0.440191725,0.435761574,0.4379766495,0.4379766495
313,0.535614374,0.615158519,0.5753864465,0.5753864465
314,0.416183492,0.395938137,0.4060608145,0.4060608145
315,0.499877398,0.485438007,0.4926577024999999,0.4926577024999999
316,0.6783397720000001,0.485191465,0.5817656185,0.5817656185
317,0.475059524,0.570578354,0.522818939,0.522818939
318,0.383636496,0.598160956,0.4908987259999999,0.49089872599999995
319,0.49478277,0.5352660029999999,0.5150243864999999,0.5150243864999999
320,0.4433906179999999,0.62735436,0.535372489,0.535372489
321,0.4434045929999999,0.7661719570000001,0.604788275,0.604788275
322,0.430118145,0.544538011,0.487328078,0.487328078
323,0.346547868,0.665607182,0.506077525,0.506077525
324,0.430796665,0.526673456,0.4787350605,0.47873506050000003
325,0.514111228,0.588034097,0.5510726625,0.5510726625
326,0.434994822,0.531519896,0.483257359,0.483257359
327,0.624042648,0.525054251,0.5745484495,0.5745484495
328,0.287012888,0.561209564,0.424111226,0.424111226
329,0.564043976,0.556216746,0.560130361,0.560130361
330,0.57811478,0.570727574,0.5744211770000001,0.5744211770000001
331,0.546576464,0.47550781,0.511042137,0.511042137
332,0.358832432,0.653497249,0.5061648405,0.5061648405
333,0.4869821029999999,0.547620192,0.5173011475,0.5173011475
334,0.390902552,0.411738609,0.4013205804999999,0.40132058049999997
335,0.616684667,0.414695462,0.5156900645,0.5156900645
336,0.528056335,0.57021813,0.5491372325,0.5491372325
337,0.652205545,0.483922123,0.568063834,0.568063834
338,0.535716664,0.552805736,0.5442612,0.5442612
339,0.633255482,0.624480725,0.6288681035,0.6288681035
340,0.5984801670000001,0.444612183,0.521546175,0.521546175
341,0.382788777,0.577586693,0.480187735,0.48018773500000006
342,0.634632734,0.619484746,0.6270587400000001,0.6270587400000001
343,0.652205545,0.483922123,0.568063834,0.568063834
344,0.515761346,0.523081996,0.519421671,0.519421671
345,0.540829808,0.528797836,0.534813822,0.534813822
346,0.468391665,0.587077297,0.527734481,0.527734481
347,0.642094713,0.408320621,0.525207667,0.525207667
348,0.485087276,0.45256372,0.468825498,0.468825498
349,0.605885004,0.409462392,0.5076736980000001,0.5076736980000001
350,0.4572435629999999,0.416812371,0.4370279669999999,0.43702796699999996
351,0.561827776,0.5493161120000001,0.555571944,0.555571944
352,0.612026387,0.502756613,0.5573915,0.5573915
353,0.50759991,0.523718118,0.515659014,0.515659014
354,0.515761346,0.523081996,0.519421671,0.519421671
355,0.4948347589999999,0.551388613,0.5231116859999999,0.5231116859999999
356,0.497673075,0.5336603089999999,0.5156666919999999,0.5156666919999999
357,0.53801971,0.4667319029999999,0.5023758064999999,0.5023758064999999
358,0.438032512,0.55945985,0.498746181,0.498746181
359,0.527716014,0.710293233,0.6190046235,0.6190046235
360,0.838443789,0.466140432,0.6522921105,0.6522921105
361,0.415445564,0.4783592889999999,0.4469024264999999,0.4469024264999999
362,0.505634619,0.517972233,0.511803426,0.511803426
363,0.43674941,0.620899384,0.528824397,0.528824397
364,0.6339183310000001,0.599789709,0.61685402,0.61685402
365,0.420876753,0.524467503,0.472672128,0.47267212799999997
366,0.50954674,0.461579302,0.485563021,0.485563021
367,0.54801625,0.423876816,0.485946533,0.48594653300000007
368,0.687983727,0.538632471,0.6133080989999999,0.6133080989999999
369,0.592875164,0.592782696,0.59282893,0.59282893
370,0.652205545,0.483922123,0.568063834,0.568063834
371,0.376336633,0.40982771,0.3930821715,0.39308217149999997
372,0.491741161,0.388648325,0.440194743,0.440194743
373,0.531396821,0.558940132,0.5451684765,0.5451684765
374,0.539078756,0.556505825,0.5477922905,0.5477922905
375,0.65564939,0.604157582,0.629903486,0.629903486
376,0.486354341,0.591696247,0.539025294,0.539025294
377,0.497249116,0.360485149,0.4288671324999999,0.42886713249999997
378,0.442181195,0.403840966,0.4230110805,0.4230110805
379,0.382873688,0.721243572,0.55205863,0.55205863
380,0.519266172,0.7210525329999999,0.6201593525,0.6201593525
381,0.565168165,0.475115916,0.5201420405,0.5201420405
382,0.652205545,0.483922123,0.568063834,0.568063834
383,0.649547164,0.668924461,0.6592358125,0.6592358125
384,0.791915604,0.572599554,0.6822575790000001,0.6822575790000002
385,0.47868476,0.567032826,0.522858793,0.522858793
386,0.367728216,0.395690329,0.3817092725,0.3817092725
387,0.53933884,0.525116176,0.5322275080000001,0.5322275080000001
388,0.251052116,0.7395073120000001,0.495279714,0.49527971400000004
389,0.389920649,0.6540419470000001,0.521981298,0.521981298
390,0.4592166279999999,0.615747728,0.537482178,0.537482178
391,0.417386255,0.476694365,0.44704031,0.44704031
392,0.374323101,0.443483731,0.408903416,0.408903416
393,0.3843870579999999,0.764422252,0.5744046549999999,0.5744046549999999
394,0.527982822,0.514921841,0.5214523315,0.5214523315
395,0.652205545,0.483922123,0.568063834,0.568063834
396,0.403477522,0.8017071570000001,0.6025923395,0.6025923395
397,0.540984603,0.582900885,0.561942744,0.561942744
398,0.3738110639999999,0.3927660089999999,0.3832885364999999,0.3832885364999999
399,0.56482073,0.610988609,0.5879046695,0.5879046695
400,0.484427907,0.471469088,0.4779484975,0.47794849750000007
401,0.508201792,0.482607245,0.4954045185,0.4954045185
402,0.5030980420000001,0.4567635679999999,0.4799308049999999,0.47993080499999996
403,0.3967206139999999,0.723594851,0.5601577325,0.5601577325
404,0.54787182,0.531352862,0.539612341,0.539612341
405,0.407415342,0.584919356,0.496167349,0.49616734900000004
406,0.348507806,0.6821490840000001,0.515328445,0.515328445
407,0.652205545,0.483922123,0.568063834,0.568063834
408,0.652205545,0.483922123,0.568063834,0.568063834
409,0.4846148979999999,0.422081434,0.4533481659999999,0.4533481659999999
410,0.490595017,0.583189871,0.536892444,0.536892444
411,0.519105392,0.566360755,0.5427330735,0.5427330735
412,0.238902186,0.67466062,0.456781403,0.456781403
413,0.652205545,0.483922123,0.568063834,0.568063834
414,0.557500027,0.7068339659999999,0.6321669965,0.6321669965
415,0.567773913,0.55921867,0.5634962915,0.5634962915
416,0.652205545,0.483922123,0.568063834,0.568063834
417,0.338607961,0.574254177,0.456431069,0.456431069
418,0.419507139,0.5344304360000001,0.4769687875,0.4769687875
419,0.38241904,0.601922891,0.4921709654999999,0.49217096549999995
420,0.564043976,0.556216746,0.560130361,0.560130361
421,0.409749129,0.373255555,0.391502342,0.39150234200000006
422,0.652205545,0.483922123,0.568063834,0.568063834
423,0.493207036,0.479188764,0.4861978999999999,0.4861978999999999
424,0.43039145,0.701945398,0.566168424,0.566168424
425,0.652205545,0.483922123,0.568063834,0.568063834
426,0.652205545,0.483922123,0.568063834,0.568063834
427,0.652205545,0.483922123,0.568063834,0.568063834
428,0.652205545,0.483922123,0.568063834,0.568063834
429,0.455502103,0.635974605,0.545738354,0.545738354
430,0.652205545,0.483922123,0.568063834,0.568063834
431,0.564043976,0.556216746,0.560130361,0.560130361
432,0.470232352,0.70032009,0.585276221,0.585276221
433,0.511671732,0.521476416,0.516574074,0.516574074
434,0.652205545,0.483922123,0.568063834,0.568063834
435,0.652205545,0.483922123,0.568063834,0.568063834
436,0.652205545,0.483922123,0.568063834,0.568063834
437,0.325212816,0.753904515,0.5395586655,0.5395586655
438,0.51063444,0.440197486,0.475415963,0.47541596299999994
439,0.652205545,0.483922123,0.568063834,0.568063834
440,0.652205545,0.483922123,0.568063834,0.568063834
441,0.451289544,0.534093167,0.4926913555,0.49269135550000004
442,0.564043976,0.556216746,0.560130361,0.560130361
443,0.652205545,0.483922123,0.568063834,0.568063834
444,0.652205545,0.483922123,0.568063834,0.568063834
445,0.652205545,0.483922123,0.568063834,0.568063834
446,0.652205545,0.483922123,0.568063834,0.568063834
447,0.524571468,0.392915339,0.4587434035,0.4587434035
448,0.652205545,0.483922123,0.568063834,0.568063834
449,0.417799492,0.5632239,0.490511696,0.490511696
450,0.652205545,0.483922123,0.568063834,0.568063834
451,0.378905037,0.7004905020000001,0.5396977695,0.5396977695
452,0.442947163,0.556185721,0.499566442,0.49956644200000005
453,0.652205545,0.483922123,0.568063834,0.568063834
454,0.570720721,0.361937637,0.466329179,0.466329179
455,0.450236092,0.610058733,0.5301474125,0.5301474125
456,0.4724781289999999,0.54607158,0.5092748545,0.5092748545
457,0.600803136,0.5125757870000001,0.5566894615,0.5566894615
458,0.410125378,0.456877282,0.43350133,0.4335013300000001
459,0.443622442,0.443560395,0.4435914185,0.4435914185
460,0.652205545,0.483922123,0.568063834,0.568063834
461,0.578711003,0.669359935,0.6240354690000001,0.6240354690000001
462,0.54466857,0.644607551,0.5946380605,0.5946380605
463,0.652205545,0.483922123,0.568063834,0.568063834
464,0.468783366,0.525923786,0.4973535759999999,0.4973535759999999
465,0.652205545,0.483922123,0.568063834,0.568063834
466,0.652205545,0.483922123,0.568063834,0.568063834
467,0.652205545,0.483922123,0.568063834,0.568063834
468,0.524406151,0.46640801,0.4954070805,0.4954070805
469,0.652205545,0.483922123,0.568063834,0.568063834
470,0.393295323,0.544608289,0.4689518059999999,0.46895180599999997
471,0.412851202,0.7631013440000001,0.587976273,0.587976273
472,0.652205545,0.483922123,0.568063834,0.568063834
473,0.652205545,0.483922123,0.568063834,0.568063834
474,0.379347609,0.604433378,0.4918904934999999,0.49189049349999997
475,0.452303464,0.564202038,0.508252751,0.508252751
476,0.652205545,0.483922123,0.568063834,0.568063834
477,0.652205545,0.483922123,0.568063834,0.568063834
478,0.519268266,0.396841624,0.458054945,0.458054945
479,0.420504858,0.517036378,0.468770618,0.468770618
480,0.545890681,0.500361365,0.523126023,0.523126023
