,Role_Activist,Personal_Values_Facet_Cont_UniversalismNature
0,0.514416776,0.523116282
1,0.286003451,0.444493092
2,0.401512445,0.581656802
3,0.290018842,0.385821905
4,0.319439033,0.582025289
5,0.428947626,0.420429512
6,0.454108278,0.529036762
7,0.244498153,0.457321274
8,0.222697513,0.42390461
9,0.439391983,0.594737106
10,0.58281265,0.383081165
11,0.385637999,0.503529756
12,0.288316264,0.39643131
13,0.613225146,0.520933312
14,0.335908412,0.410725506
15,0.4018086279999999,0.392987605
16,0.542659377,0.407487352
17,0.356202644,0.4595802989999999
18,0.343339689,0.407097622
19,0.522909072,0.53783603
20,0.4851262779999999,0.52398376
21,0.313086274,0.45248381
22,0.342099891,0.4900495139999999
23,0.329193941,0.5691664879999999
24,0.298642209,0.418588397
25,0.255756714,0.3615676889999999
26,0.307309331,0.589681431
27,0.570714741,0.556217097
28,0.421052745,0.3453478339999999
29,0.57515547,0.3986975929999999
30,0.449998587,0.466661665
31,0.276631883,0.437140794
32,0.401110241,0.406225601
33,0.439391983,0.594737106
34,0.39394705,0.419875834
35,0.502934679,0.45733224
36,0.327388937,0.4913109999999999
37,0.486506127,0.4174109589999999
38,0.267331937,0.384832842
39,0.306061765,0.596392751
40,0.182429483,0.4162050779999999
41,0.53974198,0.5094958629999999
42,0.365707417,0.40845846
43,0.47760049,0.4315670679999999
44,0.494793799,0.453501031
45,0.5266950420000001,0.506062676
46,0.379830157,0.520918048
47,0.284646914,0.612709805
48,0.469252606,0.4383361229999999
49,0.187011884,0.3590599929999999
50,0.554673897,0.659173495
51,0.353355431,0.417071374
52,0.45431232,0.533891829
53,0.535972992,0.4204650829999999
54,0.482964917,0.52345661
55,0.229498838,0.605946188
56,0.435268137,0.467152859
57,0.597897466,0.483647492
58,0.369253491,0.466303399
59,0.476888751,0.516083953
60,0.446297612,0.486340714
61,0.554850785,0.461723076
62,0.583703248,0.4116353729999999
63,0.485205645,0.50254501
64,0.29716118,0.45912502
65,0.307342618,0.475148184
66,0.5331010860000001,0.4602137289999999
67,0.532929367,0.425242859
68,0.506032571,0.409843269
69,0.388193852,0.4586785879999999
70,0.379174751,0.4012100839999999
71,0.210989757,0.488084577
72,0.400616227,0.4504789489999999
73,0.145056875,0.417116421
74,0.145056875,0.417116421
75,0.42085317,0.484105522
76,0.360351042,0.469620335
77,0.7052621840000001,0.548715124
78,0.602723913,0.44399539
79,0.449607104,0.494573322
80,0.28650963,0.43874524
81,0.528359143,0.437583766
82,0.448707487,0.43184893
83,0.518660178,0.5064326370000001
84,0.470311641,0.364823158
85,0.423219686,0.406225601
86,0.571355894,0.452895793
87,0.395142905,0.409843269
88,0.406593811,0.487023835
89,0.44930035,0.384112159
90,0.369656683,0.408855901
91,0.413779109,0.41167182
92,0.507890662,0.470303013
93,0.247915948,0.415198891
94,0.641898802,0.465398017
95,0.532558425,0.425090946
96,0.239762213,0.4158176879999999
97,0.384266558,0.449345007
98,0.4432884279999999,0.4487282979999999
99,0.338413822,0.503473927
100,0.6066081720000001,0.437606055
101,0.49975583,0.5018738110000001
102,0.4996719839999999,0.671014524
103,0.4747439189999999,0.536667771
104,0.424128682,0.4348402839999999
105,0.413635524,0.429169077
106,0.217495589,0.537762561
107,0.3782670589999999,0.439867327
108,0.577246826,0.469220718
109,0.551533246,0.463447192
110,0.410311824,0.44836111
111,0.432450964,0.528834531
112,0.410842116,0.480097305
113,0.43266348,0.416990585
114,0.3716191929999999,0.373043406
115,0.4476601629999999,0.436789695
116,0.337917581,0.390365498
117,0.597486532,0.573454508
118,0.438626072,0.543583603
119,0.470473721,0.412274692
120,0.447309929,0.53290554
121,0.423622159,0.4812249779999999
122,0.2647503989999999,0.515283528
123,0.3629587999999999,0.416980657
124,0.470277296,0.463712798
125,0.499719119,0.452984891
126,0.479269724,0.450886641
127,0.347528521,0.410395111
128,0.2196455939999999,0.459237658
129,0.450574691,0.496307042
130,0.580514524,0.501026878
131,0.73673117,0.470507354
132,0.461196664,0.429688589
133,0.299727796,0.410884614
134,0.391874933,0.500908492
135,0.463314897,0.477791817
136,0.4101870929999999,0.5624250670000001
137,0.561017435,0.45572432
138,0.466914549,0.49301115
139,0.275014006,0.481103772
140,0.445598446,0.533993264
141,0.463211495,0.491702245
142,0.524088807,0.410357817
143,0.342325504,0.443023497
144,0.347490864,0.571997101
145,0.4881059889999999,0.463391295
146,0.433539765,0.472204066
147,0.444651869,0.497264673
148,0.548399395,0.547682648
149,0.45322073,0.42891574
150,0.567169487,0.444044017
151,0.408985893,0.445278524
152,0.533058094,0.410357817
153,0.446467846,0.445554136
154,0.439391983,0.594737106
155,0.253606036,0.475706863
156,0.3887754229999999,0.441978909
157,0.430908216,0.557837013
158,0.502082893,0.465371332
159,0.453273421,0.442519269
160,0.296903208,0.447585974
161,0.27541034,0.429426288
162,0.30531399,0.425874188
163,0.662215396,0.51929164
164,0.511109522,0.47236599
165,0.3723866429999999,0.535763228
166,0.628576376,0.526571934
167,0.5250251420000001,0.43989244
168,0.516713474,0.575329303
169,0.379990799,0.437606055
170,0.455654679,0.555519534
171,0.509274178,0.477089208
172,0.34267501,0.390702575
173,0.423834289,0.462752207
174,0.39464133,0.394112752
175,0.584947278,0.368336362
176,0.531861094,0.491509524
177,0.672086159,0.445638674
178,0.370510557,0.4689001
179,0.6394350639999999,0.444458299
180,0.259625475,0.434725015
181,0.262516231,0.338127112
182,0.4188930629999999,0.40033733
183,0.531348363,0.403015028
184,0.4545313,0.431401937
185,0.444041864,0.53878834
186,0.377160344,0.5212968889999999
187,0.388824354,0.427502747
188,0.331588155,0.6258122279999999
189,0.278553346,0.614355466
190,0.366230723,0.4304127279999999
191,0.299111853,0.482304795
192,0.4463464339999999,0.467508601
193,0.412902327,0.464961319
194,0.523036281,0.477739364
195,0.6675505429999999,0.589267695
196,0.3754982429999999,0.476891144
197,0.383371416,0.4600238479999999
198,0.3357336589999999,0.584492463
199,0.27547721,0.567986675
200,0.423707424,0.386071341
201,0.5419233370000001,0.5153441120000001
202,0.62030935,0.542854697
203,0.353786181,0.476972878
204,0.801794152,0.442820107
205,0.439391983,0.594737106
206,0.448580039,0.567537787
207,0.249880415,0.462810803
208,0.509069175,0.49319174
209,0.522893311,0.45173158
210,0.265029716,0.457474385
211,0.628204785,0.503312671
212,0.49674008,0.39453767
213,0.028722132,0.5306884470000001
214,0.216740313,0.57936886
215,0.578093945,0.533220441
216,0.639984581,0.456282334
217,0.144911574,0.57259343
218,0.405239869,0.45455562
219,0.460719452,0.494941649
220,0.516954001,0.45708245
221,0.4886351929999999,0.442265068
222,0.332363508,0.490058906
223,0.439391983,0.594737106
224,0.663039382,0.445959668
225,0.421893048,0.427492018
226,0.427107297,0.500180984
227,0.455069581,0.520574706
228,0.531425346,0.494423967
229,0.5125712139999999,0.467101208
230,0.345261111,0.44612069
231,0.302555167,0.4518435779999999
232,0.613846919,0.539941329
233,0.404081826,0.392538561
234,0.439391983,0.594737106
235,0.0951986069999999,0.404320599
236,0.439391983,0.594737106
237,0.439391983,0.594737106
238,0.510805195,0.4548648389999999
239,0.195130126,0.495646669
240,0.313707617,0.556992887
241,0.248126876,0.611602833
242,0.307700566,0.521017177
243,0.460814795,0.439741754
244,0.412078757,0.503383922
245,0.503426476,0.483722205
246,0.695576106,0.4474894239999999
247,0.439391983,0.594737106
248,0.439391983,0.594737106
249,0.17188395,0.356252246
250,0.568481945,0.464918502
251,0.337018285,0.492365254
252,0.504661689,0.5937811820000001
253,0.346519539,0.65964036
254,0.240869434,0.505295886
255,0.245389416,0.5097482760000001
256,0.439391983,0.594737106
257,0.290250363,0.468799616
258,0.3008901639999999,0.466268058
259,0.370892137,0.481703439
260,0.6100625820000001,0.541347764
261,0.249783696,0.349595006
262,0.5236875910000001,0.583775035
263,0.439391983,0.594737106
264,0.080178759,0.540263555
265,0.139587701,0.524750501
266,0.398389925,0.60390025
267,0.417291409,0.429391043
268,0.4767981429999999,0.491745955
269,0.503077339,0.409843269
270,0.282668208,0.4418702929999999
271,0.23309162,0.457534399
272,0.503077339,0.409843269
273,0.443197749,0.4312684779999999
274,0.450763046,0.402570497
