,Role_Activist,Personal_Values_Facet_Cont_UniversalismNature
275,0.526605755,0.497422925
276,0.518975861,0.475745237
277,0.247150492,0.538566442
278,0.484077934,0.4948087579999999
279,0.756810462,0.4809480339999999
280,0.388060802,0.405965752
281,0.544882717,0.433222435
282,0.503077339,0.409843269
283,0.5035749310000001,0.432231095
284,0.48049301,0.50926671
285,0.376349845,0.383301658
286,0.3652472879999999,0.545771939
287,0.49055069,0.413674661
288,0.328837641,0.521655095
289,0.549118625,0.470159741
290,0.500968568,0.493939455
291,0.21475598,0.500228415
292,0.449282898,0.413674661
293,0.387044616,0.5006740679999999
294,0.439391983,0.594737106
295,0.503077339,0.409843269
296,0.503077339,0.409843269
297,0.42794475,0.563757658
298,0.338938995,0.518068368
299,0.363579541,0.453927106
300,0.359524411,0.381887037
301,0.346841999,0.407503104
302,0.489352396,0.385303083
303,0.321121819,0.398438282
304,0.36790645,0.421764122
305,0.49852742,0.474376426
306,0.3055509489999999,0.461723076
307,0.526199639,0.4894578879999999
308,0.42438859,0.4841921629999999
309,0.64417022,0.409241522
310,0.393632618,0.529215574
311,0.5586231970000001,0.413674661
312,0.269981458,0.658426159
313,0.4320156429999999,0.435241318
314,0.340748866,0.395924237
315,0.562628676,0.52183253
316,0.512100705,0.413308681
317,0.384283687,0.495339965
318,0.3348842999999999,0.39884
319,0.396909855,0.55566908
320,0.6906340009999999,0.559771064
321,0.3791451529999999,0.46140772
322,0.3128973989999999,0.408353755
323,0.188339466,0.344118727
324,0.30791613,0.495699975
325,0.554209484,0.4651839929999999
326,0.33905771,0.4715626639999999
327,0.552932495,0.494181742
328,0.510432118,0.5755326070000001
329,0.503077339,0.409843269
330,0.463621774,0.519143348
331,0.430701042,0.43452617
332,0.257624485,0.494143691
333,0.594620899,0.576427612
334,0.286593634,0.442265068
335,0.279368773,0.552546514
336,0.493752971,0.442797769
337,0.439391983,0.594737106
338,0.581648838,0.448099643
339,0.578427731,0.453187335
340,0.386950675,0.5723575710000001
341,0.558337072,0.459865084
342,0.5815526010000001,0.413897723
343,0.439391983,0.594737106
344,0.3652472879999999,0.545771939
345,0.4015565129999999,0.629940068
346,0.583994772,0.516813259
347,0.6257923470000001,0.456896492
348,0.366680696,0.447074157
349,0.388460346,0.440740837
350,0.499473831,0.582416344
351,0.533826064,0.428000575
352,0.570528705,0.381452305
353,0.6421553000000001,0.33990221
354,0.3652472879999999,0.545771939
355,0.5344750460000001,0.543218575
356,0.337194757,0.544017181
357,0.5868940539999999,0.447136265
358,0.301954532,0.596164488
359,0.3512811329999999,0.333361222
360,0.513933369,0.430628871
361,0.403988321,0.4931335129999999
362,0.34129526,0.411091739
363,0.373483224,0.4001407629999999
364,0.2685106969999999,0.540950442
365,0.427245622,0.508591867
366,0.491278967,0.509109015
367,0.409440075,0.497530704
368,0.654192184,0.4670971339999999
369,0.472026951,0.5122507079999999
370,0.439391983,0.594737106
371,0.37837332,0.50491615
372,0.2425326019999999,0.56571078
373,0.423483509,0.468708895
374,0.376185524,0.367811093
375,0.567475697,0.420071178
376,0.38322263,0.4391495279999999
377,0.4350832079999999,0.424783017
378,0.491428035,0.487368077
379,0.34289435,0.3706066389999999
380,0.438191111,0.438809991
381,0.383881626,0.546859267
382,0.439391983,0.594737106
383,0.5298567479999999,0.5586304529999999
384,0.59197502,0.499708421
385,0.430012834,0.429169077
386,0.307522026,0.589904213
387,0.388066794,0.5679015620000001
388,0.200195236,0.3727888629999999
389,0.2809774419999999,0.446796041
390,0.424011626,0.476295993
391,0.367895058,0.390809712
392,0.420714007,0.442265068
393,0.311594725,0.5112237239999999
394,0.400446482,0.563688108
395,0.439391983,0.594737106
396,0.262413032,0.361482331
397,0.454946381,0.490520117
398,0.108942311,0.595027671
399,0.4953279439999999,0.464576981
400,0.456914586,0.4678770779999999
401,0.451291693,0.441371306
402,0.470278785,0.4616465389999999
403,0.314456091,0.38210181
404,0.512018211,0.444858822
405,0.455572794,0.544405665
406,0.279035062,0.507244271
407,0.439391983,0.594737106
408,0.439391983,0.594737106
409,0.451109429,0.402570497
410,0.461855732,0.4862455539999999
411,0.529610726,0.445554136
412,0.17468718,0.4386655539999999
413,0.439391983,0.594737106
414,0.5056945110000001,0.660694983
415,0.467856972,0.420519797
416,0.439391983,0.594737106
417,0.2975571369999999,0.430073036
418,0.350772661,0.446197352
419,0.308673823,0.49094207
420,0.503077339,0.409843269
421,0.328977354,0.457804716
422,0.439391983,0.594737106
423,0.524298224,0.3974050529999999
424,0.344093869,0.479843271
425,0.439391983,0.594737106
426,0.439391983,0.594737106
427,0.439391983,0.594737106
428,0.439391983,0.594737106
429,0.4263467929999999,0.513348924
430,0.439391983,0.594737106
431,0.503077339,0.409843269
432,0.310268863,0.409933838
433,0.410600902,0.630506818
434,0.439391983,0.594737106
435,0.439391983,0.594737106
436,0.439391983,0.594737106
437,0.220325324,0.399916777
438,0.498854633,0.494560134
439,0.439391983,0.594737106
440,0.439391983,0.594737106
441,0.381958199,0.442632725
442,0.503077339,0.409843269
443,0.439391983,0.594737106
444,0.439391983,0.594737106
445,0.439391983,0.594737106
446,0.439391983,0.594737106
447,0.290052281,0.461295312
448,0.439391983,0.594737106
449,0.3936285229999999,0.495242216
450,0.439391983,0.594737106
451,0.261297668,0.449993198
452,0.362843045,0.529779774
453,0.439391983,0.594737106
454,0.4158598429999999,0.4224300929999999
455,0.44664902,0.430539807
456,0.4019381389999999,0.438803277
457,0.552426296,0.486600921
458,0.442491125,0.474830361
459,0.332496621,0.404328777
460,0.439391983,0.594737106
461,0.515444574,0.472328821
462,0.319758225,0.600838167
463,0.439391983,0.594737106
464,0.27421077,0.504201539
465,0.439391983,0.594737106
466,0.439391983,0.594737106
467,0.439391983,0.594737106
468,0.40828086,0.6245456420000001
469,0.439391983,0.594737106
470,0.3351174389999999,0.476479897
471,0.299081422,0.459283448
472,0.439391983,0.594737106
473,0.439391983,0.594737106
474,0.196810887,0.636902147
475,0.376064647,0.471135461
476,0.439391983,0.594737106
477,0.439391983,0.594737106
478,0.232466754,0.5325131129999999
479,0.488851162,0.455639196
480,0.386848009,0.437267833
481,0.503077339,0.409843269
482,0.439391983,0.594737106
483,0.285426941,0.472819121
484,0.439391983,0.594737106
485,0.439391983,0.594737106
486,0.457002807,0.432015799
487,0.439391983,0.594737106
488,0.3196325999999999,0.43648566
489,0.262172547,0.507288281
490,0.503077339,0.409843269
491,0.632443222,0.473982175
492,0.515901271,0.410366426
493,0.475457115,0.440189391
494,0.439391983,0.594737106
495,0.4696596879999999,0.4310340279999999
496,0.439391983,0.594737106
497,0.439391983,0.594737106
498,0.439391983,0.594737106
499,0.508034816,0.450228247
500,0.439391983,0.594737106
501,0.439391983,0.594737106
502,0.6293651920000001,0.4173781789999999
503,0.439391983,0.594737106
504,0.431414996,0.490371566
505,0.463537666,0.5126130320000001
506,0.439391983,0.594737106
507,0.331104819,0.42584094
508,0.503077339,0.409843269
509,0.433044379,0.478014741
510,0.478959305,0.432287727
511,0.3480218579999999,0.356682692
512,0.187100595,0.61684111
513,0.513630912,0.402904472
514,0.4651323429999999,0.422318172
515,0.439391983,0.594737106
516,0.17559586,0.438761668
517,0.327206079,0.467212184
518,0.416803345,0.5428736
519,0.439391983,0.594737106
520,0.163914016,0.435153241
521,0.439391983,0.594737106
522,0.474822614,0.402167046
523,0.430568572,0.424519845
524,0.439391983,0.594737106
525,0.349506595,0.374395511
526,0.439391983,0.594737106
527,0.28692074,0.483688711
528,0.184010542,0.426788737
529,0.494347738,0.531315415
530,0.503077339,0.409843269
531,0.439391983,0.594737106
532,0.5341138129999999,0.552991025
533,0.503077339,0.409843269
534,0.418149063,0.534698983
535,0.286655444,0.4078968979999999
536,0.396181127,0.488080997
537,0.311608571,0.39983295
538,0.503077339,0.409843269
539,0.248563717,0.390584897
540,0.439391983,0.594737106
541,0.367727906,0.471507641
542,0.195595109,0.406863178
543,0.4626992279999999,0.484021361
544,0.439391983,0.594737106
545,0.422515341,0.500704126
546,0.370714636,0.443767731
547,0.439391983,0.594737106
548,0.397632349,0.432745512
549,0.503077339,0.409843269
550,0.503077339,0.409843269
551,0.334845491,0.42857302
552,0.439391983,0.594737106
553,0.439391983,0.594737106
554,0.5885620810000001,0.463315505
555,0.439391983,0.594737106
556,0.20796815,0.429659071
557,0.439391983,0.594737106
558,0.443380786,0.474067725
559,0.503077339,0.409843269
560,0.6758918340000001,0.4243057939999999
561,0.346382794,0.596639449
562,0.503077339,0.409843269
563,0.424597717,0.390195187
564,0.35704775,0.467991459
565,0.439391983,0.594737106
566,0.362512997,0.467476614
567,0.402627634,0.404154911
568,0.439391983,0.594737106
569,0.344118222,0.463750831
570,0.34857593,0.626111603
571,0.439391983,0.594737106
572,0.234111349,0.3645532589999999
573,0.521590082,0.541742725
574,0.572796171,0.507118262
575,0.394953042,0.406482812
576,0.199284447,0.433395676
577,0.167063022,0.554971101
578,0.348559962,0.382676907
579,0.457916227,0.335185853
580,0.302354305,0.392536255
581,0.503077339,0.409843269
582,0.416778706,0.402287421
583,0.439391983,0.594737106
584,0.439391983,0.594737106
585,0.2036077389999999,0.453229162
586,0.561746406,0.4777072229999999
587,0.439391983,0.594737106
588,0.4358000929999999,0.460139077
589,0.439391983,0.594737106
590,0.439391983,0.594737106
591,0.439391983,0.594737106
592,0.2492652839999999,0.558382642
593,0.439391983,0.594737106
594,0.312625713,0.473690209
595,0.328813006,0.562715757
596,0.439391983,0.594737106
597,0.406742554,0.4074789829999999
598,0.5075359429999999,0.447121967
599,0.447142812,0.509415231
600,0.315411186,0.489020726
601,0.378794546,0.503990459
602,0.298519278,0.492169315
603,0.323310195,0.442786981
604,0.3513728679999999,0.434902474
605,0.602408488,0.396522518
606,0.439391983,0.594737106
607,0.534102388,0.5035754139999999
608,0.439391983,0.594737106
609,0.398794428,0.422326195
610,0.386981155,0.439867327
611,0.331405275,0.4458865489999999
612,0.328038954,0.427688753
613,0.40681382,0.450039217
614,0.244992832,0.516530343
615,0.322326297,0.431848699
616,0.503077339,0.409843269
617,0.497079454,0.462161871
618,0.503077339,0.409843269
619,0.439391983,0.594737106
620,0.439391983,0.594737106
621,0.463280006,0.420753836
622,0.401284846,0.391085014
623,0.387772571,0.410894129
624,0.398948956,0.456904662
625,0.27317886,0.385354075
626,0.258000138,0.568353522
627,0.503077339,0.409843269
628,0.439391983,0.594737106
629,0.352058614,0.47370728
630,0.503077339,0.409843269
