,Role_Keeper,Character_Facet_Cont_Tension,Character_Facet_Cont_Altruism,Personal_Values_Facet_Cont_SecuritySocietal,Self_Esteem_Cont_SEAspirationAchievements,Self_Esteem_Cont_SEAspirationOriginality,Personal_Values_Facet_Cont_Humility,Character_Facet_Cont_Orderliness,Mean,Mean_Role Keeper
18,0.310147705,0.481953796,0.337898839,0.353621375,0.833771965,0.673395975,0.331944079,0.478199279,0.475116626625,0.475116626625
19,0.368884297,0.536615806,0.389749864,0.60049879,0.873278043,0.7583923090000001,0.322693067,0.522358154,0.5465587912500001,0.5465587912500001
20,0.4515267429999999,0.608823903,0.040039419,0.412247716,0.8739277040000001,0.822910461,0.347048003,0.417861411,0.4967981699999999,0.49679816999999993
21,0.086116309,0.6839158540000001,0.365315466,0.449407645,0.374916041,0.7930929109999999,0.327834895,0.4138545839999999,0.436806713125,0.436806713125
22,0.131758357,0.694394827,0.17968886,0.351723575,0.8637974829999999,0.7826625890000001,0.310763403,0.4831719889999999,0.4747451353749999,0.4747451353749999
23,0.166014953,0.686112217,0.316673376,0.5254786929999999,0.855718581,0.78493568,0.330578756,0.3869857679999999,0.506562253,0.506562253
24,0.260512023,0.5833718139999999,0.26620104,0.4198653539999999,0.848353932,0.728609064,0.333736624,0.397533904,0.4797729693749999,0.47977296937499997
25,0.13963124,0.742088188,0.297842344,0.351723575,0.8576230970000001,0.766405674,0.336115285,0.2447940589999999,0.46702793275,0.46702793275
26,0.29042305,0.601075268,0.217384468,0.408687178,0.855327845,0.6832594959999999,0.332985051,0.582579969,0.496465290625,0.496465290625
27,0.658783095,0.439271837,0.5199393,0.387611119,0.899124095,0.742029004,0.366814175,0.690838178,0.588051350375,0.588051350375
28,0.183257036,0.640617164,0.291925023,0.364516426,0.8640489659999999,0.795481095,0.328779932,0.351622931,0.477531071625,0.47753107162499997
29,0.317334324,0.6525524770000001,0.4387624129999999,0.3438066729999999,0.8668148000000001,0.750307011,0.313955503,0.364306274,0.505979934375,0.505979934375
30,0.229034096,0.6765607029999999,0.370427149,0.351723575,0.811600943,0.8341668,0.326634508,0.43483238,0.50437251925,0.50437251925
31,0.073729517,0.657139578,0.321185688,0.3930781229999999,0.8425479159999999,0.760435214,0.331094185,0.322988307,0.462774816,0.462774816
32,0.201217836,0.599494935,0.360701436,0.484579802,0.8696108709999999,0.798847572,0.332888021,0.307924843,0.4944081644999999,0.49440816449999997
33,0.615252502,0.4958421179999999,0.354062321,0.480516181,0.883966041,0.763816915,0.340927759,0.587106483,0.56518629,0.56518629
34,0.287412774,0.55833183,0.283052139,0.351723575,0.88275486,0.686329574,0.33462171,0.31733533,0.462695224,0.46269522400000007
35,0.39821015,0.46008555,0.4168351939999999,0.452363694,0.639286725,0.6909620759999999,0.317329876,0.390838919,0.470739023,0.4707390229999999
36,0.666144727,0.631376186,0.324237818,0.46325797,0.8995499579999999,0.7687980990000001,0.344555203,0.7135878059999999,0.601438470875,0.601438470875
37,0.379940968,0.51008653,0.340307876,0.458697398,0.8745121309999999,0.635357669,0.339924842,0.286727441,0.4781943568749999,0.4781943568749999
38,0.070184,0.739971226,0.100156898,0.351723575,0.828886626,0.8172164479999999,0.319220115,0.205343637,0.429087815625,0.42908781562500004
39,0.2348091389999999,0.767282861,0.279934892,0.407303831,0.863449568,0.7302775140000001,0.344829482,0.511406675,0.51741174525,0.51741174525
40,0.280254837,0.6390557720000001,0.384174231,0.4125441689999999,0.78752294,0.756896183,0.3402384579999999,0.438049262,0.5048419815,0.5048419815
41,0.436652925,0.377131063,0.324748721,0.545901899,0.6025325539999999,0.625404984,0.330118911,0.413614266,0.457013165375,0.45701316537500003
42,0.167510866,0.532672215,0.27441506,0.414851787,0.8307567290000001,0.8417600740000001,0.33134587,0.404806702,0.474764912875,0.474764912875
43,0.287508347,0.664895818,0.287045265,0.393217051,0.8255991109999999,0.67122359,0.319849545,0.375776747,0.4781394342499999,0.47813943424999994
44,0.2979468839999999,0.636535347,0.399819842,0.571439545,0.866178375,0.63878457,0.3353096789999999,0.422693934,0.521088522,0.521088522
45,0.443130929,0.531951686,0.34188994,0.4725487439999999,0.818553538,0.802458621,0.334250127,0.227971542,0.496594390875,0.4965943908750001
46,0.518546046,0.5202721920000001,0.370910792,0.4314412379999999,0.8841841640000001,0.785120189,0.339400841,0.667081217,0.5646195848750001,0.5646195848750001
47,0.498332185,0.534133716,0.45770762,0.619201224,0.878103346,0.788806366,0.338580205,0.3378826279999999,0.5565934112500001,0.5565934112500001
48,0.489242086,0.519741651,0.36452904,0.42985328,0.8297489309999999,0.806875323,0.327616824,0.2409502389999999,0.50106967175,0.50106967175
49,0.004194474,0.844453276,0.2947780789999999,0.351723575,0.807384138,0.758518912,0.333988063,0.4317296989999999,0.478346277,0.478346277
50,0.555400979,0.357394138,0.438031536,0.3853151139999999,0.916598024,0.793256739,0.330350662,0.5053623770000001,0.535213696125,0.535213696125
51,0.183432771,0.719180005,0.317703731,0.351723575,0.7544440509999999,0.784475307,0.344297633,0.363010686,0.477283469875,0.47728346987500003
52,0.5350975339999999,0.441023671,0.49345585,0.2592326,0.849563145,0.84884252,0.328630833,0.454984038,0.526353773875,0.526353773875
53,0.406053124,0.4188315589999999,0.384208208,0.425502971,0.872520582,0.771706291,0.313732044,0.287592795,0.48501844675,0.48501844675000005
54,0.508604335,0.2845352419999999,0.438892258,0.47597098,0.793250743,0.780268996,0.34190823,0.4994045279999999,0.515354414,0.515354414
55,0.391533377,0.530133337,0.287150173,0.427874407,0.8860283390000001,0.734538259,0.35095101,0.510853539,0.5148828051250001,0.5148828051250001
56,0.448162346,0.63384429,0.468790871,0.3781068979999999,0.877402536,0.621819831,0.330561035,0.382219197,0.5176133755,0.5176133755
57,0.607719972,0.4534338129999999,0.5498710720000001,0.499189263,0.796042715,0.778145181,0.321205807,0.229879285,0.5294358885,0.5294358885
58,0.164203971,0.627099317,0.367793794,0.394928982,0.541363489,0.691203771,0.335085858,0.337670246,0.4324186785,0.43241867850000004
59,0.5156204010000001,0.532829206,0.458000831,0.4077111429999999,0.8992104559999999,0.749036356,0.350089864,0.436843347,0.5436677005,0.5436677005
60,0.532661339,0.426362864,0.423398977,0.439595582,0.827066794,0.793150458,0.324350331,0.337741681,0.51304100325,0.51304100325
61,0.481454114,0.512855385,0.5502158229999999,0.465327045,0.543319565,0.656244209,0.31902641,0.347886824,0.484541171875,0.48454117187500007
62,0.438988891,0.541660961,0.394386016,0.4042511029999999,0.877776854,0.8284965670000001,0.344553307,0.5314603929999999,0.5451967615,0.5451967615
63,0.46880522,0.62783414,0.266814325,0.515523968,0.873922103,0.797736922,0.329430176,0.240465586,0.515066555,0.515066555
64,0.131962852,0.716799052,0.314445264,0.382638146,0.817730903,0.8471147859999999,0.3234962839999999,0.333376816,0.483445512875,0.48344551287500004
65,0.112935861,0.774814963,0.280075281,0.351723575,0.750663504,0.788587012,0.32978997,0.338288253,0.465859802375,0.465859802375
66,0.392733197,0.57365526,0.279790605,0.3687336989999999,0.828224437,0.808213282,0.331725395,0.328024402,0.4888875346249999,0.48888753462499995
67,0.260237976,0.58137681,0.467901952,0.486329929,0.837631965,0.648938668,0.331413604,0.495661926,0.5136866037500001,0.5136866037500001
68,0.316902276,0.60679325,0.311773771,0.482881917,0.713766775,0.808213282,0.324858533,0.337102542,0.48778654325,0.4877865432500001
69,0.184871253,0.5863118829999999,0.37203745,0.534547737,0.840927845,0.798847572,0.330088224,0.304167253,0.493974902125,0.49397490212499995
70,0.233974241,0.735272288,0.49695434,0.404188534,0.662665263,0.653902063,0.3405936979999999,0.210119918,0.4672087931249999,0.46720879312499997
71,0.0,0.712679915,0.368682842,0.351723575,0.7370609859999999,0.8108143879999999,0.322256891,0.42412198,0.4659175721249999,0.46591757212499996
72,0.313577387,0.4966169239999999,0.304472546,0.351723575,0.853374981,0.853171566,0.327665425,0.286391159,0.473374195375,0.473374195375
73,0.0,0.791504557,0.26388215,0.399361307,0.828609033,0.7737140920000001,0.3390914479999999,0.445736828,0.480237426875,0.48023742687499993
74,0.0,0.791504557,0.26388215,0.399361307,0.828609033,0.7737140920000001,0.3390914479999999,0.445736828,0.480237426875,0.48023742687499993
75,0.283675,0.6001446029999999,0.361740831,0.498965147,0.8357069909999999,0.7683133440000001,0.325608715,0.221062613,0.4869021555,0.48690215549999993
76,0.175225185,0.672671296,0.283616956,0.351723575,0.8314989759999999,0.798847572,0.331812758,0.284761765,0.4662697603749999,0.466269760375
77,0.305501936,0.300605381,0.4372888829999999,0.454130457,0.8934879370000001,0.689288708,0.323306544,0.518392703,0.4902503186249999,0.490250318625
78,0.483173068,0.6752024940000001,0.47571763,0.47742392,0.809877858,0.6880128120000001,0.343662517,0.466928171,0.55249980875,0.55249980875
79,0.364738427,0.550066529,0.7006943090000001,0.448082965,0.910796668,0.706485272,0.328651183,0.249569913,0.5323856582500001,0.5323856582500001
80,0.0982188859999999,0.704705409,0.194344653,0.351723575,0.8842425629999999,0.6983970970000001,0.333548705,0.306647543,0.4464785538749999,0.4464785538749999
81,0.4921575529999999,0.531763627,0.50257667,0.4526150479999999,0.868324069,0.769369324,0.332137933,0.5236238670000001,0.5590710113749999,0.5590710113749999
82,0.439774169,0.362576006,0.4752163379999999,0.4469829939999999,0.6302816379999999,0.640997237,0.32237115,0.509154757,0.4784192861249999,0.47841928612499995
83,0.4471586179999999,0.599176078,0.45191199,0.219066702,0.848274405,0.6950191109999999,0.3190261789999999,0.28135469,0.4826234716249999,0.48262347162499997
84,0.285369663,0.612644738,0.433462505,0.470286751,0.8520526159999999,0.7930929109999999,0.3438651,0.204777084,0.4994439209999999,0.4994439209999999
85,0.223565402,0.611805096,0.354634965,0.528908743,0.8482116140000001,0.7826625890000001,0.331524645,0.309458214,0.4988464085,0.4988464085000001
86,0.251692595,0.635113348,0.387627172,0.50780867,0.815754185,0.807609042,0.31954222,0.34842502,0.5091965315,0.5091965315
87,0.1739837219999999,0.619268905,0.3368696929999999,0.364516426,0.890698977,0.825836929,0.325801051,0.385973479,0.49036864775,0.49036864775000005
88,0.198165823,0.642345435,0.263040259,0.451629066,0.790406345,0.809277894,0.328634534,0.319160152,0.4753324384999999,0.47533243849999995
89,0.282245455,0.66380298,0.314574566,0.487242429,0.7579482540000001,0.7805909120000001,0.3350256789999999,0.448833825,0.5087830125,0.5087830125
90,0.356381048,0.488999787,0.326319286,0.479249869,0.8455006709999999,0.848927504,0.326511195,0.373528566,0.50567724075,0.50567724075
91,0.141324822,0.586249104,0.328908231,0.351723575,0.784724489,0.809349827,0.332844963,0.350836826,0.460745229625,0.460745229625
92,0.316964405,0.515441674,0.290837287,0.390225799,0.682062972,0.838784915,0.330017529,0.206436535,0.4463463894999999,0.4463463894999999
93,0.1155909369999999,0.589730275,0.115419194,0.351723575,0.881063651,0.7916542459999999,0.3265005019999999,0.389901017,0.4451979246249999,0.44519792462499996
94,0.426741485,0.4661101929999999,0.4431187279999999,0.547512427,0.84482143,0.7841012540000001,0.324240637,0.231480243,0.5085157996249999,0.5085157996249999
95,0.436100008,0.568473749,0.397855596,0.351723575,0.8507710820000001,0.819967175,0.339185584,0.290770349,0.5068558897500001,0.5068558897500001
96,0.0452597759999999,0.596576718,0.424727727,0.351723575,0.873280238,0.620165366,0.343106664,0.4296471189999999,0.460560897875,0.460560897875
97,0.201689633,0.7319056420000001,0.270494433,0.352909927,0.777867028,0.790517701,0.328744963,0.211782912,0.458239029875,0.458239029875
98,0.284897817,0.579183432,0.278684233,0.396447619,0.6226221670000001,0.784834974,0.318161247,0.4521863989999999,0.4646272359999999,0.4646272359999999
99,0.1084245019999999,0.669639024,0.453778423,0.456348666,0.401911952,0.703651102,0.327093001,0.4158188129999999,0.442083185375,0.442083185375
100,0.3425731589999999,0.611412214,0.430633883,0.362458086,0.736754577,0.744595511,0.322721155,0.3657297379999999,0.4896097903749999,0.48960979037499996
101,0.307594606,0.64229515,0.354481742,0.534547737,0.911510795,0.798847572,0.32672466,0.29768048,0.5217103427500001,0.5217103427500001
102,0.739555823,0.4354724789999999,0.396469605,0.408503035,0.884158364,0.748197125,0.347663309,0.545331245,0.563168873125,0.563168873125
103,0.365647891,0.531783875,0.304267375,0.459416104,0.868197608,0.771976717,0.333433916,0.32310668,0.49472877075,0.49472877075
104,0.218254119,0.52334046,0.33421352,0.477215328,0.811207208,0.785842039,0.321400517,0.313968732,0.473180240375,0.47318024037500006
105,0.23783851,0.5669497720000001,0.374610777,0.528908743,0.8363231740000001,0.809277894,0.335096886,0.290880416,0.4974857715,0.49748577150000006
106,0.262287449,0.587313713,0.290926102,0.515173476,0.876746205,0.783552723,0.355504925,0.717720602,0.548653149375,0.548653149375
107,0.183045094,0.6593076139999999,0.283271342,0.351723575,0.8314989759999999,0.798847572,0.3265969,0.2950329989999999,0.466165509,0.46616550900000003
108,0.392500636,0.486518147,0.388450807,0.5733511379999999,0.809996064,0.77630369,0.326904716,0.330975111,0.5106250386250001,0.5106250386250001
109,0.6127880920000001,0.503674094,0.590998229,0.351723575,0.730046049,0.7259504109999999,0.332711226,0.466167892,0.539257446,0.539257446
110,0.332687419,0.545979208,0.307788631,0.351723575,0.670055949,0.7794255929999999,0.3249170389999999,0.331692239,0.455533706625,0.455533706625
111,0.229010529,0.8133595709999999,0.344406275,0.465838618,0.533649346,0.785436336,0.335600287,0.3062205289999999,0.476690186375,0.476690186375
112,0.407573449,0.363013195,0.504723082,0.4817256629999999,0.860632057,0.75748595,0.330760361,0.424197657,0.51626392675,0.51626392675
113,0.206032995,0.704317821,0.3941634,0.458697398,0.866303567,0.700885988,0.331141845,0.412162261,0.509213159375,0.509213159375
114,0.2048845269999999,0.730654825,0.339413322,0.351723575,0.8189175759999999,0.770362003,0.324964569,0.224685369,0.47070072075,0.47070072075
115,0.238592405,0.650590011,0.35405673,0.351723575,0.729704503,0.724914572,0.316803517,0.284745438,0.4563913438749999,0.45639134387499997
116,0.241555572,0.600807467,0.30794779,0.404188534,0.8396849129999999,0.79460351,0.326627801,0.391062452,0.4883097548749999,0.48830975487499995
117,0.466247527,0.61363266,0.305170132,0.457011217,0.869022124,0.724123306,0.330502525,0.212554398,0.497282986125,0.49728298612499994
118,0.619133467,0.54987081,0.4058173439999999,0.402052478,0.883946248,0.8101325420000001,0.333705313,0.534850695,0.567438612125,0.567438612125
119,0.337051425,0.409350636,0.4110749629999999,0.383985017,0.8449659829999999,0.792028299,0.318055761,0.369436841,0.483243615625,0.483243615625
120,0.598303166,0.460630584,0.444943531,0.493836614,0.872069497,0.818200085,0.330631705,0.458734677,0.5596687323749999,0.5596687323749999
121,0.401246934,0.488648635,0.277140893,0.417599449,0.8480610209999999,0.527371687,0.338938667,0.5717384179999999,0.4838432129999999,0.4838432129999999
122,0.633735198,0.3762910229999999,0.58993094,0.448132101,0.944731761,0.7375865290000001,0.3465163129999999,0.527233512,0.575519672125,0.575519672125
123,0.245395964,0.5701602410000001,0.387801187,0.351723575,0.8573386590000001,0.719059205,0.322612146,0.200645545,0.45684206525,0.45684206524999993
124,0.306607321,0.619754106,0.328564457,0.351723575,0.857375743,0.7961141079999999,0.318045174,0.464540743,0.505340653375,0.505340653375
125,0.366311526,0.560360169,0.339449964,0.351723575,0.856599661,0.741660634,0.338764067,0.337236785,0.486513297625,0.486513297625
126,0.141658259,0.413411844,0.304518709,0.448679241,0.872069497,0.7833205059999999,0.34200488,0.452075493,0.469717303625,0.4697173036250001
127,0.270869384,0.563538444,0.457110835,0.481382219,0.8196326620000001,0.7917261790000001,0.322163881,0.411443651,0.514733406875,0.514733406875
128,0.073054127,0.698038488,0.223345658,0.470842624,0.430297897,0.821823053,0.342152585,0.410820449,0.433796860125,0.433796860125
129,0.340957146,0.556763558,0.34618651,0.516022128,0.5465634629999999,0.7153014120000001,0.331612816,0.363985377,0.46467405125,0.46467405125
130,0.514349768,0.4736079929999999,0.349980164,0.46074453,0.826470494,0.789841528,0.3343761839999999,0.242489554,0.4989825268749999,0.49898252687499994
131,0.511832003,0.551580937,0.58917508,0.635769309,0.85312889,0.703418038,0.32104615,0.349420458,0.564421358125,0.564421358125
132,0.252766722,0.616953496,0.437819886,0.583137725,0.85069503,0.809277894,0.333124638,0.310667218,0.524305326125,0.524305326125
133,0.26596232,0.522077633,0.277135974,0.364516426,0.858252219,0.838525955,0.3176190239999999,0.476071411,0.4900201202499999,0.4900201202499999
134,0.362735366,0.465726221,0.4262129839999999,0.51144422,0.897519029,0.7128263770000001,0.328111566,0.51569941,0.527534396625,0.527534396625
135,0.624783537,0.59335182,0.3751250279999999,0.4448655829999999,0.8790855790000001,0.807427434,0.338277069,0.545957579,0.576109203625,0.576109203625
136,0.593412275,0.575493742,0.393921578,0.402052478,0.88499963,0.8101325420000001,0.331708116,0.529261202,0.565122695375,0.565122695375
137,0.34923725,0.628858877,0.2329512339999999,0.409255739,0.6612220560000001,0.8402955129999999,0.322391669,0.33844594,0.47283228475,0.47283228475000005
138,0.5648549970000001,0.444255289,0.407274005,0.43222712,0.909452956,0.760103918,0.329892288,0.390812552,0.5298591406250001,0.5298591406250001
139,0.089838355,0.848039335,0.372445526,0.364516426,0.81720117,0.831326875,0.3226630139999999,0.252971894,0.487375324375,0.487375324375
140,0.492186777,0.355157903,0.4360482,0.3988070139999999,0.895426587,0.793306873,0.346858194,0.357982382,0.50947174125,0.50947174125
141,0.4135520929999999,0.616946429,0.334212079,0.4582603839999999,0.855738502,0.792028299,0.321332442,0.4224988879999999,0.5268211395,0.5268211395
142,0.2906294789999999,0.612321359,0.305956668,0.384008245,0.729014368,0.826196595,0.319748565,0.346270724,0.4767682503749999,0.4767682503749999
143,0.12639674,0.603156035,0.472455599,0.448665814,0.81066929,0.837950489,0.328487896,0.522435246,0.518777138625,0.518777138625
144,0.405777371,0.529176488,0.231715338,0.438404756,0.872750452,0.831001038,0.343450925,0.431911292,0.5105234574999999,0.5105234574999999
145,0.267958529,0.667058005,0.420462345,0.351723575,0.8087101059999999,0.7750088909999999,0.309532619,0.38933925,0.498724165,0.498724165
146,0.568945346,0.3380936229999999,0.482547866,0.4652640489999999,0.848978205,0.725374945,0.337486998,0.477746872,0.530554738,0.530554738
147,0.176054853,0.55905967,0.2742679189999999,0.563842475,0.863105227,0.818554406,0.3113046,0.480524646,0.5058392245,0.5058392245
148,0.524891364,0.50585056,0.544621653,0.520308665,0.674596579,0.657035475,0.321433203,0.361111447,0.51373111825,0.51373111825
149,0.247667914,0.539140424,0.268095115,0.447479074,0.818631137,0.77548365,0.323925903,0.386113696,0.475817114125,0.47581711412500005
150,0.444008895,0.499689373,0.392606595,0.383506966,0.807719415,0.738509957,0.326098161,0.3752586029999999,0.495924745625,0.49592474562500005
151,0.287987604,0.52950837,0.48790169,0.351723575,0.7255893609999999,0.73012254,0.321417224,0.3570225999999999,0.4739091205,0.4739091205
152,0.314157315,0.606484414,0.308435585,0.4936402029999999,0.737464652,0.808213282,0.323114583,0.333675335,0.490648171125,0.490648171125
153,0.207928746,0.705990248,0.384093034,0.4236884979999999,0.914099624,0.734122029,0.346632821,0.446154156,0.5203386445,0.5203386445
154,0.615252502,0.4958421179999999,0.354062321,0.480516181,0.883966041,0.763816915,0.340927759,0.587106483,0.56518629,0.56518629
155,0.098265045,0.720840985,0.248846912,0.351723575,0.826233874,0.798847572,0.324998277,0.286619929,0.457047021125,0.457047021125
156,0.23539531,0.668800056,0.419440844,0.351723575,0.8352901,0.772376134,0.328775627,0.373650337,0.498181497875,0.49818149787500005
157,0.372137082,0.609408999,0.4076599179999999,0.528908743,0.888676688,0.764679276,0.338281855,0.34001879,0.531221418875,0.531221418875
158,0.261925653,0.74204468,0.395294066,0.6005402910000001,0.8655661859999999,0.820813111,0.336173125,0.341317527,0.545459329875,0.545459329875
159,0.3425555289999999,0.738906002,0.297749838,0.349918171,0.777908658,0.708931003,0.322458591,0.280850273,0.477409758125,0.4774097581250001
160,0.068300052,0.788100108,0.128557128,0.351723575,0.754925915,0.567867012,0.326623155,0.279405429,0.40818779675,0.40818779675
161,0.159367069,0.651030751,0.295233991,0.351723575,0.740101475,0.759384988,0.331786255,0.3047959939999999,0.44917801225,0.44917801225
162,0.156166071,0.778761057,0.235315756,0.4011377339999999,0.7296887559999999,0.684488083,0.3345193369999999,0.258978333,0.4473818908749999,0.44738189087499985
163,0.346477737,0.509284948,0.485003485,0.405585516,0.893282475,0.645829685,0.335862325,0.325508086,0.493354282125,0.493354282125
164,0.351229026,0.43914785,0.28858067,0.382014091,0.537282422,0.818643604,0.319322123,0.266151921,0.425296463375,0.42529646337500004
165,0.165591081,0.711266955,0.347722412,0.37324055,0.816326432,0.798847572,0.331167923,0.323972808,0.483516966625,0.48351696662500004
166,0.537350798,0.321534727,0.498829739,0.401174728,0.8904772459999999,0.731220835,0.373876373,0.467623733,0.527761022375,0.527761022375
167,0.367749076,0.647690655,0.6400933670000001,0.457562783,0.746926427,0.832728135,0.3383049079999999,0.418626745,0.556210262,0.556210262
168,0.395202486,0.59394706,0.440318146,0.461869281,0.863724167,0.574689704,0.352355333,0.442235664,0.515542730125,0.515542730125
169,0.18381529,0.666395024,0.282988616,0.351723575,0.843267167,0.798847572,0.329384875,0.282565974,0.467373511625,0.467373511625
170,0.671416575,0.485900304,0.492572515,0.442218787,0.898639649,0.793976534,0.3455118379999999,0.383651271,0.564235934125,0.564235934125
171,0.435459494,0.5073456279999999,0.383411272,0.452994379,0.860919318,0.827994927,0.334174582,0.134910829,0.492151303625,0.492151303625
172,0.122617328,0.615207893,0.509412666,0.351723575,0.728099808,0.6846463359999999,0.33000582,0.443070985,0.473098051375,0.473098051375
173,0.174891637,0.676847047,0.3739318379999999,0.522385364,0.923408747,0.669828085,0.329772298,0.303577334,0.49683029375,0.49683029374999993
174,0.202177374,0.721530764,0.160188006,0.351723575,0.77564333,0.8352141479999999,0.328779977,0.39253691,0.4709742605,0.4709742605
175,0.4602140879999999,0.4599540479999999,0.367515799,0.351723575,0.741123669,0.787784237,0.330635584,0.438516982,0.49218349775,0.4921834977499999
176,0.455519968,0.4343775629999999,0.305188522,0.4932009089999999,0.823936689,0.74176134,0.33747829,0.340329759,0.4914741299999999,0.49147413
177,0.4842730999999999,0.582176784,0.522711468,0.5938580210000001,0.848801551,0.750485981,0.331764471,0.35895847,0.5591287307499999,0.5591287307499999
178,0.140935766,0.7822059579999999,0.356027846,0.465007464,0.8139980240000001,0.6816826859999999,0.320447511,0.3057892869999999,0.4832618177499999,0.4832618177499999
179,0.491547855,0.550914383,0.450709545,0.351723575,0.786281775,0.761125773,0.32232008,0.412852778,0.5159344705,0.5159344705
180,0.0882692369999999,0.7716670859999999,0.24047004,0.4728299279999999,0.8892703759999999,0.7910327429999999,0.329445914,0.282373867,0.4831698988749999,0.4831698988749999
181,0.1785576539999999,0.6984899920000001,0.369764917,0.351723575,0.503265676,0.69893228,0.331547208,0.3733908829999999,0.438209023125,0.438209023125
182,0.3219032619999999,0.679522553,0.417507433,0.458697398,0.81665219,0.645600965,0.335921149,0.269141685,0.4931183293749999,0.4931183293749999
183,0.360217444,0.5606545629999999,0.372076175,0.595892886,0.876970062,0.79129458,0.331242801,0.211296962,0.512455684125,0.512455684125
184,0.218899665,0.6314523329999999,0.339060412,0.37031764,0.856246442,0.728352982,0.325519851,0.409292167,0.4848926864999999,0.4848926865
185,0.629271449,0.549094515,0.387165483,0.425813468,0.842314331,0.8259702529999999,0.333457668,0.5434603889999999,0.5670684444999999,0.5670684444999999
186,0.503270426,0.501178135,0.22307028,0.417746535,0.848153356,0.658478026,0.348870832,0.416224232,0.48962397775,0.48962397775
187,0.1175020869999999,0.7259007670000001,0.306514106,0.361493898,0.858701295,0.864620463,0.3283936269999999,0.401982011,0.49563853175,0.49563853174999994
188,0.650155575,0.512940895,0.333112225,0.6160886720000001,0.929486225,0.877953915,0.323187028,0.515217731,0.59476778325,0.59476778325
189,0.686555185,0.5764194460000001,0.365238255,0.537926519,0.927239932,0.7996830420000001,0.347918429,0.457476001,0.587307101125,0.587307101125
190,0.1141474999999999,0.723237294,0.283978372,0.37424934,0.85828155,0.801678865,0.325559751,0.352280973,0.479176705625,0.4791767056249999
191,0.425863955,0.557291315,0.289810413,0.409021866,0.89661774,0.7902834009999999,0.334103606,0.611954859,0.539368394375,0.539368394375
192,0.221714222,0.709900668,0.267737041,0.468220213,0.775798588,0.8067026829999999,0.337858489,0.227238157,0.476896257625,0.47689625762500004
193,0.24158608,0.621095886,0.348091161,0.48705064,0.483297626,0.8845632390000001,0.32785558,0.386900127,0.472555042375,0.472555042375
194,0.318189276,0.6195050679999999,0.3789620939999999,0.377210196,0.48047464,0.677568104,0.330605675,0.399328456,0.447730438625,0.44773043862500006
195,0.4305111579999999,0.296235816,0.5055605470000001,0.3752274129999999,0.842525635,0.7446409709999999,0.335721976,0.467531314,0.49974435375,0.49974435375
196,0.25874366,0.64873946,0.224828955,0.351723575,0.823813302,0.820441935,0.3221087489999999,0.2558550519999999,0.4632818359999999,0.46328183599999995
