,Role_Inspector,Self_Esteem_Cont_SEAspirationAppearance,Character_Facet_Cont_SelfDiscipline,Self_Esteem_Cont_SEDiscrepancyIntelligence,Mean
0,0.670466763,0.648751344,0.518061222,0.473906829,0.5777965395
1,0.397980882,0.69016802,0.442303289,0.482888842,0.50333525825
2,0.416392109,0.85041407,0.385780546,0.354271158,0.50171447075
3,0.3706929989999999,0.6296671770000001,0.5353131320000001,0.4816760229999999,0.50433733275
4,0.568810451,0.8615874,0.5467040320000001,0.2338795289999999,0.5527453529999999
5,0.460593965,0.669516879,0.633363604,0.472474701,0.55898728725
6,0.5785799970000001,0.627668585,0.558602329,0.488247363,0.5632745685
7,0.343273185,0.6918442579999999,0.547833835,0.506458053,0.5223523327499999
8,0.676858941,0.81374772,0.5341549879999999,0.31537486,0.5850341272499999
9,0.8088132579999999,0.8879878290000001,0.39744163,0.300208788,0.5986128762499999
10,0.5598210920000001,0.6728465370000001,0.517985732,0.511727838,0.5655952997500001
11,0.514268924,0.73508028,0.615042458,0.480905492,0.5863242885
12,0.420341501,0.652473569,0.608262723,0.492934487,0.54350307
13,0.57813908,0.8175621759999999,0.617660135,0.34064645,0.58850196025
14,0.462838134,0.587860383,0.484927402,0.490041936,0.50641696375
15,0.360066489,0.6813533,0.758703453,0.492241314,0.5730911390000001
16,0.323346901,0.806771459,0.527840448,0.474485562,0.5331110925
17,0.467226529,0.64286422,0.615253177,0.468589274,0.5484833
18,0.569098152,0.603937398,0.4988965999999999,0.4734159639999999,0.5363370285
19,0.334925986,0.612778382,0.566988055,0.499034462,0.50343172125
20,0.657971984,0.80824387,0.305556434,0.327005473,0.52469444025
21,0.264210106,0.781361125,0.525780282,0.480438714,0.51294755675
22,0.362158806,0.7381313820000001,0.6658914429999999,0.535582735,0.5754410914999999
23,0.4229374389999999,0.591338355,0.615665867,0.478250454,0.52704802875
24,0.510577658,0.5181258360000001,0.321810015,0.468755515,0.45481725600000006
25,0.324963422,0.6470375110000001,0.6143534070000001,0.501371541,0.5219314702500001
26,0.52809263,0.714179508,0.2129252639999999,0.330358877,0.4463890697499999
27,0.640411631,0.78917598,0.660283073,0.287256598,0.5942818205
28,0.335986433,0.575180177,0.473648056,0.465736692,0.46263783950000004
29,0.457028183,0.5882924589999999,0.52819502,0.508316554,0.5204580539999999
30,0.4117522779999999,0.599848716,0.71016277,0.469369162,0.5477832315
31,0.308335164,0.718676164,0.483470641,0.510013444,0.50512385325
32,0.432263468,0.669516879,0.644285315,0.482873934,0.557234899
33,0.8088132579999999,0.8879878290000001,0.39744163,0.300208788,0.5986128762499999
34,0.494392586,0.644080358,0.659317151,0.480674271,0.5696160915
35,0.544920913,0.7578331509999999,0.487109089,0.474213745,0.5660192245
36,0.7628073959999999,0.706832439,0.441853687,0.282097779,0.54839782525
37,0.50851188,0.69452117,0.4580019529999999,0.496915008,0.53948750275
38,0.280726541,0.662243712,0.485807669,0.515641763,0.48610492124999993
39,0.527216689,0.839373632,0.245342185,0.409419519,0.5053380062499999
40,0.529629152,0.7702202990000001,0.217804319,0.414107897,0.48294041675000005
41,0.5218395220000001,0.626025272,0.430633014,0.497092663,0.5188976177500001
42,0.378143442,0.693140793,0.664966011,0.4738967979999999,0.5525367609999999
43,0.43932111,0.699435108,0.487319958,0.4907993429999999,0.5292188797499999
44,0.508172211,0.7463746720000001,0.612196471,0.479909182,0.586663134
45,0.396892331,0.7135247109999999,0.457893776,0.470577747,0.5097221412499999
46,0.652737867,0.8702004959999999,0.447181454,0.31287586,0.57074891925
47,0.7237061229999999,0.8297341140000001,0.413673045,0.3244804839999999,0.5728984415
48,0.6464123039999999,0.73212328,0.51391169,0.467339942,0.589946804
49,0.248463126,0.802796864,0.64831894,0.491712605,0.5478228837500001
50,0.611562194,0.827245935,0.612792805,0.37644326,0.6070110484999999
51,0.376774036,0.715675444,0.575024081,0.494643122,0.54052917075
52,0.696895595,0.793976557,0.302963274,0.361557234,0.5388481650000001
53,0.51242201,0.6048608910000001,0.449887205,0.468988816,0.5090397305000001
54,0.705837413,0.739820771,0.51649472,0.422474997,0.59615697525
55,0.650219636,0.8572275779999999,0.384326303,0.351104625,0.5607195355
56,0.66442308,0.627642322,0.320584315,0.4645086229999999,0.519289585
57,0.654429988,0.629998979,0.351622579,0.46415712,0.5250521665
58,0.434948988,0.647612081,0.5603824239999999,0.470332001,0.5283188735
59,0.546565903,0.798780587,0.520440179,0.320527115,0.5465784459999999
60,0.482003059,0.600377268,0.3531795379999999,0.465722863,0.475320682
61,0.506151435,0.762582619,0.222136892,0.46699915,0.489467524
62,0.551109879,0.910602303,0.447668868,0.331178456,0.5601398765
63,0.678841283,0.41642041,0.373995408,0.466375386,0.48390812175000003
64,0.426352945,0.6829388040000001,0.529539346,0.507126776,0.5364894677500001
65,0.303794667,0.7627275640000001,0.445351615,0.517388916,0.5073156905
66,0.475379093,0.6278317529999999,0.436757756,0.482236156,0.5055511895
67,0.443675728,0.7246835770000001,0.625297888,0.49574759,0.57235119575
68,0.491163772,0.642351824,0.530627408,0.486564548,0.537676888
69,0.418203448,0.669516879,0.667491319,0.490816887,0.56150713325
70,0.442739183,0.857098721,0.608925791,0.47361435,0.59559451125
71,0.263400377,0.638815966,0.597922874,0.482509877,0.49566227350000003
72,0.535770564,0.675064115,0.621989043,0.47783271,0.577664108
73,0.235725264,0.537589936,0.578143393,0.489435985,0.46022364450000003
74,0.235725264,0.537589936,0.578143393,0.489435985,0.46022364450000003
75,0.4961649999999999,0.6988197270000001,0.373569472,0.461819481,0.50759342
76,0.39207879,0.67063631,0.545366538,0.4857746029999999,0.52346406025
77,0.3373264689999999,0.7353394670000001,0.233998515,0.332672564,0.40983425374999993
78,0.5836974739999999,0.687599223,0.543105222,0.499563882,0.5784914502499999
79,0.573909339,0.657262088,0.531565647,0.459816392,0.5556383665
80,0.338550231,0.663940011,0.550700774,0.4883504,0.510385354
81,0.6812995620000001,0.623742764,0.632248432,0.507316531,0.61115182225
82,0.613825745,0.789629024,0.3184469219999999,0.403611831,0.5313783805
83,0.527346129,0.614321575,0.525675375,0.5094078470000001,0.5441877315000001
84,0.523545288,0.863071448,0.57801366,0.474068761,0.60967478925
85,0.456337281,0.669516879,0.614786091,0.475682842,0.55408077325
86,0.305379009,0.659924987,0.573220799,0.4645345039999999,0.50076482475
87,0.356148007,0.803038514,0.562210732,0.5003829879999999,0.5554450602500001
88,0.413651665,0.690413805,0.596469244,0.446899037,0.5368584377500001
89,0.4858269679999999,0.60034243,0.544646454,0.482158972,0.528243706
90,0.521968958,0.792289903,0.399456639,0.463629558,0.5443362644999999
91,0.258754039,0.8354544859999999,0.51942172,0.601421569,0.5537629534999999
92,0.49718027,0.703818043,0.404210144,0.48085217,0.5215151567499999
93,0.4093867539999999,0.674402563,0.478212015,0.496812785,0.51470352925
94,0.51290635,0.688073412,0.436893341,0.506311885,0.536046247
95,0.622999372,0.664553707,0.354873222,0.484717642,0.53178598575
96,0.355769635,0.690577049,0.59665382,0.4720920529999999,0.5287731392499999
97,0.347136996,0.699635488,0.612755253,0.514114371,0.543410527
98,0.417422594,0.540727637,0.478668732,0.46908294,0.47647547575000004
99,0.324399787,0.785904088,0.693635201,0.495418863,0.57483948475
100,0.45092661,0.7151015629999999,0.499882215,0.505533205,0.54286089825
101,0.47327235,0.50895086,0.57071624,0.537270939,0.52255259725
102,0.653256745,0.7872754270000001,0.396860929,0.369872182,0.5518163207500001
103,0.530120299,0.7818273859999999,0.3844584339999999,0.304682852,0.5002722427499999
104,0.468287929,0.69623531,0.4620958879999999,0.473330089,0.5249873039999999
105,0.484158207,0.651217845,0.639216963,0.488143046,0.56568401525
106,0.563919171,0.864085682,0.345265273,0.328648658,0.525479696
107,0.398941895,0.67063631,0.532647269,0.483354959,0.52139510825
108,0.5180369,0.7112802579999999,0.46252961,0.472891038,0.5411844514999999
109,0.665947369,0.628788783,0.4444401679999999,0.48328153,0.5556144625
110,0.616207973,0.564304538,0.406044264,0.4834261479999999,0.5174957307499999
111,0.416738646,0.8074706070000001,0.640901606,0.432832112,0.57448574275
112,0.537949785,0.674644213,0.383308511,0.47703101,0.5182333797500001
113,0.284979329,0.7328364390000001,0.620313716,0.46989342,0.5270057260000001
114,0.44549252,0.816173415,0.614214856,0.474200898,0.58752042225
115,0.4400827779999999,0.7498058609999999,0.512132559,0.47742605,0.544861812
116,0.5043430839999999,0.7237167459999999,0.430834166,0.4751242089999999,0.53350455125
117,0.59216476,0.7404591420000001,0.414936517,0.497903758,0.56136604425
118,0.7019334859999999,0.854363656,0.370665652,0.3585921589999999,0.57138873825
119,0.4411162179999999,0.645117478,0.44403239,0.461437105,0.49792579775
120,0.551035107,0.843456586,0.246151827,0.3610769729999999,0.50043012325
121,0.517699518,0.770156739,0.173396676,0.318905288,0.44503955525000005
122,0.7616089559999999,0.809325307,0.613658454,0.282752242,0.6168362397499999
123,0.423982587,0.7004543879999999,0.671747483,0.461567936,0.5644380984999999
124,0.5261984470000001,0.7354299679999999,0.521440746,0.511485317,0.5736386195000001
125,0.5888668029999999,0.67841682,0.381946217,0.468388281,0.52940453025
126,0.205166089,0.854599991,0.294373986,0.3603504039999999,0.4286226174999999
127,0.559595516,0.6247797620000001,0.506874617,0.4747645029999999,0.5415035995
128,0.311107494,0.602595688,0.592101243,0.487369212,0.49829340925
129,0.611743924,0.676996092,0.7256021220000001,0.469180394,0.620880633
130,0.63235573,0.6766179959999999,0.40440178,0.469119314,0.545623705
131,0.514423967,0.714720864,0.4011472729999999,0.499153732,0.532361459
132,0.4843906529999999,0.7470088890000001,0.522973632,0.506052533,0.56510642675
133,0.575661289,0.676979476,0.473593174,0.518891867,0.5612814515
134,0.578537289,0.88584544,0.4153063389999999,0.360840262,0.5601323324999999
135,0.6974609159999999,0.844477802,0.34856908,0.310990161,0.5503744897499999
136,0.6966114720000001,0.845535481,0.351934112,0.340146231,0.558556824
137,0.484804665,0.610297486,0.418677382,0.47633476,0.49752857325000005
138,0.6970622209999999,0.8157981559999999,0.413389387,0.308601654,0.5587128545
139,0.269139738,0.7544590059999999,0.598789164,0.465545867,0.52198344375
140,0.737358704,0.821640722,0.271043228,0.325540573,0.53889580675
141,0.593653374,0.6778719590000001,0.510463502,0.477306784,0.56482390475
142,0.441523379,0.704518339,0.519445826,0.498667227,0.5410386927499999
143,0.376781099,0.568019107,0.535404859,0.492497602,0.49317566675
