,Role_Toastmaster,Personal_Values_Facet_Cont_PowerDominance,Mean
320,0.515382447,0.368007243,0.441694845
321,0.328380305,0.32937373,0.3288770175
322,0.396060501,0.346159052,0.3711097765
323,0.260189888,0.333983803,0.2970868455
324,0.4732959,0.33017258,0.40173424
325,0.440570095,0.346406771,0.393488433
326,0.4459275729999999,0.371439275,0.40868342399999996
327,0.612161501,0.326097161,0.469129331
328,0.4418795,0.347687405,0.3947834525
329,0.5712638870000001,0.341990379,0.456627133
330,0.529102922,0.338952643,0.43402778249999996
331,0.537795365,0.328735497,0.43326543100000003
332,0.310177901,0.338222862,0.32420038149999997
333,0.508203368,0.351982932,0.43009315000000004
334,0.415701859,0.342100502,0.3789011805
335,0.4878179239999999,0.348876762,0.418347343
336,0.549826333,0.343526007,0.44667617
337,0.601269431,0.35727234,0.47927088549999997
338,0.6676940720000001,0.34068398,0.504189026
339,0.619413311,0.3236817999999999,0.47154755549999994
340,0.5577221729999999,0.354796169,0.45625917099999996
341,0.284783011,0.338553562,0.3116682865
342,0.652743776,0.328944212,0.490843994
343,0.601269431,0.35727234,0.47927088549999997
344,0.546317162,0.357761572,0.452039367
345,0.558219185,0.345463006,0.4518410955
346,0.5931746720000001,0.322090703,0.4576326875
347,0.801961939,0.332072863,0.567017401
348,0.491943591,0.342976081,0.41745983600000003
349,0.60278827,0.3449730629999999,0.47388066649999994
350,0.53272769,0.341541546,0.437134618
351,0.5666172620000001,0.326105638,0.44636145000000005
352,0.649721542,0.341472379,0.4955969605
353,0.609397949,0.33934703,0.4743724895
354,0.546317162,0.357761572,0.452039367
355,0.6714142240000001,0.332526912,0.5019705680000001
356,0.454105785,0.365317086,0.4097114355
357,0.643754822,0.332072414,0.487913618
358,0.498534697,0.347665144,0.4230999205
359,0.360170951,0.3374747629999999,0.34882285699999993
360,0.709896778,0.3453694539999999,0.527633116
361,0.469805135,0.347111792,0.4084584635
362,0.50595767,0.324164518,0.415061094
363,0.37708038,0.341547706,0.359314043
364,0.64996023,0.3475333339999999,0.498746782
365,0.462593669,0.3448664429999999,0.40373005599999995
366,0.54131638,0.343869627,0.4425930035
367,0.650720917,0.341532142,0.4961265295
368,0.740198426,0.33009654,0.535147483
369,0.549188615,0.333137908,0.4411632615
370,0.601269431,0.35727234,0.47927088549999997
371,0.437024186,0.340799686,0.38891193599999996
372,0.436857568,0.344891995,0.3908747815
373,0.566577558,0.330403479,0.4484905185
374,0.436126195,0.335180587,0.38565339099999996
375,0.61612657,0.3391379029999999,0.4776322365
376,0.447833771,0.3392286579999999,0.39353121449999995
377,0.6110002,0.327053481,0.4690268405
378,0.55292968,0.332416776,0.442673228
379,0.318873023,0.336704811,0.327788917
380,0.646995996,0.356231605,0.5016138005
381,0.5669498860000001,0.359448749,0.46319931750000004
382,0.601269431,0.35727234,0.47927088549999997
383,0.684442289,0.356566259,0.520504274
384,0.672091575,0.360248725,0.51617015
385,0.4806045339999999,0.34513681,0.41287067199999994
386,0.40593709,0.344123753,0.3750304215
387,0.556589477,0.34259014,0.4495898085
388,0.221703978,0.337364449,0.2795342135
389,0.300454855,0.336485417,0.318470136
390,0.4788023079999999,0.3438303129999999,0.4113163104999999
391,0.56747012,0.349008817,0.45823946849999997
392,0.503892035,0.324420304,0.4141561695
393,0.257988954,0.343078221,0.30053358750000003
394,0.5478400170000001,0.347623878,0.4477319475
395,0.601269431,0.35727234,0.47927088549999997
396,0.28225575,0.339474044,0.310864897
397,0.501226532,0.345125829,0.4231761805
398,0.395893332,0.348571894,0.372232613
399,0.583549113,0.328738003,0.456143558
400,0.552907261,0.346781359,0.44984431
401,0.599990305,0.333649643,0.46681997399999997
402,0.549578103,0.337069297,0.4433237
403,0.3286775819999999,0.340936027,0.33480680449999994
404,0.613283534,0.347284597,0.4802840655
405,0.463296225,0.323487031,0.393391628
406,0.345097937,0.339715206,0.3424065715
407,0.601269431,0.35727234,0.47927088549999997
408,0.601269431,0.35727234,0.47927088549999997
409,0.6333115810000001,0.3428823239999999,0.48809695249999996
410,0.458796721,0.351606821,0.405201771
411,0.610038693,0.335856277,0.472947485
412,0.1975475239999999,0.336610625,0.26707907449999996
413,0.601269431,0.35727234,0.47927088549999997
414,0.523936201,0.35793816,0.4409371805
415,0.525882111,0.331465552,0.42867383150000005
416,0.601269431,0.35727234,0.47927088549999997
417,0.303970837,0.343489391,0.32373011399999996
418,0.423517272,0.332055131,0.3777862015
419,0.373546063,0.34824435,0.36089520649999995
420,0.5712638870000001,0.341990379,0.456627133
421,0.512470325,0.341703026,0.4270866755
422,0.601269431,0.35727234,0.47927088549999997
423,0.673111938,0.341371386,0.507241662
424,0.351769246,0.330898679,0.3413339625
425,0.601269431,0.35727234,0.47927088549999997
426,0.601269431,0.35727234,0.47927088549999997
427,0.601269431,0.35727234,0.47927088549999997
428,0.601269431,0.35727234,0.47927088549999997
429,0.526970619,0.3357776739999999,0.43137414649999994
430,0.601269431,0.35727234,0.47927088549999997
431,0.5712638870000001,0.341990379,0.456627133
432,0.365254476,0.338673966,0.351964221
433,0.53855553,0.349716905,0.4441362175
434,0.601269431,0.35727234,0.47927088549999997
435,0.601269431,0.35727234,0.47927088549999997
436,0.601269431,0.35727234,0.47927088549999997
437,0.2420300339999999,0.339009296,0.2905196649999999
438,0.602894723,0.344708496,0.4738016095
439,0.601269431,0.35727234,0.47927088549999997
440,0.601269431,0.35727234,0.47927088549999997
441,0.544870836,0.32974567,0.437308253
442,0.5712638870000001,0.341990379,0.456627133
443,0.601269431,0.35727234,0.47927088549999997
444,0.601269431,0.35727234,0.47927088549999997
445,0.601269431,0.35727234,0.47927088549999997
446,0.601269431,0.35727234,0.47927088549999997
447,0.552925542,0.345081834,0.449003688
448,0.601269431,0.35727234,0.47927088549999997
449,0.500169949,0.3563427,0.4282563245
450,0.601269431,0.35727234,0.47927088549999997
451,0.290890671,0.321243011,0.30606684100000003
452,0.484790944,0.330759651,0.40777529749999997
453,0.601269431,0.35727234,0.47927088549999997
454,0.616612035,0.33388237,0.47524720249999997
455,0.498240086,0.345783355,0.4220117205
456,0.596578916,0.334217172,0.465398044
457,0.6299905929999999,0.3402254289999999,0.4851080109999999
458,0.498080925,0.337029156,0.41755504050000003
459,0.570390768,0.33590979,0.453150279
460,0.601269431,0.35727234,0.47927088549999997
461,0.528974609,0.336767589,0.432871099
462,0.482852413,0.348701954,0.4157771835
463,0.601269431,0.35727234,0.47927088549999997
464,0.574526131,0.348346879,0.461436505
465,0.601269431,0.35727234,0.47927088549999997
466,0.601269431,0.35727234,0.47927088549999997
467,0.601269431,0.35727234,0.47927088549999997
468,0.5935339510000001,0.360480887,0.47700741900000004
469,0.601269431,0.35727234,0.47927088549999997
470,0.325901932,0.3576141379999999,0.34175803499999996
471,0.306206867,0.352431444,0.3293191555
472,0.601269431,0.35727234,0.47927088549999997
473,0.601269431,0.35727234,0.47927088549999997
474,0.426681857,0.3520125129999999,0.389347185
475,0.41383108,0.34243046,0.37813077
476,0.601269431,0.35727234,0.47927088549999997
477,0.601269431,0.35727234,0.47927088549999997
478,0.529559824,0.360186269,0.44487304650000004
479,0.481694562,0.333926299,0.4078104305
480,0.5999899479999999,0.337533992,0.46876197
481,0.5712638870000001,0.341990379,0.456627133
482,0.601269431,0.35727234,0.47927088549999997
483,0.277303666,0.333192211,0.3052479385
484,0.601269431,0.35727234,0.47927088549999997
485,0.601269431,0.35727234,0.47927088549999997
486,0.536011581,0.341507003,0.43875929199999997
487,0.601269431,0.35727234,0.47927088549999997
488,0.341709927,0.334572226,0.3381410765
489,0.473292822,0.359641159,0.4164669905
490,0.5712638870000001,0.341990379,0.456627133
491,0.4164052479999999,0.346304232,0.3813547399999999
492,0.701925461,0.331694833,0.5168101469999999
493,0.666147446,0.328004374,0.49707590999999995
494,0.601269431,0.35727234,0.47927088549999997
495,0.509383324,0.353767341,0.4315753325
496,0.601269431,0.35727234,0.47927088549999997
497,0.601269431,0.35727234,0.47927088549999997
498,0.601269431,0.35727234,0.47927088549999997
499,0.567896844,0.334889851,0.4513933475
500,0.601269431,0.35727234,0.47927088549999997
501,0.601269431,0.35727234,0.47927088549999997
502,0.55161001,0.344812065,0.4482110375
503,0.601269431,0.35727234,0.47927088549999997
504,0.5792936120000001,0.344602115,0.46194786350000006
505,0.511920199,0.340170867,0.426045533
506,0.601269431,0.35727234,0.47927088549999997
507,0.513661472,0.331249198,0.422455335
508,0.5712638870000001,0.341990379,0.456627133
509,0.4268190639999999,0.337882252,0.38235065799999995
510,0.5046027670000001,0.337386109,0.420994438
511,0.423920226,0.334776983,0.37934860449999996
512,0.436755582,0.3531380679999999,0.39494682499999995
513,0.564630902,0.331058573,0.4478447375
514,0.546918271,0.350606792,0.4487625315
515,0.601269431,0.35727234,0.47927088549999997
516,0.176627962,0.339645422,0.258136692
517,0.352199722,0.3466026029999999,0.3494011625
518,0.534871901,0.3309600239999999,0.4329159625
519,0.601269431,0.35727234,0.47927088549999997
520,0.388337641,0.357610211,0.372973926
521,0.601269431,0.35727234,0.47927088549999997
522,0.568637897,0.3369342979999999,0.4527860975
523,0.439187291,0.34655422,0.3928707555
524,0.601269431,0.35727234,0.47927088549999997
525,0.513874253,0.347710698,0.4307924755
526,0.601269431,0.35727234,0.47927088549999997
527,0.28990831,0.345877685,0.3178929975
528,0.220661828,0.332952153,0.2768069905
529,0.5370861379999999,0.3444287479999999,0.4407574429999999
530,0.5712638870000001,0.341990379,0.456627133
531,0.601269431,0.35727234,0.47927088549999997
532,0.524318911,0.333915706,0.4291173085
533,0.5712638870000001,0.341990379,0.456627133
534,0.50513612,0.328568016,0.41685206799999996
535,0.335667039,0.348575242,0.3421211405
536,0.390540091,0.344120714,0.3673304025
537,0.301350519,0.345869061,0.32360979
538,0.5712638870000001,0.341990379,0.456627133
539,0.325323088,0.338963823,0.3321434555
540,0.601269431,0.35727234,0.47927088549999997
541,0.48057593,0.343958397,0.41226716350000003
542,0.21745771,0.340685671,0.2790716905
543,0.546082702,0.330361897,0.4382222995
544,0.601269431,0.35727234,0.47927088549999997
545,0.4739801389999999,0.339905025,0.406942582
546,0.3643506039999999,0.3310303539999999,0.34769047899999994
547,0.601269431,0.35727234,0.47927088549999997
548,0.55410757,0.3398819329999999,0.44699475149999995
549,0.5712638870000001,0.341990379,0.456627133
550,0.5712638870000001,0.341990379,0.456627133
551,0.332561002,0.336252192,0.33440659699999997
552,0.601269431,0.35727234,0.47927088549999997
553,0.601269431,0.35727234,0.47927088549999997
554,0.5851390879999999,0.337019378,0.461079233
555,0.601269431,0.35727234,0.47927088549999997
556,0.203735794,0.3465668529999999,0.27515132349999993
557,0.601269431,0.35727234,0.47927088549999997
558,0.516025065,0.335127063,0.42557606400000003
559,0.5712638870000001,0.341990379,0.456627133
560,0.627705084,0.342512253,0.4851086685
561,0.554029301,0.351240826,0.45263506350000005
562,0.5712638870000001,0.341990379,0.456627133
563,0.561854538,0.328893614,0.445374076
564,0.441883526,0.341983374,0.39193345
565,0.601269431,0.35727234,0.47927088549999997
566,0.384319932,0.3449876879999999,0.36465380999999997
567,0.455701432,0.334162456,0.394931944
568,0.601269431,0.35727234,0.47927088549999997
569,0.338241068,0.344957281,0.3415991745
570,0.347658365,0.339652406,0.3436553855
571,0.601269431,0.35727234,0.47927088549999997
572,0.257991931,0.345034326,0.3015131285
573,0.6799286840000001,0.3408082529999999,0.5103684685
574,0.60709869,0.338551611,0.4728251505
575,0.496435851,0.334009585,0.415222718
576,0.195669514,0.33996136,0.267815437
577,0.427006342,0.348010813,0.3875085775
578,0.46730471,0.3366175279999999,0.401961119
579,0.5501773010000001,0.322687203,0.436432252
580,0.364652529,0.3343619539999999,0.34950724149999995
581,0.5712638870000001,0.341990379,0.456627133
582,0.531029836,0.349492904,0.44026137
583,0.601269431,0.35727234,0.47927088549999997
584,0.601269431,0.35727234,0.47927088549999997
585,0.252690768,0.334004867,0.2933478175
586,0.5830598229999999,0.353600024,0.46832992349999997
587,0.601269431,0.35727234,0.47927088549999997
588,0.443349194,0.337845206,0.3905972
589,0.601269431,0.35727234,0.47927088549999997
590,0.601269431,0.35727234,0.47927088549999997
591,0.601269431,0.35727234,0.47927088549999997
592,0.47981328,0.352980017,0.4163966485
593,0.601269431,0.35727234,0.47927088549999997
594,0.34314299,0.349353973,0.3462484815
595,0.399911927,0.34777056,0.37384124350000003
596,0.601269431,0.35727234,0.47927088549999997
597,0.592969455,0.343638889,0.46830417199999996
598,0.521109203,0.3477228579999999,0.43441603049999994
599,0.598970613,0.34878699,0.4738788015
600,0.3371706579999999,0.338246507,0.3377085824999999
601,0.400823648,0.327507045,0.3641653465
602,0.461095752,0.3541882,0.407641976
603,0.350354706,0.354726695,0.35254070049999997
604,0.380416666,0.333829091,0.3571228785
605,0.620897875,0.328593538,0.47474570650000003
606,0.601269431,0.35727234,0.47927088549999997
607,0.625280313,0.3466714829999999,0.48597589799999996
608,0.601269431,0.35727234,0.47927088549999997
609,0.51892843,0.355936729,0.43743257950000003
610,0.418583462,0.333439531,0.3760114965
611,0.385618831,0.3384441379999999,0.36203148449999994
612,0.358290685,0.341439465,0.34986507499999997
613,0.490241091,0.351948211,0.421094651
614,0.27276693,0.345606432,0.309186681
615,0.362544975,0.347283052,0.35491401349999996
616,0.5712638870000001,0.341990379,0.456627133
