,Role_Assistant,Self_Esteem_Cont_SEDiscrepancy,Personal_Values_Facet_Cont_ConformityRules,Self_Esteem_Cont_SEAspirationIntelligence,Mean
102,0.6200360739999999,0.5000051879999999,0.441837804,0.873849235,0.60893207525
103,0.384894191,0.573890192,0.315296763,0.800050321,0.51853286675
104,0.186536141,0.287376671,0.51393636,0.828801789,0.45416274025000003
105,0.1886997769999999,0.382374229,0.593688373,0.813082438,0.49446120424999995
106,0.298533703,0.58659364,0.427300898,0.7079769770000001,0.5051013045
107,0.113446542,0.431118401,0.558879302,0.8255991779999999,0.48226085575
108,0.460202377,0.2342689919999999,0.55547542,0.818522355,0.517117286
109,0.645372772,0.3407433279999999,0.560715683,0.822125267,0.5922392624999999
110,0.342861025,0.30040391,0.541303833,0.698492332,0.470765275
111,0.150228035,0.4487428479999999,0.554362727,0.8262445070000001,0.49489452925
112,0.5608402889999999,0.264449807,0.613103881,0.788922683,0.556829165
113,0.069303801,0.52292159,0.569206077,0.849239293,0.50266769025
114,0.142375846,0.338668321,0.537587692,0.8687658359999999,0.47184942375
115,0.201928205,0.3342593339999999,0.505772021,0.820313182,0.4655681855
116,0.157498442,0.3543167579999999,0.543319487,0.8226162220000001,0.46943772725
117,0.448498717,0.133298088,0.597645079,0.7872298440000001,0.49166793200000003
118,0.621882709,0.46196229,0.412006322,0.701040015,0.549222834
119,0.494650447,0.271957148,0.614127492,0.859902982,0.56015951725
120,0.6814977790000001,0.694135944,0.3744463879999999,0.708494924,0.61464375875
121,0.458239117,0.670169834,0.332779649,0.758169062,0.5548394154999999
122,0.522285949,0.680708785,0.615218853,0.83831583,0.66413235425
123,0.134522102,0.490220689,0.577400181,0.769260374,0.49285083649999994
124,0.289442178,0.466358231,0.519596928,0.796993305,0.5180976605000001
125,0.34170684,0.291297243,0.614160546,0.74429612,0.49786518725
126,0.276706082,0.656876344,0.260758925,0.784538596,0.49471998674999995
127,0.300606669,0.282736735,0.579511752,0.920922927,0.52094452075
128,0.0,0.360515965,0.500342209,0.772490352,0.40833713150000006
129,0.325733425,0.379395422,0.5084693339999999,0.836344744,0.51248573125
130,0.5068392039999999,0.106849038,0.51704111,0.918935014,0.5124160915
131,0.522811984,0.310762549,0.552917978,0.774151858,0.54016109225
132,0.240193855,0.3791362689999999,0.602619099,0.8554177009999999,0.5193417309999999
133,0.3030344219999999,0.328053368,0.491223621,0.775134827,0.4743615595
134,0.232077397,0.4845593689999999,0.42560602,0.679212705,0.45536387275
135,0.615343926,0.486829716,0.321261831,0.729084245,0.5381299294999999
136,0.601160702,0.46196229,0.430339402,0.745248971,0.55967784125
137,0.324642273,0.439729219,0.444824795,0.839294148,0.5121226087499999
138,0.556065574,0.456515688,0.473739081,0.7364932670000001,0.5557034024999999
139,0.0,0.355563907,0.573047756,0.8192816999999999,0.43697334075
140,0.496787076,0.625955222,0.383527476,0.757482175,0.56593798725
141,0.462252365,0.375812685,0.5261745879999999,0.858160852,0.5556001225
142,0.265420132,0.263856353,0.572460214,0.841332483,0.4857672955
143,0.061457539,0.3691604879999999,0.6203831129999999,0.8102483779999999,0.46531237949999993
144,0.408234006,0.674514835,0.420777232,0.76588955,0.56735390575
145,0.217149339,0.373872518,0.5417698910000001,0.7824547820000001,0.47881163250000003
146,0.7449758240000001,0.430346448,0.553293705,0.753055886,0.62041796575
147,0.1034160869999999,0.366910701,0.629522624,0.86049425,0.4900859155
148,0.607371781,0.313436423,0.395030279,0.8339488740000001,0.53744683925
149,0.166055253,0.394394184,0.605839875,0.859479894,0.5064423015
150,0.407933592,0.202609309,0.571882268,0.858646172,0.5102678352500001
151,0.230731942,0.330029096,0.4742055089999999,0.808269708,0.46080906374999997
152,0.285185174,0.341907717,0.5704455270000001,0.8419594579999999,0.509874469
153,0.134308093,0.411548735,0.510004494,0.761876673,0.45443449875
154,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
155,0.0,0.489429531,0.560457995,0.811877422,0.465441237
156,0.175976796,0.568919136,0.543279965,0.884785305,0.5432403004999999
157,0.288977862,0.336700127,0.581333824,0.7811751990000001,0.497046753
158,0.179408893,0.337443196,0.613699537,0.879847534,0.50259979
159,0.254356347,0.446137744,0.47384254,0.7210689920000001,0.47385140574999995
160,0.0,0.307949575,0.530366978,0.740038871,0.394588856
161,0.082182813,0.337959162,0.529020361,0.8323586759999999,0.44538025299999995
162,0.0307692779999999,0.40295845,0.51535626,0.7958269029999999,0.43622772275
163,0.400700875,0.689547378,0.342598255,0.737703265,0.54263744325
164,0.398157794,0.286330575,0.575775226,0.8172090470000001,0.5193681605
165,0.0447699109999999,0.446584701,0.492607857,0.825267547,0.45230750399999997
166,0.649807822,0.7153172109999999,0.325858218,0.7384930670000001,0.6073690795
167,0.309675818,0.305970016,0.564783829,0.614610846,0.44876012725000003
168,0.325661708,0.554315646,0.4946070389999999,0.669947592,0.51113299625
169,0.112896889,0.4526696189999999,0.573756001,0.8255991779999999,0.49123042175
170,0.7225883259999999,0.512928974,0.395902486,0.7762426440000001,0.6019156075000001
171,0.508572337,0.346448815,0.532371856,0.827979254,0.5538430655000001
172,0.013989848,0.593531139,0.52371095,0.775034937,0.4765667185
173,0.13797021,0.441710532,0.539352818,0.84344958,0.49062078500000006
174,0.181579409,0.259138267,0.57438785,0.8028243829999999,0.45448247725
175,0.455668409,0.431775641,0.453255811,0.832571598,0.54331786475
176,0.497206544,0.332234595,0.478597811,0.767153291,0.51879806025
177,0.4263698729999999,0.233147653,0.5350082420000001,0.568365985,0.44072293825000003
178,0.014335858,0.345373139,0.5684858110000001,0.840411586,0.44215159849999996
179,0.443501995,0.313241567,0.576085128,0.7761245929999999,0.52723832075
180,0.0,0.309554862,0.551020934,0.869186758,0.43244063850000003
181,0.109468463,0.399202475,0.498059135,0.917676736,0.48110170225
182,0.149324032,0.431489864,0.543141604,0.890150855,0.50352658875
183,0.309029705,0.33480782,0.609789647,0.82222273,0.5189624755
184,0.209922521,0.546347103,0.504289754,0.768332495,0.50722296825
185,0.624768839,0.46196229,0.412006322,0.729084245,0.556955424
186,0.55116202,0.657906236,0.320549531,0.493314319,0.5057330265
187,0.054180461,0.321394182,0.605946368,0.793350298,0.44371782725
188,0.621979153,0.458966831,0.544615553,0.7381312309999999,0.590923192
189,0.475758386,0.464729044,0.624088557,0.611400266,0.54399406325
190,0.030405087,0.320304753,0.555622856,0.723015475,0.40733704275
191,0.335928517,0.6666354879999999,0.4910459579999999,0.547665705,0.510318917
192,0.147158488,0.334104006,0.417595881,0.767789567,0.4166619855
193,0.165860931,0.372311668,0.516950012,0.8430519590000001,0.4745436425
194,0.255225381,0.4569339429999999,0.4127355629999999,0.7101585029999999,0.4587633475
195,0.612211622,0.5965005760000001,0.3692352929999999,0.706974478,0.57123049225
196,0.142538611,0.602109978,0.514854936,0.85893748,0.52961025125
197,0.070801373,0.490119401,0.426245383,0.819745994,0.45172803775
198,0.411251042,0.60371948,0.379338345,0.850451782,0.5611901622500001
199,0.423857786,0.550083825,0.448834641,0.7262736559999999,0.537262477
200,0.32809085,0.405586085,0.402864277,0.809434841,0.48649401324999997
201,0.52382993,0.54280558,0.382700421,0.732644937,0.545495217
202,0.407552176,0.572646491,0.387078032,0.7764848870000001,0.5359403965
203,0.199875955,0.3552475429999999,0.674359011,0.799532197,0.5072536765
204,0.492071796,0.344264992,0.594440406,0.834653029,0.56635755575
205,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
206,0.525519246,0.446774688,0.517614778,0.751815792,0.560431126
207,0.17703,0.337097162,0.584924646,0.8130189109999999,0.47801767975
208,0.19839283,0.331692578,0.5463991,0.873582072,0.487516645
209,0.511774188,0.582643271,0.361515607,0.7030962009999999,0.53975731675
210,0.0,0.493937278,0.544122039,0.86113805,0.47479934175000005
211,0.466563952,0.438264132,0.5420633260000001,0.8981174609999999,0.58625221775
212,0.3728558289999999,0.197828063,0.555184063,0.731477618,0.46433639325
213,0.313706393,0.646985959,0.4605822029999999,0.665737064,0.52175290475
214,0.435676529,0.508025807,0.444544881,0.6561934779999999,0.51111017375
215,0.513275323,0.6264269920000001,0.3620078779999999,0.790532083,0.573060569
216,0.35732466,0.284959174,0.606063008,0.867088929,0.52885894275
217,0.363280721,0.483578478,0.4892764029999999,0.749894904,0.5215076265
218,0.541150179,0.234297124,0.5379670910000001,0.830192904,0.5359018245
219,0.381098556,0.505085323,0.391640337,0.809231273,0.52176387225
220,0.4328510679999999,0.254506323,0.6417620079999999,0.867487824,0.54915180575
221,0.3574701879999999,0.326532317,0.617887499,0.865582752,0.541868189
222,0.418539482,0.540513589,0.480211831,0.789624586,0.557222372
223,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
224,0.423944577,0.290946172,0.562244086,0.844269481,0.530351079
225,0.1147750819999999,0.567162911,0.556762447,0.738201494,0.49422548349999995
226,0.326836708,0.357162627,0.62632757,0.86666471,0.54424790375
227,0.440721404,0.6387726029999999,0.4591392279999999,0.74377975,0.5706032462499999
228,0.64967411,0.525907099,0.394221146,0.721881798,0.57292103825
229,0.497960992,0.37191503,0.553725575,0.866472573,0.5725185424999999
230,0.1539057,0.493584417,0.535282781,0.876866212,0.5149097775
231,0.688849704,0.319616699,0.525782744,0.935238323,0.6173718675
232,0.7201469909999999,0.637521882,0.283450975,0.535434336,0.544138546
233,0.280176582,0.339188239,0.594122194,0.820621935,0.5085272375000001
234,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
235,0.212944876,0.522496709,0.431636388,0.734479538,0.47538937775
236,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
237,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
238,0.329076669,0.347042176,0.244733105,0.684712729,0.40139116975
239,0.356779211,0.521728025,0.458310927,0.767593845,0.526103002
240,0.286263983,0.611193918,0.418089602,0.7693577420000001,0.52122631125
241,0.355530435,0.491102725,0.486293288,0.758361886,0.5228220835
242,0.4539194379999999,0.394180793,0.5203544170000001,0.7343474409999999,0.52570052225
243,0.496673092,0.324268624,0.575082211,0.853780694,0.56245115525
244,0.668288146,0.650299721,0.50436665,0.7007473559999999,0.63092546825
245,0.6819474659999999,0.291054643,0.644198513,0.804413762,0.6054035959999999
246,0.365953796,0.325881973,0.5781620679999999,0.823413025,0.5233527155
247,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
248,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
249,0.0,0.417107272,0.5298011570000001,0.6974388359999999,0.41108681625
250,0.267447611,0.612057883,0.4072236939999999,0.752199955,0.50973228575
251,0.5634415420000001,0.515866748,0.33304759,0.653137667,0.51637338675
252,0.5943150970000001,0.557708984,0.347012638,0.7901468009999999,0.57229588
253,0.420166385,0.588955475,0.5114790060000001,0.87495053,0.598887849
254,0.39219496,0.716280742,0.301813998,0.710914033,0.53030093325
255,0.496921599,0.509973303,0.601956497,0.75229533,0.59028668225
256,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
257,0.265401511,0.555075954,0.306565889,0.7673252159999999,0.4735921425
258,0.412754199,0.58564576,0.354622742,0.8469834,0.55000152525
259,0.08855731,0.505532205,0.576595737,0.8526025220000001,0.5058219435
260,0.625883026,0.261316469,0.4832245189999999,0.845342745,0.55394168975
261,0.012485056,0.420519249,0.5450580939999999,0.7520057790000001,0.4325170445
262,0.525240821,0.573406799,0.362960774,0.7339412,0.5488873985
263,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
264,0.250136373,0.465143975,0.590225476,0.725686717,0.50779813525
265,0.107889427,0.5453847629999999,0.4126663889999999,0.676476992,0.43560439274999996
266,0.472306961,0.6387726029999999,0.461981271,0.755152727,0.5820533905
267,0.143903828,0.373583979,0.58710156,0.853384287,0.4894934135
268,0.433457589,0.313511627,0.607206429,0.777712009,0.5329719135
269,0.274210095,0.306793988,0.5703554710000001,0.8109369740000001,0.49057413200000005
270,0.0,0.47759005,0.484009798,0.7640312109999999,0.43140776475
271,0.0,0.308026392,0.536347427,0.925532715,0.4424766335
272,0.274210095,0.306793988,0.5703554710000001,0.8109369740000001,0.49057413200000005
273,0.187033825,0.431747052,0.5707837179999999,0.745053952,0.48365463675
274,0.464659715,0.181466258,0.601954852,0.796030441,0.5110278165
275,0.473344995,0.228126565,0.512760995,0.8974726559999999,0.5279263027500001
276,0.30044322,0.342096036,0.547300903,0.784652503,0.4936231655
277,0.388140245,0.436297761,0.695132888,0.760076828,0.5699119305
278,0.231721085,0.136327632,0.569090191,0.656396804,0.398383928
279,0.4190087,0.5866272889999999,0.3655344239999999,0.749679192,0.5302124012499999
280,0.150898841,0.555679722,0.507801346,0.850830337,0.5163025615000001
281,0.394304147,0.332812576,0.541327036,0.8279066509999999,0.5240876025
282,0.274210095,0.306793988,0.5703554710000001,0.8109369740000001,0.49057413200000005
283,0.20898789,0.416385214,0.5229928979999999,0.8945633559999999,0.5107323395
284,0.175102105,0.369834777,0.545453242,0.852918724,0.485827212
285,0.283965888,0.335065642,0.55806736,0.729500072,0.4766497405
286,0.5702025,0.46196229,0.4440118079999999,0.741528867,0.55442636625
287,0.276812632,0.318062443,0.558783331,0.8363557229999999,0.49750353225
288,0.322260088,0.555246473,0.440363697,0.754523884,0.5180985355
289,0.632909739,0.6862909559999999,0.377389195,0.7089044440000001,0.6013735835
290,0.445192695,0.353520809,0.577820161,0.848579552,0.55627830425
291,0.0,0.404250325,0.531637121,0.823940115,0.43995689025
292,0.218618612,0.3856061779999999,0.573707293,0.823448982,0.50034526625
293,0.1613382609999999,0.4237201229999999,0.519544778,0.791767318,0.4740926199999999
294,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
295,0.274210095,0.306793988,0.5703554710000001,0.8109369740000001,0.49057413200000005
296,0.274210095,0.306793988,0.5703554710000001,0.8109369740000001,0.49057413200000005
297,0.483945807,0.6288256329999999,0.420926608,0.753098066,0.5716990285
298,0.250120058,0.677014441,0.4582242379999999,0.773498957,0.5397144235
299,0.374855371,0.337150777,0.572346653,0.816093023,0.525111456
300,0.314550602,0.557835474,0.5782703379999999,0.697316288,0.5369931755
301,0.021766725,0.442085952,0.4587543879999999,0.836115765,0.4396807075
302,0.240642785,0.417441678,0.549630989,0.819123378,0.5067097075
303,0.118337579,0.434018975,0.533135975,0.8459723459999999,0.48286621874999996
304,0.080059375,0.382150359,0.440661604,0.7572339570000001,0.41502632375000004
305,0.4907122829999999,0.286313646,0.58581132,0.856391813,0.5548072655
306,0.147942314,0.281743816,0.641942605,0.827070911,0.47467491149999996
307,0.2404890519999999,0.260702399,0.591305981,0.8747244470000001,0.49180546974999995
308,0.489614197,0.535760688,0.404553506,0.7474317090000001,0.544340025
309,0.47454141,0.285568861,0.571028154,0.862304108,0.54836063325
310,0.227321302,0.512161882,0.377937116,0.7765340629999999,0.47348859075
311,0.414620321,0.443921774,0.547793775,0.8074354290000001,0.5534428247500001
312,0.5192827170000001,0.394794663,0.4402175439999999,0.836515115,0.54770250975
313,0.213126878,0.500135975,0.55488823,0.7575636379999999,0.50642868025
314,0.4223194079999999,0.237660105,0.528024243,0.7863792359999999,0.49359574799999995
315,0.650133945,0.183952791,0.556626245,0.8475862559999999,0.55957480925
316,0.340339226,0.382074401,0.570374223,0.7923690459999999,0.521289224
317,0.105217369,0.443052404,0.623253072,0.799778271,0.49282527900000006
318,0.113171654,0.4192571639999999,0.517232255,0.799466615,0.46228192199999996
319,0.365116255,0.58382554,0.4171464789999999,0.7867614490000001,0.53821243075
320,0.380328409,0.449599627,0.460574742,0.766965047,0.51436695625
321,0.027651481,0.353597931,0.617820991,0.8656130790000001,0.4661708705
322,0.212407356,0.3922063679999999,0.5658096029999999,0.780689678,0.48777825124999996
323,0.0,0.36899122,0.488581274,0.8283486379999999,0.42148028299999996
324,0.203032323,0.336113607,0.5705945370000001,0.800319702,0.47751504224999997
325,0.310671126,0.4831735689999999,0.399533839,0.8491557679999999,0.5106335755
326,0.5652957829999999,0.477433001,0.387798779,0.7619264579999999,0.5481135052499999
327,0.3812621989999999,0.378120623,0.5198086510000001,0.584993686,0.46604628975
328,0.2808257999999999,0.728228474,0.3978574689999999,0.707192919,0.5285261655
329,0.274210095,0.306793988,0.5703554710000001,0.8109369740000001,0.49057413200000005
330,0.2079117389999999,0.280315737,0.587024732,0.8801262670000001,0.48884461875
331,0.319341456,0.207675067,0.523942745,0.805098434,0.46401442550000005
332,0.0,0.447536717,0.529135665,0.7574005159999999,0.4335182245
333,0.4944697979999999,0.658758834,0.397199584,0.749611831,0.5750100117499999
334,0.218725401,0.29546195,0.562329454,0.8335087870000001,0.47750639800000005
335,0.402859609,0.588611453,0.604862618,0.816206698,0.6031350945
336,0.316852758,0.243644361,0.426941103,0.840886695,0.45708122925
337,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
338,0.532607952,0.502448487,0.474544869,0.7946129190000001,0.57605355675
339,0.331374401,0.47782602,0.4965018639999999,0.633351595,0.48476347
340,0.421772061,0.6666354879999999,0.463983239,0.744384927,0.57419392875
341,0.3189395419999999,0.208055845,0.588021873,0.842888915,0.48947654374999994
342,0.359220072,0.473729282,0.42159506,0.839955096,0.5236248775
343,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
344,0.5702025,0.46196229,0.4440118079999999,0.741528867,0.55442636625
345,0.489370346,0.573406799,0.466825283,0.759227375,0.57220745075
346,0.468554475,0.462598286,0.6375747979999999,0.803695762,0.5931058302500001
347,0.523318126,0.227550649,0.487256605,0.589691241,0.45695415525000005
348,0.245906142,0.239198677,0.576087903,0.809673269,0.46771649775
349,0.329273224,0.333607748,0.520551154,0.8875492709999999,0.5177453492499999
350,0.410032774,0.38437316,0.584944905,0.8536899990000001,0.5582602095
351,0.314405906,0.32300136,0.568498966,0.8322835690000001,0.5095474502500001
352,0.373515439,0.321663847,0.626291218,0.759173665,0.52016104225
353,0.525368747,0.23385974,0.596628658,0.8742106,0.55751693625
354,0.5702025,0.46196229,0.4440118079999999,0.741528867,0.55442636625
355,0.585492849,0.694019327,0.336335796,0.750417991,0.59156649075
356,0.273008825,0.491102725,0.425893461,0.769944306,0.48998732925
357,0.500973467,0.297337044,0.624187621,0.69175219,0.5285625804999999
358,0.3495357679999999,0.45603255,0.44857482,0.739055192,0.49829958249999995
359,0.133439315,0.3991442979999999,0.474280791,0.759428454,0.4415732145
360,0.484680646,0.266765588,0.54430506,0.8152150859999999,0.527741595
361,0.35643884,0.672450203,0.367852035,0.734470614,0.532802923
362,0.226359885,0.477592778,0.427651423,0.787238875,0.47971074025000005
363,0.072196013,0.423143227,0.479407161,0.8363549240000001,0.45277533125
364,0.386760742,0.69243968,0.386510156,0.72567684,0.5478468544999999
365,0.165360815,0.379339801,0.5545254310000001,0.854087272,0.48832832975000007
366,0.513896068,0.252507561,0.480724106,0.8734782259999999,0.53015149025
367,0.424870742,0.305041627,0.5906783210000001,0.8270691659999999,0.5369149639999999
368,0.5854585929999999,0.305187449,0.584992175,0.828385666,0.57600597075
369,0.379483151,0.34196816,0.5800172379999999,0.7871251220000001,0.52214841775
370,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
371,0.307100543,0.203673548,0.525006002,0.8110625929999999,0.4617106715
372,0.3886429079999999,0.43242263,0.45310571,0.690298448,0.4911174239999999
373,0.323016853,0.5492634129999999,0.562593288,0.8047184820000001,0.559898009
374,0.145688953,0.459879627,0.5026491670000001,0.8303732229999999,0.4846477425
375,0.351490604,0.56880862,0.576308165,0.807811539,0.576104732
376,0.118246677,0.4310140979999999,0.5225009270000001,0.84914787,0.48022739299999995
377,0.621855107,0.338416432,0.591640106,0.765785465,0.5794242775
378,0.7650474509999999,0.283276083,0.598524233,0.8907802229999999,0.6344069975
379,0.041613246,0.4315944879999999,0.557087442,0.81887746,0.46229315899999995
380,0.502852027,0.6867841170000001,0.523090936,0.8047035290000001,0.6293576522500001
381,0.398573082,0.573975197,0.506939577,0.826214487,0.57642558575
382,0.528584576,0.6320441139999999,0.461981271,0.787775943,0.602596476
383,0.450849356,0.561470435,0.318422162,0.744873928,0.51890397025
384,0.444091277,0.694154651,0.459870025,0.8118560579999999,0.60249300275
385,0.2070951389999999,0.398142427,0.542551122,0.8423236940000001,0.4975280955
386,0.355004641,0.420062714,0.457461707,0.75876441,0.497823368
387,0.474720894,0.6387726029999999,0.4604779679999999,0.755152727,0.582281048
