,Role_Charismatic,Personal_Values_Facet_Cont_Tradition,Self_Esteem_Cont_SELevelAppearance,Character_Facet_Cont_Assertiveness,Character_Facet_Cont_Cautiousness
41,0.6096919510000001,0.353430812,0.785468051,0.4053662729999999,0.629429154
42,0.581645263,0.390919517,0.762176975,0.497075422,0.5950392729999999
43,0.6216757310000001,0.515264006,0.634674732,0.537515804,0.56147735
44,0.613344078,0.323521697,0.7047671640000001,0.50013462,0.8353061820000001
45,0.649172698,0.437676341,0.722533711,0.5050466029999999,0.625969378
46,0.413956956,0.340462444,0.614314431,0.396932756,0.316932147
47,0.298735781,0.394968166,0.573743708,0.45086037,0.273707732
48,0.5294576529999999,0.509267185,0.699520363,0.4135562379999999,0.606243289
49,0.332144438,0.330701311,0.702794303,0.722939491,0.7443021790000001
50,0.483359282,0.293325448,0.387373332,0.404053775,0.386772376
51,0.550657549,0.281040564,0.7163455590000001,0.5527856179999999,0.467116796
52,0.4254722689999999,0.299981891,0.40240087,0.646759641,0.289080809
53,0.583187096,0.32162544,0.685329133,0.4259506979999999,0.657762462
54,0.527166005,0.382081206,0.636348142,0.398450509,0.5216651139999999
55,0.249683997,0.359189245,0.5034247629999999,0.502418374,0.427822039
56,0.336920671,0.510961957,0.7183360520000001,0.318066581,0.412453136
57,0.457565894,0.422349551,0.65116709,0.563596585,0.4542947779999999
58,0.470929514,0.402886619,0.717857388,0.458361453,0.659245956
59,0.400411681,0.309960326,0.594176895,0.316895936,0.362672666
60,0.375600069,0.366591929,0.7226543190000001,0.470005231,0.44555412
61,0.401269759,0.381757236,0.687808602,0.365739101,0.536735776
62,0.618392929,0.34707032,0.571989716,0.242083187,0.554377285
63,0.522002255,0.415360866,0.6687141,0.4793730639999999,0.643132163
64,0.36231352,0.2816208169999999,0.668697292,0.555212474,0.547338965
65,0.44574797,0.329132555,0.6585701820000001,0.568176131,0.359207012
66,0.711985888,0.2810494839999999,0.769072967,0.385671386,0.3809820579999999
67,0.639321985,0.363329787,0.705989614,0.482222757,0.473304145
68,0.665336189,0.381508544,0.7650897959999999,0.545807966,0.65158818
69,0.536068966,0.329508046,0.7198329090000001,0.5947392429999999,0.630259036
70,0.4462453629999999,0.294364588,0.7728482520000001,0.597589053,0.5685747170000001
71,0.363502777,0.3770130779999999,0.6822189670000001,0.505244276,0.498516997
72,0.601353235,0.311241426,0.7287318290000001,0.432316207,0.660232147
73,0.254139486,0.432607669,0.543266728,0.626204461,0.6986952329999999
74,0.254139486,0.432607669,0.543266728,0.626204461,0.6986952329999999
75,0.381489167,0.360679581,0.707662199,0.514641989,0.485482609
76,0.5331249379999999,0.32291199,0.8053279870000001,0.5505829520000001,0.598438484
77,0.7352110909999999,0.290694141,0.459761782,0.584253907,0.389364803
78,0.603948535,0.364641275,0.622340647,0.477382561,0.606654629
79,0.346008137,0.400480992,0.68035331,0.457191326,0.605189114
80,0.436878157,0.282715601,0.661816335,0.7589807479999999,0.568573114
81,0.541852118,0.50716127,0.6856902979999999,0.43586641,0.469353639
82,0.346376827,0.362026489,0.6537760810000001,0.496456937,0.6894642879999999
83,0.60330925,0.310209199,0.7331043429999999,0.679137848,0.636381827
84,0.564178454,0.355044786,0.76633366,0.4333737039999999,0.4288426629999999
85,0.555752528,0.314899634,0.660181761,0.562195724,0.596681998
86,0.8317417229999999,0.343306519,0.76006012,0.34158566,0.601988924
87,0.591367701,0.314426544,0.472647019,0.652468081,0.694609748
88,0.526916389,0.404137691,0.7933307940000001,0.45170025,0.548066293
89,0.649350973,0.318842956,0.738772677,0.502374459,0.63058502
90,0.451110806,0.436424449,0.490661697,0.495506974,0.7422687459999999
91,0.59632421,0.4761146229999999,0.709305785,0.4029423279999999,0.602785189
92,0.640854543,0.320838762,0.678701187,0.463068434,0.538552196
93,0.392319532,0.4278724779999999,0.69123543,0.569697902,0.405619145
94,0.5859533729999999,0.396701435,0.6691216560000001,0.48895204,0.550274288
95,0.550473868,0.35338133,0.711008834,0.541525311,0.5325015470000001
96,0.389002662,0.341345289,0.6903668820000001,0.51718193,0.535824388
97,0.598235034,0.257177369,0.5807146089999999,0.603872606,0.468493972
98,0.656829765,0.287643537,0.636982079,0.60195397,0.449918002
99,0.421838966,0.3392858079999999,0.7075917970000001,0.61277738,0.567751904
100,0.656605358,0.36626164,0.71851773,0.535977722,0.59985803
101,0.580587228,0.368181571,0.7149515790000001,0.5117171229999999,0.50007915
102,0.300233728,0.316209036,0.625887404,0.4287874889999999,0.443827616
103,0.65014614,0.416210067,0.428744321,0.699497757,0.4059041929999999
104,0.488470621,0.459424022,0.630079487,0.50809004,0.4870410739999999
105,0.5632991629999999,0.314899634,0.690318347,0.572940409,0.61123834
106,0.331008901,0.340062846,0.4967102,0.501419607,0.446251821
107,0.553376579,0.32291199,0.759257772,0.552175328,0.567537937
108,0.674310464,0.374626455,0.742584138,0.397222467,0.533975553
109,0.468623403,0.364415321,0.6602537620000001,0.426483719,0.424555965
110,0.494164117,0.456573513,0.743436421,0.383130966,0.511069615
111,0.5879505070000001,0.3092533189999999,0.704406523,0.525179115,0.4856771239999999
112,0.328740317,0.415397931,0.6698709979999999,0.34014047,0.495558897
113,0.469113242,0.4708691229999999,0.7464145940000001,0.513742733,0.7548109890000001
114,0.547921447,0.28708103,0.74420533,0.62219244,0.62015069
115,0.645427784,0.413837664,0.705614333,0.5746134970000001,0.707487237
116,0.303976991,0.310228342,0.7637894559999999,0.49520386,0.7119707759999999
117,0.638039911,0.362459349,0.7103131420000001,0.493987436,0.6733344809999999
118,0.386840205,0.340784282,0.512855675,0.549444363,0.325132998
119,0.587010561,0.346247165,0.6760547490000001,0.333918853,0.367229806
120,0.4131181379999999,0.336914854,0.547590734,0.5302698770000001,0.3868258979999999
121,0.5830234679999999,0.318119769,0.5591134329999999,0.414828195,0.3501015999999999
122,0.158139181,0.345805539,0.553893458,0.455024969,0.319675167
123,0.5591408920000001,0.385718455,0.772661907,0.5254425229999999,0.634547832
124,0.616407816,0.380143409,0.63615507,0.457964639,0.468413212
125,0.596596721,0.352947765,0.71767509,0.354266986,0.563723723
126,0.7676855929999999,0.332301676,0.631339229,0.578704885,0.275892248
127,0.317324865,0.446783814,0.74621188,0.451683412,0.423540536
128,0.367609963,0.447092376,0.661299901,0.7678517579999999,0.58052212
129,0.528227362,0.347486247,0.677672655,0.589738374,0.7407867029999999
130,0.600262474,0.391288463,0.737301125,0.488008882,0.690734333
131,0.608253234,0.372219071,0.635274146,0.495639338,0.563561864
132,0.487221859,0.359544539,0.7634216070000001,0.581671181,0.532430121
133,0.444650868,0.306819055,0.756030051,0.497096231,0.463708899
134,0.354825027,0.559107017,0.541820321,0.407299586,0.512095945
135,0.427021521,0.346453382,0.57724911,0.557425938,0.321533972
136,0.374828626,0.330527649,0.512855675,0.542492092,0.312647258
137,0.7207842459999999,0.4374685239999999,0.7039882670000001,0.555118902,0.714460355
138,0.4696089329999999,0.2912369489999999,0.532194571,0.526923013,0.4204928739999999
139,0.366332717,0.245055496,0.63292579,0.6739935459999999,0.5710361660000001
140,0.412937558,0.333510491,0.5759305889999999,0.485905181,0.3921659529999999
141,0.51578287,0.344646395,0.683281945,0.427181815,0.5589170210000001
142,0.715035869,0.377083912,0.771766033,0.531951031,0.643922574
143,0.404002484,0.4105235679999999,0.511405253,0.491493045,0.597069882
144,0.42660734,0.378706665,0.5370720379999999,0.569313164,0.218905249
145,0.551671128,0.261691773,0.7186903840000001,0.65072713,0.410046887
146,0.389065811,0.365769696,0.634326132,0.3241867969999999,0.494523149
147,0.651412511,0.371075,0.646135993,0.4693633279999999,0.649951626
148,0.368523968,0.449588281,0.728051375,0.384146114,0.597154341
149,0.584684158,0.386433787,0.806966348,0.5246911870000001,0.540517447
150,0.605900486,0.3907250889999999,0.598874438,0.471062031,0.585354991
151,0.418872674,0.285485098,0.527882892,0.522012621,0.618664369
152,0.7149279390000001,0.391692324,0.758902858,0.557764425,0.6421493420000001
153,0.616064789,0.276031338,0.603159644,0.483655261,0.607460559
154,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
155,0.414660639,0.304083811,0.7237503340000001,0.572557303,0.626838359
156,0.496436909,0.32469839,0.655222917,0.5788192560000001,0.49697651
157,0.40236556,0.415741356,0.7037817270000001,0.452830301,0.6893528290000001
158,0.515879955,0.3996324979999999,0.763522019,0.628246946,0.7387627990000001
159,0.553042183,0.353790693,0.673300252,0.6254714020000001,0.52154806
160,0.4968897439999999,0.293091368,0.650963931,0.671385162,0.7118795790000001
161,0.3742937289999999,0.35258594,0.7572102909999999,0.5314781,0.421383581
162,0.487268364,0.290893045,0.7343836970000001,0.641733282,0.587884993
163,0.737009338,0.307043462,0.613919283,0.513784409,0.363420677
164,0.6535553620000001,0.343404444,0.606462094,0.4239374589999999,0.58531732
165,0.471266054,0.347647928,0.711045505,0.568777085,0.515648918
166,0.505951933,0.296086077,0.494037886,0.590542267,0.205150665
167,0.394043051,0.360276373,0.588728453,0.444978056,0.626065433
168,0.412023467,0.40682252,0.496741495,0.435184001,0.387164761
169,0.5482155479999999,0.32291199,0.781823468,0.560000869,0.593590129
170,0.373169893,0.339563035,0.592642769,0.597251254,0.267863657
171,0.590092484,0.347859222,0.748540002,0.473511875,0.67237181
172,0.386798285,0.5983590999999999,0.703481328,0.6216348979999999,0.8560188479999999
173,0.5019266729999999,0.326961392,0.761242208,0.588049528,0.6928612279999999
174,0.622859838,0.393026765,0.6958670229999999,0.584116436,0.5627482079999999
175,0.662124092,0.341980771,0.698727825,0.554006478,0.641606578
176,0.4839986679999999,0.408297808,0.734779512,0.485003055,0.567661373
177,0.59469682,0.311126188,0.70558235,0.600730326,0.64136195
178,0.487086891,0.329248386,0.777499235,0.674295408,0.566837731
179,0.678618445,0.333768599,0.74507997,0.505552276,0.540676716
180,0.3682032779999999,0.369021622,0.758317397,0.6606470520000001,0.616857007
181,0.3602456429999999,0.419614927,0.677408195,0.622057524,0.7351282370000001
182,0.490797781,0.351742589,0.759080373,0.7313494890000001,0.52316404
183,0.573383935,0.375745499,0.6105874170000001,0.5273642239999999,0.557620378
184,0.640523196,0.429003895,0.627567013,0.4144639329999999,0.596982221
185,0.39048668,0.340784282,0.5459466829999999,0.549538544,0.331779981
186,0.402065175,0.365801405,0.4227423329999999,0.540864174,0.370576594
187,0.575972455,0.316497729,0.762114544,0.467945613,0.508388014
188,0.2296820339999999,0.235973518,0.600874531,0.5173305189999999,0.4375275529999999
189,0.243883181,0.338125545,0.550681771,0.616753261,0.308962329
190,0.538240869,0.333655981,0.7483743620000001,0.478666821,0.476917637
191,0.322758281,0.294469879,0.554183781,0.509893472,0.5277050679999999
192,0.64196859,0.375006719,0.756630191,0.542256417,0.596598052
193,0.4445701179999999,0.378104169,0.652579381,0.475128331,0.5977228960000001
194,0.699206395,0.387165736,0.342775199,0.575105623,0.668421806
195,0.494422492,0.329956629,0.389994997,0.455090671,0.434215137
196,0.534099743,0.301341921,0.731812027,0.5384492879999999,0.7413197840000001
197,0.395381379,0.326284564,0.771383299,0.447027366,0.548219379
198,0.456695927,0.340190731,0.5359651879999999,0.631146689,0.343978624
199,0.2706867,0.487971768,0.566318125,0.465867257,0.359020406
200,0.625561643,0.357412949,0.6542960729999999,0.584678338,0.6128928379999999
201,0.6425679320000001,0.32355735,0.507532123,0.53731598,0.307514228
202,0.641573574,0.347521692,0.511063752,0.476072689,0.449944917
203,0.438875421,0.251429993,0.683218103,0.38718401,0.453583474
204,0.682180887,0.351716074,0.650782923,0.521816094,0.518136346
205,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
206,0.317720926,0.3224935,0.54410138,0.644998945,0.380504899
207,0.319630329,0.353978368,0.728242059,0.484743114,0.474679756
208,0.453144002,0.290362973,0.6654293370000001,0.538676746,0.527211444
209,0.6327953070000001,0.333645386,0.54753246,0.599860327,0.131428556
210,0.344127151,0.304148585,0.64225578,0.570510472,0.546159452
211,0.683094704,0.424084722,0.760236586,0.3943752679999999,0.407522148
212,0.62735381,0.374177405,0.743631714,0.548114357,0.568945818
213,0.089911985,0.298083046,0.475614935,0.476437997,0.271748868
214,0.158387635,0.32054166,0.4498909889999999,0.542571035,0.542805132
215,0.564228993,0.2899279489999999,0.643352347,0.383379555,0.2919610569999999
216,0.717377728,0.380982636,0.710708841,0.470336145,0.4146521279999999
217,0.17106731,0.376569377,0.4265700329999999,0.6635858729999999,0.527602606
218,0.37247456,0.54952034,0.695994303,0.3100280589999999,0.456555075
219,0.4249250129999999,0.296138838,0.658955262,0.4720340939999999,0.293161766
220,0.55371553,0.411163328,0.727656093,0.381334622,0.518867603
221,0.630023175,0.447019382,0.658597795,0.348901323,0.443159732
222,0.359649847,0.321724831,0.4585595729999999,0.485091237,0.451357755
223,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
224,0.6647185529999999,0.473964615,0.756391232,0.42660015,0.518379196
225,0.628286868,0.371830554,0.715862297,0.574436803,0.7208861259999999
226,0.593229818,0.404119666,0.6216093970000001,0.4384319439999999,0.603423022
227,0.5074042879999999,0.326041879,0.511768982,0.406414991,0.329331333
228,0.46388262,0.344865457,0.525834755,0.5591156620000001,0.3377406289999999
229,0.579865851,0.3431292379999999,0.74712057,0.3985995989999999,0.625365652
230,0.341549225,0.382448866,0.748199438,0.498816855,0.761326944
231,0.252625847,0.423026477,0.60917489,0.386269887,0.534896939
232,0.508243433,0.351660292,0.527391734,0.526072568,0.5032386879999999
233,0.579008328,0.356177326,0.765652415,0.384597805,0.3786056029999999
234,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
235,0.183271348,0.3639389079999999,0.491084607,0.406234817,0.388137985
236,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
237,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
238,0.646328964,0.335018821,0.594697085,0.551562715,0.301076213
239,0.268270438,0.339147455,0.470208379,0.461599749,0.4835834479999999
240,0.319886331,0.3658817,0.608467372,0.530856749,0.176550763
241,0.266549989,0.343921737,0.579571145,0.4163667729999999,0.434599347
242,0.268574701,0.364001932,0.5372034920000001,0.521208358,0.449616943
243,0.555551179,0.214575403,0.68883165,0.459848,0.624050008
244,0.400797411,0.339698721,0.5477390120000001,0.508418875,0.3338478
245,0.478344572,0.364900761,0.716568718,0.416975109,0.512741023
246,0.783933538,0.356018757,0.712742781,0.449871166,0.428458478
247,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
248,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
249,0.307106696,0.333299577,0.67453002,0.780004678,0.7207295690000001
250,0.806017071,0.357593129,0.435394405,0.767922695,0.269162391
251,0.345918996,0.342429594,0.587377863,0.4968713729999999,0.220018976
252,0.390979655,0.4129340139999999,0.658616526,0.7027354790000001,0.333784245
253,0.3010972189999999,0.387004295,0.52622339,0.611479164,0.57373296
254,0.3644838829999999,0.34569425,0.4200433179999999,0.329571417,0.332495637
255,0.190612515,0.414994838,0.606441729,0.493326192,0.3847612629999999
256,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
257,0.4171501829999999,0.331484624,0.725572691,0.563038027,0.411049933
258,0.292537587,0.330227255,0.624840411,0.426882162,0.268422253
259,0.4430685179999999,0.351382241,0.7634108270000001,0.543236205,0.532642783
260,0.5366089270000001,0.383358517,0.6352381460000001,0.545853319,0.567600188
261,0.395281775,0.265928502,0.559970042,0.647266903,0.664582227
262,0.573919635,0.319338357,0.490974676,0.54971991,0.249063688
263,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
264,0.118865809,0.440903525,0.5395838829999999,0.402371962,0.388677177
265,0.1765754839999999,0.375867138,0.604696419,0.411320957,0.413022943
266,0.450687485,0.330251099,0.662614468,0.434765786,0.313957671
267,0.589358487,0.348316945,0.507799849,0.533459365,0.579024207
268,0.53182094,0.288860548,0.7503477040000001,0.444445426,0.547306312
269,0.668645766,0.35258528,0.755971545,0.539407337,0.640965005
270,0.409052137,0.369825121,0.755983159,0.548078881,0.588380991
271,0.4021659139999999,0.451377746,0.620186692,0.603568425,0.57787031
272,0.668645766,0.35258528,0.755971545,0.539407337,0.640965005
273,0.654245605,0.336693936,0.705491594,0.5360792289999999,0.610398969
274,0.57760004,0.345696445,0.6879943909999999,0.336020628,0.396448885
275,0.525269124,0.394140548,0.7011278470000001,0.528468766,0.485756243
276,0.715769942,0.329863521,0.726083218,0.499391012,0.5430603829999999
277,0.131878578,0.392148126,0.521822994,0.629577552,0.590622243
278,0.537487367,0.430157495,0.7569619479999999,0.505514984,0.558124845
279,0.747436898,0.305172104,0.5316233539999999,0.786141492,0.447714994
280,0.592808412,0.380622951,0.694096479,0.5805534139999999,0.400911276
281,0.639646704,0.329779206,0.6793979790000001,0.534519256,0.5509982210000001
282,0.668645766,0.35258528,0.755971545,0.539407337,0.640965005
283,0.564512135,0.3694864879999999,0.65456862,0.567807861,0.54760207
284,0.531379542,0.40971428,0.699034907,0.541749202,0.554799994
285,0.5098942,0.325394451,0.701005578,0.544652256,0.468470701
286,0.3541526439999999,0.340784282,0.512855675,0.5368788729999999,0.300375746
287,0.552277691,0.319331867,0.745513888,0.52749057,0.609608933
288,0.5006486410000001,0.320553563,0.566831369,0.475556927,0.233829473
289,0.52258506,0.311377602,0.499853712,0.51281604,0.45725318
290,0.5778905639999999,0.347485153,0.751411353,0.469512104,0.5850689579999999
291,0.3462474479999999,0.383022486,0.704148025,0.579724053,0.767679014
292,0.526858072,0.347648766,0.735974186,0.542835611,0.612699793
293,0.45316131,0.499681087,0.62028498,0.557112599,0.476802797
294,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
295,0.668645766,0.35258528,0.755971545,0.539407337,0.640965005
296,0.668645766,0.35258528,0.755971545,0.539407337,0.640965005
297,0.489712062,0.35158463,0.61097031,0.5875391179999999,0.2526502989999999
298,0.343470241,0.2514241889999999,0.535858863,0.532946247,0.6141506529999999
299,0.557281838,0.397494859,0.720691376,0.408977845,0.548032989
300,0.518539997,0.322133734,0.7742146520000001,0.42400896,0.3581650429999999
301,0.4889072679999999,0.4436240879999999,0.70904672,0.635877424,0.5314034360000001
302,0.675767893,0.346796977,0.7405956290000001,0.448760306,0.545623304
303,0.4894143589999999,0.284347814,0.610200665,0.591086081,0.511257168
304,0.490461739,0.460687041,0.761847763,0.552662632,0.8199467220000001
305,0.574125106,0.3493553789999999,0.715734054,0.567516704,0.683174637
306,0.293129256,0.321123212,0.7573591140000001,0.513213852,0.5119779520000001
307,0.641728902,0.335557122,0.768509725,0.4520415129999999,0.467215256
308,0.372816766,0.183121862,0.520183304,0.405507396,0.397980357
309,0.5469672179999999,0.392250899,0.616665946,0.398585759,0.641238885
310,0.4155465279999999,0.341994341,0.662791779,0.483375255,0.299638678
311,0.607774371,0.309189748,0.660060668,0.53885879,0.543850598
312,0.171606433,0.37307952,0.463326101,0.412481418,0.496297868
313,0.5505839379999999,0.357173735,0.704426503,0.5243170079999999,0.7232599140000001
314,0.404952257,0.381076886,0.538122147,0.476073881,0.541427081
315,0.488182857,0.316952593,0.682601285,0.5001344320000001,0.573498149
316,0.6552604320000001,0.35709569,0.477389036,0.6681030410000001,0.629737239
317,0.623426126,0.386269727,0.69293247,0.597224061,0.760554518
318,0.528023481,0.33260633,0.7328701879999999,0.450782908,0.586321313
319,0.574168692,0.315286715,0.477315165,0.6818180859999999,0.290618007
320,0.715975529,0.422409256,0.590269235,0.509834983,0.331910118
321,0.490113864,0.287728268,0.763092807,0.620757117,0.428256712
322,0.391210144,0.3414423789999999,0.450593939,0.582467813,0.41589862
323,0.314973347,0.349089952,0.73669135,0.615528552,0.380297695
324,0.450337593,0.3705952289999999,0.7097515590000001,0.572674425,0.689146908
325,0.541564622,0.424829217,0.5532829979999999,0.5416950429999999,0.298022479
326,0.293511627,0.314645963,0.458394646,0.455180605,0.481494286
327,0.581047684,0.337164155,0.7187508770000001,0.366467183,0.508140395
328,0.6422049989999999,0.373303764,0.547313869,0.6121852320000001,0.336412131
329,0.668645766,0.35258528,0.755971545,0.539407337,0.640965005
330,0.630517879,0.436999472,0.7683276729999999,0.548332969,0.650772943
331,0.462825304,0.411365827,0.675306992,0.467870077,0.64559822
332,0.379157746,0.409636523,0.74772549,0.524014705,0.725898767
333,0.526573995,0.324454045,0.671745873,0.483096257,0.412727457
334,0.346169474,0.4630220379999999,0.784931547,0.396057967,0.54580939
335,0.20893497,0.311764263,0.496797606,0.42880558,0.414737862
336,0.651969247,0.325484661,0.720919497,0.636174421,0.57488471
337,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
338,0.64738754,0.348990941,0.7635792370000001,0.536709952,0.70603228
339,0.7432818859999999,0.2740383839999999,0.5926336320000001,0.60888981,0.783900765
340,0.408855125,0.255135811,0.499307393,0.512187202,0.495486759
341,0.312139106,0.3714963089999999,0.706370845,0.553138292,0.2820502119999999
342,0.637669785,0.328007852,0.661967718,0.490686846,0.523682813
343,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
344,0.3541526439999999,0.340784282,0.512855675,0.5368788729999999,0.300375746
345,0.4446792329999999,0.340462444,0.524245243,0.425126587,0.31386396
346,0.494485957,0.4247758789999999,0.7060420690000001,0.375181211,0.483713768
347,0.638147229,0.406055622,0.569861258,0.448857699,0.520246379
348,0.516216557,0.358343176,0.766690833,0.573363585,0.527499159
349,0.476272795,0.332517606,0.706263566,0.571488045,0.628887446
350,0.466502409,0.40203817,0.732663287,0.538139414,0.7399121259999999
351,0.573463414,0.333948091,0.718329082,0.505218601,0.601925049
352,0.683963346,0.4052001289999999,0.717029641,0.456733839,0.384848262
353,0.492113552,0.320322581,0.7452678859999999,0.4874779929999999,0.485432078
354,0.3541526439999999,0.340784282,0.512855675,0.5368788729999999,0.300375746
355,0.557081611,0.3368626289999999,0.45203195,0.335680043,0.45250315
356,0.469150487,0.4447500029999999,0.775402975,0.554689518,0.271814333
357,0.672108233,0.328805888,0.7633902859999999,0.5350853529999999,0.506800415
358,0.452817749,0.465357319,0.450051515,0.5590880779999999,0.376183756
359,0.442480831,0.296818902,0.664423682,0.7296921,0.523307782
360,0.523090698,0.323291447,0.685563039,0.473103657,0.567982404
361,0.495204704,0.386715144,0.4985062179999999,0.4908630539999999,0.355641694
362,0.4808725279999999,0.46092949,0.624617683,0.659349365,0.70459052
363,0.466987586,0.41028423,0.626082878,0.5341741489999999,0.549448808
364,0.399739415,0.312312735,0.574703074,0.488664866,0.406042706
365,0.551702881,0.4259744029999999,0.809558393,0.431837411,0.520179163
366,0.419496309,0.314377945,0.806563195,0.625252931,0.569078152
367,0.538506546,0.3863284999999999,0.7233945209999999,0.465209701,0.51871484
368,0.61018323,0.332121727,0.6558964110000001,0.533446847,0.669526414
369,0.408960615,0.373415958,0.748463465,0.297491847,0.713409272
370,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
371,0.325415805,0.3997680999999999,0.7173837,0.384763426,0.5192956989999999
372,0.2247974,0.317278406,0.57123519,0.5185307720000001,0.451911287
373,0.601464742,0.310661382,0.7298755809999999,0.532743723,0.575895626
374,0.429647526,0.31832716,0.699994187,0.605321459,0.490656789
375,0.6628971220000001,0.27963321,0.6840615320000001,0.490208414,0.6742639490000001
376,0.530595948,0.385013977,0.665595662,0.472964341,0.733680146
377,0.388505503,0.357855287,0.506106849,0.271424522,0.511798277
378,0.409101605,0.325746771,0.58905753,0.366848723,0.439003756
379,0.447421749,0.282345738,0.665970897,0.707509078,0.717606559
380,0.575053548,0.330239576,0.5801987120000001,0.629342293,0.289015915
381,0.461087886,0.333360945,0.541819365,0.517562514,0.451443487
382,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
383,0.669062184,0.248048283,0.605387934,0.6277493279999999,0.388469577
384,0.57205518,0.350810877,0.616506827,0.4904168,0.4426602979999999
385,0.548956959,0.314899634,0.659023778,0.548731678,0.582383349
386,0.346327215,0.319467838,0.660133799,0.416280315,0.521329895
387,0.442320399,0.330251099,0.614005509,0.435918487,0.318109465
388,0.360525176,0.312623378,0.78882766,0.668695363,0.615811954
389,0.438758803,0.3712551089999999,0.62601799,0.512974036,0.763344212
390,0.7188615359999999,0.36854761,0.642704174,0.500768642,0.6284399479999999
391,0.575290092,0.3552508029999999,0.676522518,0.399525115,0.5266132139999999
392,0.44778469,0.376883947,0.651978183,0.21412863,0.380729521
393,0.366009798,0.402405542,0.714299543,0.630266882,0.71672685
394,0.434719615,0.330251099,0.630816956,0.429648111,0.3314427
395,0.397342197,0.341651902,0.458655514,0.412746541,0.387027114
396,0.450437584,0.422097056,0.680478638,0.597419519,0.5965885320000001
397,0.599566677,0.3646754479999999,0.6864656720000001,0.551786121,0.55474436
398,0.120335271,0.36067487,0.487956921,0.509006905,0.366074044
399,0.57719778,0.333379845,0.713834005,0.402905991,0.6785426520000001
