,Role_Partygoer,Self_Esteem_Cont_SEAspirationSociability,Mean
0,0.674683554,0.7203483209999999,0.6975159375
1,0.351584038,0.606514344,0.479049191
2,0.31977701,0.840706972,0.580241991
3,0.343166175,0.745219909,0.5441930420000001
4,0.465105085,0.8923377640000001,0.6787214245000001
5,0.434731304,0.71407282,0.574402062
6,0.552531385,0.753303583,0.652917484
7,0.266975046,0.7498946679999999,0.5084348569999999
8,0.367918643,0.8809169570000001,0.6244178
9,0.5792592320000001,0.882479591,0.7308694115000001
10,0.617042404,0.766185462,0.691613933
11,0.436053472,0.68735087,0.561702171
12,0.331260567,0.690411852,0.5108362095
13,0.566150551,0.908777453,0.7374640020000001
14,0.3908203189999999,0.686969154,0.5388947365
15,0.290541357,0.754643174,0.5225922655
16,0.3333999569999999,0.59635707,0.4648785135
17,0.32463301,0.669654043,0.4971435265
18,0.489921452,0.714458822,0.602190137
19,0.314562581,0.741917568,0.5282400745
20,0.547537907,0.899291918,0.7234149125
21,0.274707867,0.7106767279999999,0.4926922975
22,0.281640879,0.755741392,0.5186911355
23,0.362566051,0.56240312,0.46248458550000004
24,0.420752725,0.7523504240000001,0.5865515745000001
25,0.212413166,0.705457256,0.458935211
26,0.32539248,0.819809442,0.572600961
27,0.63027371,0.922386567,0.7763301385
28,0.31481635,0.7674963509999999,0.5411563505
29,0.50027164,0.747602806,0.623937223
30,0.378431623,0.584537801,0.481484712
31,0.284225807,0.5558073579999999,0.42001658249999996
32,0.381927337,0.668566012,0.5252466745
33,0.5792592320000001,0.882479591,0.7308694115000001
34,0.3513437179999999,0.7404963859999999,0.5459200519999999
35,0.560568651,0.724176732,0.6423726915
36,0.51981687,0.873255544,0.6965362070000001
37,0.416122731,0.645246826,0.5306847785000001
38,0.213667811,0.326776301,0.270222056
39,0.391990767,0.878832032,0.6354113995
40,0.303266863,0.843439435,0.573353149
41,0.571561246,0.7998605990000001,0.6857109225
42,0.310784531,0.635799703,0.47329211699999996
43,0.380132969,0.347072704,0.3636028365
44,0.496415166,0.8019379320000001,0.6491765490000001
45,0.333483405,0.768477062,0.5509802335
46,0.42717005,0.78667383,0.60692194
47,0.447193151,0.786393716,0.6167934335
48,0.487645182,0.7232125770000001,0.6054288795
49,0.171135624,0.72816422,0.449649922
50,0.651568336,0.826782713,0.7391755245
51,0.283963918,0.695222815,0.4895933665
52,0.5511818239999999,0.94565875,0.748420287
53,0.566948411,0.792067304,0.6795078575
54,0.539022336,0.937866242,0.738444289
55,0.365520485,0.903763463,0.634641974
56,0.755454955,0.869832803,0.812643879
57,0.7445637140000001,0.72610895,0.735336332
58,0.451450482,0.7106770379999999,0.5810637599999999
59,0.616976919,0.8997315640000001,0.7583542415
60,0.4775028779999999,0.819661912,0.648582395
61,0.755994355,0.837063465,0.7965289099999999
62,0.585935608,0.901234734,0.743585171
63,0.55477593,0.821996975,0.6883864525000001
64,0.422138325,0.839457674,0.6307979995
65,0.238245546,0.691442261,0.4648439035
66,0.457587816,0.606999129,0.5322934724999999
67,0.52369696,0.45722683,0.490461895
68,0.450568029,0.694203688,0.5723858585
69,0.374203935,0.717857215,0.546030575
70,0.410465265,0.7409831109999999,0.5757241879999999
71,0.2193526589999999,0.786365883,0.5028592709999999
72,0.4013384579999999,0.767587734,0.5844630959999999
73,0.1747265539999999,0.659368183,0.41704736849999996
74,0.1747265539999999,0.659368183,0.41704736849999996
75,0.496544063,0.770141677,0.63334287
76,0.297395617,0.773942702,0.5356691595
77,0.506584658,0.920944857,0.7137647574999999
78,0.602177503,0.545307406,0.5737424545
79,0.672409528,0.626755752,0.64958264
80,0.2639026889999999,0.6776315620000001,0.4707671255
81,0.6093929229999999,0.622435011,0.615913967
82,0.709745449,0.632990132,0.6713677905
83,0.422909221,0.722704421,0.572806821
84,0.5290883239999999,0.764450555,0.6467694395
85,0.414334106,0.65467442,0.534504263
86,0.376184962,0.790168876,0.583176919
87,0.285104991,0.6542533979999999,0.46967919449999995
88,0.427216476,0.7168197140000001,0.572018095
89,0.41219771,0.666024197,0.5391109535
90,0.454950374,0.5114508489999999,0.48320061149999993
91,0.294909247,0.870612178,0.5827607125
92,0.4585653189999999,0.767264649,0.612914984
93,0.27075689,0.7563142420000001,0.513535566
94,0.7034006970000001,0.76195228,0.7326764885000001
95,0.58305536,0.686040282,0.634547821
96,0.290044543,0.7370312259999999,0.5135378844999999
97,0.242165087,0.702527468,0.4723462775
98,0.368025572,0.6245338539999999,0.49627971299999996
99,0.322735501,0.6859386129999999,0.504337057
100,0.543113096,0.662716993,0.6029150445
101,0.45777132,0.7598353790000001,0.6088033495
102,0.662440441,0.909403574,0.7859220075
103,0.443268651,0.8615189940000001,0.6523938225000001
104,0.496359225,0.82038427,0.6583717475
105,0.420419648,0.7636490140000001,0.592034331
106,0.316050731,0.683786992,0.4999188615
107,0.319635399,0.776976497,0.548305948
108,0.566760057,0.8482418820000001,0.7075009695000001
109,0.680782133,0.6971026859999999,0.6889424095
110,0.5123921379999999,0.660391014,0.586391576
111,0.370156041,0.7306861720000001,0.5504211065
112,0.605191602,0.8041599779999999,0.70467579
113,0.301274183,0.604200864,0.45273752349999996
114,0.341730178,0.7278055109999999,0.5347678444999999
115,0.396075452,0.7656314470000001,0.5808534495000001
116,0.459103858,0.704207048,0.581655453
117,0.606481465,0.744972548,0.6757270065000001
118,0.541296783,0.919675735,0.730486259
119,0.4796571079999999,0.560553094,0.520105101
120,0.554587441,0.882847953,0.718717697
121,0.422271906,0.887554232,0.654913069
122,0.527130325,0.905900492,0.7165154085000001
123,0.285204142,0.672297475,0.4787508085
124,0.465655646,0.6845771429999999,0.5751163945
125,0.573646814,0.503980075,0.5388134444999999
126,0.303821002,0.872009659,0.5879153305
127,0.585814498,0.704969616,0.645392057
128,0.2135427489999999,0.7251580440000001,0.4693503965
129,0.5608154360000001,0.7546812479999999,0.657748342
130,0.627438185,0.725428447,0.676433316
131,0.721279874,0.751782617,0.7365312455
132,0.540408267,0.783814445,0.662111356
133,0.406523171,0.736219575,0.5713713730000001
134,0.44622514,0.711783301,0.5790042205
135,0.544070972,0.866308628,0.7051898
136,0.508879726,0.8806429659999999,0.694761346
137,0.495139411,0.734032136,0.6145857735
138,0.53366361,0.839905184,0.686784397
139,0.224098915,0.65069765,0.4373982825
140,0.661099608,0.8960899,0.778594754
141,0.499092191,0.696077493,0.5975848420000001
142,0.438481984,0.672120918,0.555301451
143,0.414742144,0.6158684170000001,0.5153052805
144,0.201381557,0.894262472,0.5478220145
145,0.497096411,0.665637338,0.5813668745
146,0.494643696,0.812861707,0.6537527015
147,0.319412431,0.752164504,0.5357884675
148,0.74489766,0.59783269,0.671365175
149,0.381916294,0.622159091,0.5020376925
150,0.628796872,0.7657189440000001,0.6972579080000001
151,0.584406475,0.625010937,0.604708706
152,0.44348151,0.68454323,0.5640123699999999
153,0.385870426,0.685613721,0.5357420735
154,0.5792592320000001,0.882479591,0.7308694115000001
155,0.20008095,0.815374618,0.507727784
156,0.449788647,0.739491632,0.5946401395
157,0.533243428,0.7251453290000001,0.6291943785
158,0.479925534,0.759225349,0.6195754415
159,0.44130996,0.8353894759999999,0.638349718
160,0.19876197,0.70158329,0.45017262999999996
161,0.363890815,0.7291744370000001,0.5465326260000001
162,0.257777205,0.784985279,0.521381242
163,0.334714987,0.889230506,0.6119727465
164,0.456620539,0.66212135,0.5593709445
165,0.322585651,0.7150795609999999,0.5188326059999999
166,0.783599598,0.774620429,0.7791100135
167,0.5994110020000001,0.735669012,0.667540007
168,0.372063841,0.900492127,0.636277984
169,0.31516648,0.773942702,0.544554591
170,0.583741666,0.888839096,0.736290381
171,0.440818855,0.717857227,0.579338041
172,0.327879451,0.7235850859999999,0.5257322685
173,0.458728594,0.4307919,0.444760247
174,0.345563306,0.66500555,0.505284428
175,0.5551594329999999,0.822236262,0.6886978475
176,0.595754816,0.739190173,0.6674724945
177,0.63308022,0.740653276,0.6868667479999999
178,0.246556656,0.650381004,0.44846883
179,0.426808791,0.67605865,0.5514337205
180,0.200670092,0.6280522620000001,0.414361177
181,0.359013454,0.8238538209999999,0.5914336375
182,0.318154618,0.8323417540000001,0.575248186
183,0.5606178789999999,0.779486954,0.6700524164999999
184,0.3824946,0.802588483,0.5925415414999999
185,0.551679648,0.8588130829999999,0.7052463655
186,0.4856470089999999,0.849067406,0.6673572074999999
187,0.321504572,0.770806725,0.5461556485
188,0.510492371,0.959511158,0.7350017645
189,0.383349437,0.908157234,0.6457533355
190,0.295897768,0.8183326240000001,0.557115196
191,0.441451818,0.856162648,0.648807233
192,0.361676295,0.768683076,0.5651796855
193,0.471271231,0.6257615089999999,0.54851637
194,0.436408464,0.738471564,0.587440014
195,0.389411742,0.7646600109999999,0.5770358765
