,Role_Philanthropist,Personal_Values_Facet_Cont_SelfDirectionAction,Mean,Mean_RolePhilanthropist
49,0.395041209,0.7152383379999999,0.5551397735,0.5551397735
50,0.441757512,0.541305402,0.491531457,0.491531457
51,0.427408987,0.58045975,0.5039343685000001,0.5039343685000001
52,0.432793353,0.572401781,0.502597567,0.502597567
53,0.360048951,0.5134328539999999,0.4367409025,0.4367409025
54,0.516379138,0.596076191,0.5562276644999999,0.5562276644999999
55,0.234472741,0.601477221,0.417974981,0.417974981
56,0.600803973,0.475643931,0.5382239520000001,0.5382239520000001
57,0.657574532,0.549766346,0.6036704390000001,0.6036704390000001
58,0.512109878,0.594430111,0.5532699944999999,0.5532699944999999
59,0.325798661,0.615779459,0.47078906,0.47078906
60,0.251983467,0.484755457,0.368369462,0.368369462
61,0.4388066929999999,0.421908534,0.4303576134999999,0.43035761349999996
62,0.454234249,0.6026771129999999,0.528455681,0.528455681
63,0.480369573,0.490698718,0.4855341454999999,0.48553414549999996
64,0.524032332,0.4977720029999999,0.5109021675,0.5109021675
65,0.467287321,0.524450596,0.4958689585,0.4958689585
66,0.340881328,0.524224065,0.4325526964999999,0.43255269649999994
67,0.516876228,0.495205306,0.506040767,0.506040767
68,0.492961607,0.476677268,0.4848194375,0.48481943749999995
69,0.498155545,0.519421299,0.508788422,0.508788422
70,0.601228192,0.455771467,0.5284998295,0.5284998295
71,0.38559318,0.6009841929999999,0.4932886864999999,0.49328868649999996
72,0.332830638,0.476165706,0.404498172,0.40449817200000004
73,0.405047742,0.662353773,0.5337007575,0.5337007575
74,0.405047742,0.662353773,0.5337007575,0.5337007575
75,0.702355941,0.4486278179999999,0.5754918794999999,0.5754918794999999
76,0.4442145329999999,0.411410885,0.4278127089999999,0.4278127089999999
77,0.568906564,0.601354886,0.585130725,0.585130725
78,0.6295488020000001,0.58319629,0.606372546,0.606372546
79,0.652272789,0.527114334,0.5896935615,0.5896935615
80,0.452323022,0.5125982729999999,0.4824606474999999,0.48246064749999995
81,0.57725396,0.53475541,0.556004685,0.556004685
82,0.477027817,0.466929414,0.4719786155,0.47197861550000003
83,0.518313447,0.483449766,0.5008816065,0.5008816065
84,0.483840785,0.444854401,0.464347593,0.464347593
85,0.509169851,0.545975604,0.5275727275,0.5275727275
86,0.412772739,0.512627811,0.462700275,0.462700275
87,0.4042814389999999,0.482625286,0.4434533624999999,0.44345336249999995
88,0.539133535,0.4667230189999999,0.502928277,0.502928277
89,0.439918254,0.6766485,0.558283377,0.558283377
90,0.225897683,0.61190763,0.4189026565,0.4189026565
91,0.440048836,0.617654334,0.528851585,0.528851585
92,0.4844558439999999,0.5149342339999999,0.4996950389999999,0.4996950389999999
93,0.428504107,0.4293941429999999,0.4289491249999999,0.42894912499999993
94,0.515944085,0.640991996,0.5784680405,0.5784680405
95,0.538432641,0.441921474,0.4901770574999999,0.49017705749999996
96,0.368124286,0.347797239,0.3579607625,0.35796076250000003
97,0.370356757,0.527207867,0.4487823119999999,0.4487823119999999
98,0.261814292,0.554899601,0.4083569465,0.40835694649999993
99,0.540842528,0.430573235,0.4857078815,0.4857078815
100,0.62469352,0.5022759929999999,0.5634847565,0.5634847565
101,0.6056968,0.468106529,0.5369016645,0.5369016645
102,0.569433734,0.608259474,0.588846604,0.588846604
103,0.365722137,0.6195313729999999,0.4926267549999999,0.4926267549999999
104,0.561548467,0.4737677529999999,0.51765811,0.51765811
105,0.489078095,0.5901593239999999,0.5396187095,0.5396187095
106,0.20042064,0.56990735,0.385163995,0.38516399500000004
107,0.453346168,0.470757689,0.4620519285,0.4620519285
108,0.432261332,0.334678198,0.3834697649999999,0.3834697649999999
109,0.480709919,0.438292931,0.459501425,0.459501425
110,0.435031209,0.5610911820000001,0.4980611955,0.49806119550000005
111,0.5076763360000001,0.3061436919999999,0.406910014,0.406910014
112,0.343119894,0.55925183,0.451185862,0.451185862
113,0.591992533,0.43287354,0.5124330365,0.5124330365
114,0.442845551,0.549953999,0.496399775,0.496399775
115,0.452263439,0.4602354829999999,0.4562494609999999,0.4562494609999999
116,0.628860587,0.487832004,0.5583462955,0.5583462955
117,0.547824101,0.489742132,0.5187831165,0.5187831165
118,0.39005449,0.543111725,0.4665831075,0.4665831075
119,0.252282413,0.4571160829999999,0.3546992479999999,0.35469924799999997
120,0.285044175,0.588946788,0.4369954815,0.43699548150000006
121,0.257249658,0.618180287,0.4377149725,0.4377149725
122,0.351181729,0.56717701,0.4591793695,0.4591793695
123,0.41083544,0.4224978029999999,0.4166666214999999,0.41666662149999995
124,0.469970717,0.427408189,0.4486894529999999,0.4486894529999999
125,0.520823691,0.529701863,0.525262777,0.525262777
126,0.1854179739999999,0.602980153,0.3941990634999999,0.3941990634999999
127,0.4676947979999999,0.338333528,0.4030141629999999,0.4030141629999999
128,0.4191158829999999,0.502358883,0.4607373829999999,0.46073738299999994
129,0.506954586,0.480475893,0.4937152394999999,0.49371523949999996
130,0.514435858,0.43934458,0.476890219,0.476890219
131,0.624663925,0.523187219,0.573925572,0.573925572
132,0.58061115,0.58157626,0.581093705,0.581093705
133,0.277904382,0.445027512,0.361465947,0.36146594699999995
134,0.660063347,0.667693643,0.6638784950000001,0.6638784950000001
135,0.401957785,0.549114136,0.4755359605,0.4755359605
136,0.360291621,0.579795164,0.4700433925,0.4700433925
137,0.498919491,0.394772749,0.44684612,0.44684612
138,0.413157434,0.534024659,0.4735910464999999,0.47359104649999995
139,0.499921314,0.591080425,0.5455008695,0.5455008695
140,0.48305202,0.607248008,0.5451500140000001,0.5451500140000001
141,0.393070241,0.418722806,0.4058965235,0.4058965235
142,0.4751490989999999,0.4607664829999999,0.4679577909999999,0.4679577909999999
143,0.5560271529999999,0.481879747,0.5189534499999999,0.5189534499999999
144,0.166842721,0.599448925,0.383145823,0.383145823
145,0.606338982,0.439665844,0.5230024129999999,0.5230024129999999
146,0.22619459,0.543708419,0.3849515045,0.3849515045
147,0.433082072,0.49144833,0.462265201,0.46226520099999996
148,0.527171234,0.563629583,0.5454004084999999,0.5454004084999999
149,0.535634821,0.4056992,0.4706670105,0.4706670105
150,0.573850802,0.505685681,0.5397682415,0.5397682415
151,0.609084679,0.594809209,0.601946944,0.601946944
152,0.478990139,0.519603649,0.499296894,0.499296894
153,0.497567364,0.43507804,0.466322702,0.46632270200000003
154,0.484468904,0.582030457,0.5332496805,0.5332496805
155,0.4123322989999999,0.395233186,0.4037827424999999,0.40378274249999996
156,0.5255361,0.616565343,0.5710507215,0.5710507215
157,0.644502017,0.366049576,0.5052757965,0.5052757965
158,0.681857872,0.5391764929999999,0.6105171825,0.6105171825
159,0.54651876,0.456964827,0.5017417935,0.5017417935
160,0.383547729,0.508985759,0.446266744,0.44626674400000005
161,0.477041475,0.545259268,0.5111503715,0.5111503715
162,0.420179951,0.578178369,0.4991791599999999,0.49917915999999996
163,0.307164013,0.607077202,0.4571206075,0.45712060750000005
164,0.385022551,0.405258716,0.3951406335,0.3951406335
165,0.54777147,0.327944645,0.4378580575,0.4378580575
166,0.483032176,0.62020941,0.551620793,0.551620793
167,0.767582485,0.487518523,0.627550504,0.627550504
168,0.559476192,0.656093528,0.60778486,0.60778486
169,0.457577574,0.431604035,0.4445908045,0.4445908045
170,0.353180717,0.564634445,0.458907581,0.458907581
171,0.331279126,0.536612283,0.4339457045,0.4339457045
172,0.5917529570000001,0.477314888,0.5345339225000001,0.5345339225000001
173,0.559048627,0.567826646,0.5634376365,0.5634376365
174,0.378771149,0.513148013,0.445959581,0.44595958100000005
175,0.492261579,0.504706687,0.498484133,0.498484133
176,0.505145453,0.426866217,0.466005835,0.46600583500000003
177,0.6903954999999999,0.334781212,0.512588356,0.512588356
178,0.490104805,0.386710547,0.4384076759999999,0.43840767599999997
179,0.448176378,0.5557988070000001,0.5019875925,0.5019875925
180,0.469608936,0.50684856,0.488228748,0.488228748
181,0.446213629,0.339910382,0.3930620055,0.39306200550000003
182,0.5399157920000001,0.4674172239999999,0.503666508,0.503666508
183,0.619328263,0.384709121,0.502018692,0.502018692
184,0.432696217,0.5033524,0.4680243085,0.4680243085
185,0.398069364,0.521025712,0.459547538,0.45954753800000003
186,0.301569185,0.598668687,0.4501189359999999,0.45011893599999997
187,0.4508073979999999,0.538805604,0.4948065009999999,0.49480650099999995
188,0.337204836,0.600168536,0.4686866859999999,0.4686866859999999
189,0.287043242,0.5633214089999999,0.4251823254999999,0.42518232549999996
190,0.458460243,0.603444274,0.5309522584999999,0.5309522584999999
191,0.427348913,0.537275802,0.4823123575,0.48231235749999996
192,0.468817562,0.4315238079999999,0.4501706849999999,0.45017068499999996
193,0.6274420479999999,0.431248771,0.5293454095,0.5293454095
194,0.494712125,0.493574344,0.4941432345,0.4941432344999999
195,0.27300962,0.543238624,0.408124122,0.40812412200000003
196,0.47504006,0.50594441,0.490492235,0.490492235
197,0.643770452,0.497847887,0.5708091695,0.5708091695
198,0.254113019,0.644902467,0.4495077429999999,0.4495077429999999
199,0.2613956719999999,0.549572395,0.4054840334999999,0.4054840334999999
200,0.299202015,0.522016716,0.4106093655,0.4106093655
201,0.22286701,0.619996191,0.4214316005,0.4214316005
202,0.602588299,0.60635416,0.6044712295,0.6044712295
203,0.498679699,0.529357548,0.5140186234999999,0.5140186234999999
204,0.565293877,0.569988717,0.567641297,0.567641297
205,0.484468904,0.582030457,0.5332496805,0.5332496805
206,0.565275335,0.628916063,0.597095699,0.597095699
207,0.426445374,0.448066964,0.437256169,0.43725616900000003
208,0.773589407,0.470698689,0.622144048,0.622144048
209,0.333520294,0.5822734079999999,0.457896851,0.45789685099999994
210,0.49987978,0.481255552,0.490567666,0.490567666
211,0.505322933,0.5504751689999999,0.5278990509999999,0.5278990509999999
212,0.441091151,0.6020595089999999,0.52157533,0.52157533
213,0.0,0.577053036,0.288526518,0.288526518
214,0.27191274,0.607848276,0.439880508,0.43988050800000006
215,0.499108814,0.523142668,0.511125741,0.511125741
216,0.566203263,0.455849772,0.5110265174999999,0.5110265174999999
217,0.20289278,0.602406532,0.402649656,0.4026496560000001
218,0.317335463,0.480746191,0.399040827,0.39904082700000004
219,0.475486051,0.652513133,0.563999592,0.563999592
220,0.475750701,0.495481327,0.485616014,0.48561601399999993
221,0.425870254,0.499044913,0.4624575835,0.4624575835
222,0.348934326,0.641834614,0.4953844699999999,0.4953844699999999
223,0.484468904,0.582030457,0.5332496805,0.5332496805
224,0.585019702,0.418906782,0.501963242,0.501963242
225,0.44980546,0.530886767,0.4903461135,0.4903461135
226,0.3668820339999999,0.54479856,0.4558402969999999,0.45584029699999995
227,0.462358441,0.589330484,0.5258444625,0.5258444625
228,0.438369072,0.542929876,0.490649474,0.49064947400000003
229,0.39742869,0.361856037,0.3796423635,0.3796423635000001
230,0.601360094,0.72057548,0.660967787,0.660967787
231,0.131100162,0.524921381,0.3280107714999999,0.32801077149999996
232,0.425888482,0.590144847,0.5080166645,0.5080166645
233,0.376783374,0.495966392,0.436374883,0.436374883
234,0.484468904,0.582030457,0.5332496805,0.5332496805
235,0.086663644,0.579800319,0.3332319815,0.3332319815
236,0.484468904,0.582030457,0.5332496805,0.5332496805
237,0.484468904,0.582030457,0.5332496805,0.5332496805
238,0.440631925,0.6123105560000001,0.5264712405,0.5264712405
239,0.18122404,0.595541281,0.3883826605,0.38838266050000003
240,0.474417304,0.537620047,0.5060186755,0.5060186755
241,0.296213145,0.571562563,0.4338878539999999,0.43388785399999996
242,0.412032717,0.566807989,0.489420353,0.48942035300000003
243,0.32508193,0.579480917,0.4522814235,0.45228142349999995
244,0.260132835,0.5688195460000001,0.4144761905,0.41447619050000006
245,0.248834207,0.504888979,0.376861593,0.37686159299999994
246,0.442260418,0.556656324,0.499458371,0.499458371
247,0.484468904,0.582030457,0.5332496805,0.5332496805
248,0.484468904,0.582030457,0.5332496805,0.5332496805
249,0.385366683,0.439011201,0.412188942,0.412188942
250,0.283269405,0.570728326,0.4269988655,0.42699886550000005
251,0.275002971,0.618954136,0.4469785535,0.4469785535
252,0.413189464,0.54374519,0.478467327,0.478467327
253,0.451085831,0.602938567,0.5270121990000001,0.5270121990000001
254,0.083593882,0.594760074,0.3391769779999999,0.33917697799999996
255,0.277907064,0.588042101,0.4329745825,0.4329745825
256,0.484468904,0.582030457,0.5332496805,0.5332496805
257,0.201538458,0.62138135,0.411459904,0.411459904
258,0.394682207,0.56050779,0.4775949985,0.47759499850000003
259,0.50883507,0.467003613,0.4879193414999999,0.4879193414999999
260,0.42967266,0.47862375,0.4541482049999999,0.4541482049999999
261,0.438627285,0.49731659,0.4679719375,0.4679719375
262,0.390832103,0.57158715,0.4812096265,0.48120962649999993
263,0.484468904,0.582030457,0.5332496805,0.5332496805
264,0.2015601189999999,0.584584972,0.3930725455,0.3930725455
265,0.384813502,0.52224108,0.453527291,0.45352729100000005
266,0.343087627,0.607080684,0.4750841555,0.47508415550000005
267,0.484574445,0.41350445,0.4490394475,0.44903944749999997
268,0.477752846,0.517320804,0.497536825,0.497536825
269,0.485555896,0.447099026,0.466327461,0.46632746099999994
270,0.47287549,0.656427694,0.564651592,0.564651592
271,0.377134285,0.454193959,0.415664122,0.4156641220000001
272,0.485555896,0.447099026,0.466327461,0.46632746099999994
273,0.442573197,0.571797043,0.5071851199999999,0.5071851199999999
274,0.270821439,0.539537425,0.405179432,0.405179432
275,0.543687215,0.490865701,0.517276458,0.517276458
276,0.37059182,0.533031545,0.4518116825,0.45181168250000003
277,0.448027224,0.60565416,0.526840692,0.526840692
278,0.633974932,0.480451358,0.557213145,0.557213145
279,0.538432427,0.535039807,0.536736117,0.536736117
280,0.401274334,0.5337950229999999,0.4675346784999999,0.4675346784999999
281,0.468547628,0.46815882,0.468353224,0.46835322400000007
282,0.485555896,0.447099026,0.466327461,0.46632746099999994
283,0.626178679,0.593174725,0.609676702,0.609676702
284,0.6211160179999999,0.6317740270000001,0.6264450225,0.6264450225
285,0.4178518129999999,0.53341606,0.4756339364999999,0.47563393649999997
286,0.312770583,0.544942526,0.4288565545,0.42885655450000004
287,0.585588831,0.524652731,0.5551207810000001,0.5551207810000001
288,0.2324309819999999,0.564892072,0.3986615269999999,0.39866152699999996
289,0.316854026,0.576385123,0.4466195745,0.44661957449999995
290,0.461357977,0.4067016539999999,0.4340298154999999,0.43402981549999997
291,0.4274011139999999,0.464284812,0.4458429629999999,0.44584296299999987
292,0.573342844,0.518268594,0.5458057190000001,0.5458057190000001
293,0.592489185,0.504759918,0.5486245515,0.5486245515
294,0.484468904,0.582030457,0.5332496805,0.5332496805
295,0.485555896,0.447099026,0.466327461,0.46632746099999994
296,0.485555896,0.447099026,0.466327461,0.46632746099999994
297,0.300643355,0.609648077,0.455145716,0.4551457159999999
298,0.475629632,0.531088333,0.5033589825,0.5033589825
299,0.216407689,0.509221393,0.362814541,0.36281454099999993
300,0.317964711,0.52771945,0.4228420805,0.4228420805
301,0.48144736,0.56810138,0.52477437,0.52477437
302,0.434647148,0.601247711,0.5179474295,0.5179474295
303,0.435960715,0.537702121,0.486831418,0.486831418
304,0.521535436,0.3447457539999999,0.4331405949999999,0.43314059499999996
305,0.37738692,0.449383897,0.4133854085,0.4133854085
306,0.578956606,0.576428859,0.5776927325,0.5776927325
307,0.566527175,0.506086027,0.536306601,0.536306601
308,0.401786053,0.556134361,0.4789602069999999,0.4789602069999999
309,0.628532975,0.507883532,0.5682082535,0.5682082535
310,0.57346938,0.595170839,0.5843201095,0.5843201095
311,0.512844106,0.46952346,0.491183783,0.49118378300000004
312,0.34426306,0.57961126,0.4619371599999999,0.46193715999999996
313,0.5084627079999999,0.468270017,0.4883663625,0.48836636250000004
314,0.280976567,0.588670596,0.4348235815,0.43482358150000006
315,0.397962535,0.474554339,0.436258437,0.436258437
316,0.480176365,0.570584776,0.5253805705,0.5253805705
317,0.3880505039999999,0.561062937,0.4745567205,0.47455672050000003
318,0.370305131,0.4998330729999999,0.4350691019999999,0.43506910199999993
319,0.287478377,0.615582124,0.4515302505,0.4515302505
320,0.453368746,0.57963734,0.5165030429999999,0.5165030429999999
321,0.349909252,0.530621318,0.440265285,0.440265285
322,0.451200246,0.420095372,0.435647809,0.435647809
323,0.425520357,0.576461144,0.5009907505,0.5009907505
324,0.368077914,0.377107842,0.372592878,0.372592878
325,0.569093534,0.558526095,0.5638098144999999,0.5638098144999999
326,0.291459494,0.606756489,0.4491079915,0.4491079915
327,0.598807769,0.48729643,0.5430520995,0.5430520995
328,0.289453788,0.6029783670000001,0.4462160775,0.4462160775
329,0.485555896,0.447099026,0.466327461,0.46632746099999994
330,0.4975438689999999,0.411404974,0.4544744214999999,0.4544744214999999
331,0.55496857,0.526313968,0.540641269,0.540641269
332,0.4628019029999999,0.7195832759999999,0.5911925894999999,0.5911925894999999
333,0.505067964,0.621573381,0.5633206725,0.5633206725
334,0.415850592,0.517216249,0.4665334205,0.4665334205
335,0.446809722,0.649825625,0.5483176734999999,0.5483176734999999
336,0.430594761,0.596297947,0.513446354,0.513446354
337,0.484468904,0.582030457,0.5332496805,0.5332496805
338,0.3692025439999999,0.477265796,0.4232341699999999,0.42323416999999997
339,0.4581337,0.465045696,0.461589698,0.461589698
340,0.457482195,0.562506574,0.5099943845,0.5099943845
341,0.639099296,0.487355346,0.5632273210000001,0.5632273210000001
342,0.587827915,0.615485516,0.6016567155,0.6016567155
343,0.484468904,0.582030457,0.5332496805,0.5332496805
344,0.312770583,0.544942526,0.4288565545,0.42885655450000004
345,0.350483021,0.548397684,0.4494403525,0.4494403525
346,0.522453952,0.572981636,0.547717794,0.547717794
347,0.472594154,0.453686078,0.463140116,0.463140116
348,0.404581392,0.41090748,0.407744436,0.407744436
349,0.457962681,0.457122321,0.457542501,0.457542501
350,0.521416649,0.497364786,0.5093907175,0.5093907175
351,0.608659124,0.538679236,0.57366918,0.57366918
352,0.510896682,0.540840791,0.5258687365000001,0.5258687365000001
353,0.5757606820000001,0.504603177,0.5401819295000001,0.5401819295000001
354,0.312770583,0.544942526,0.4288565545,0.42885655450000004
355,0.3253524319999999,0.597357945,0.4613551884999999,0.46135518849999996
356,0.358101617,0.568083306,0.4630924615,0.4630924615
357,0.374943665,0.433364469,0.404154067,0.40415406700000006
358,0.219920691,0.582411616,0.4011661535,0.4011661535
359,0.40569353,0.526868158,0.466280844,0.4662808440000001
360,0.4929574679999999,0.6456648220000001,0.569311145,0.569311145
361,0.352233931,0.5616144789999999,0.4569242049999999,0.45692420499999997
362,0.41908647,0.697620293,0.5583533814999999,0.5583533814999999
363,0.560976823,0.522752302,0.5418645625,0.5418645625
364,0.187971675,0.609411555,0.398691615,0.398691615
365,0.486788382,0.463084955,0.4749366685,0.47493666850000005
366,0.515810715,0.440773035,0.478291875,0.478291875
367,0.318738228,0.420082169,0.3694101985,0.3694101985
368,0.511409112,0.679044531,0.5952268215000001,0.5952268215000001
369,0.659209243,0.403916765,0.531563004,0.531563004
370,0.484468904,0.582030457,0.5332496805,0.5332496805
371,0.499080741,0.4429618179999999,0.4710212794999999,0.47102127949999995
372,0.36509193,0.554922904,0.460007417,0.460007417
373,0.363136056,0.5601865770000001,0.4616613165,0.46166131650000003
374,0.614465276,0.721546241,0.6680057585,0.6680057585
375,0.539094277,0.585965573,0.562529925,0.562529925
376,0.502369799,0.455918859,0.479144329,0.479144329
377,0.343354528,0.577509419,0.4604319735,0.4604319735
378,0.2233200689999999,0.471434326,0.3473771974999999,0.34737719749999996
379,0.5212629129999999,0.455292649,0.4882777809999999,0.4882777809999999
380,0.194890091,0.618047586,0.4064688385,0.4064688385
381,0.397909296,0.568918651,0.4834139735,0.48341397350000004
382,0.484468904,0.582030457,0.5332496805,0.5332496805
383,0.36435706,0.593459496,0.478908278,0.478908278
384,0.5911880070000001,0.548424447,0.569806227,0.569806227
385,0.511619494,0.512984542,0.512302018,0.512302018
386,0.3256756819999999,0.562689064,0.4441823729999999,0.4441823729999999
387,0.340138406,0.574930568,0.457534487,0.457534487
388,0.361456901,0.491412321,0.426434611,0.4264346110000001
389,0.434221342,0.48393774,0.459079541,0.459079541
390,0.31060147,0.559350192,0.434975831,0.43497583100000003
391,0.226036884,0.4969981329999999,0.3615175085,0.3615175085
392,0.320131611,0.396654368,0.3583929895,0.3583929895
393,0.5528122679999999,0.469955211,0.5113837394999999,0.5113837394999999
394,0.354402599,0.5777715720000001,0.4660870855,0.46608708550000005
395,0.484468904,0.582030457,0.5332496805,0.5332496805
396,0.31920947,0.470205714,0.394707592,0.394707592
397,0.509150064,0.3697575629999999,0.4394538134999999,0.4394538134999999
398,0.149990752,0.590679599,0.3703351755,0.3703351755
399,0.501637861,0.447467499,0.4745526799999999,0.47455267999999995
400,0.4529775479999999,0.521595621,0.4872865844999999,0.4872865844999999
401,0.468481796,0.434210119,0.4513459575,0.4513459575
402,0.5458097820000001,0.502343593,0.5240766875,0.5240766875
403,0.440137954,0.550883139,0.4955105465,0.4955105465
404,0.4432329,0.553954131,0.4985935155,0.4985935154999999
405,0.546338236,0.524299703,0.5353189695,0.5353189695
406,0.46335391,0.509096242,0.486225076,0.486225076
407,0.484468904,0.582030457,0.5332496805,0.5332496805
408,0.484468904,0.582030457,0.5332496805,0.5332496805
409,0.295328119,0.469629581,0.38247885,0.38247885000000004
410,0.4442558789999999,0.380908253,0.4125820659999999,0.4125820659999999
411,0.421475124,0.498341407,0.4599082654999999,0.45990826549999997
412,0.3889096589999999,0.479605564,0.4342576115,0.4342576114999999
413,0.484468904,0.582030457,0.5332496805,0.5332496805
414,0.37187338,0.58444932,0.47816135,0.47816135
415,0.468481375,0.3418704939999999,0.4051759344999999,0.4051759344999999
416,0.484468904,0.582030457,0.5332496805,0.5332496805
417,0.444159962,0.513839563,0.4789997625,0.4789997625
418,0.402775446,0.51625344,0.459514443,0.459514443
419,0.414662256,0.578716586,0.496689421,0.49668942099999996
420,0.485555896,0.447099026,0.466327461,0.46632746099999994
421,0.264060217,0.374970729,0.319515473,0.319515473
422,0.484468904,0.582030457,0.5332496805,0.5332496805
423,0.365587004,0.37542617,0.370506587,0.370506587
424,0.504152498,0.444112451,0.4741324744999999,0.47413247449999996
425,0.484468904,0.582030457,0.5332496805,0.5332496805
426,0.484468904,0.582030457,0.5332496805,0.5332496805
427,0.484468904,0.582030457,0.5332496805,0.5332496805
428,0.484468904,0.582030457,0.5332496805,0.5332496805
429,0.431975383,0.464071345,0.448023364,0.448023364
430,0.484468904,0.582030457,0.5332496805,0.5332496805
431,0.485555896,0.447099026,0.466327461,0.46632746099999994
432,0.36777353,0.485488746,0.426631138,0.426631138
433,0.3528436179999999,0.580052047,0.4664478325,0.46644783249999994
434,0.484468904,0.582030457,0.5332496805,0.5332496805
435,0.484468904,0.582030457,0.5332496805,0.5332496805
436,0.484468904,0.582030457,0.5332496805,0.5332496805
437,0.379939783,0.574692488,0.4773161354999999,0.47731613549999996
438,0.350468437,0.497968857,0.424218647,0.424218647
439,0.484468904,0.582030457,0.5332496805,0.5332496805
440,0.484468904,0.582030457,0.5332496805,0.5332496805
441,0.236985655,0.522573385,0.37977952,0.37977952
442,0.485555896,0.447099026,0.466327461,0.46632746099999994
443,0.484468904,0.582030457,0.5332496805,0.5332496805
444,0.484468904,0.582030457,0.5332496805,0.5332496805
445,0.484468904,0.582030457,0.5332496805,0.5332496805
446,0.484468904,0.582030457,0.5332496805,0.5332496805
447,0.339919344,0.622075186,0.480997265,0.480997265
448,0.484468904,0.582030457,0.5332496805,0.5332496805
449,0.247815864,0.595025622,0.421420743,0.42142074299999993
450,0.484468904,0.582030457,0.5332496805,0.5332496805
451,0.372285937,0.479189002,0.4257374695,0.4257374695
452,0.468880029,0.429920545,0.449400287,0.449400287
453,0.484468904,0.582030457,0.5332496805,0.5332496805
454,0.405697472,0.509130347,0.4574139095,0.45741390950000005
455,0.424856872,0.451257995,0.4380574335,0.43805743350000004
456,0.257399822,0.469457884,0.363428853,0.363428853
457,0.512586667,0.508343771,0.5104652190000001,0.5104652190000001
458,0.465971792,0.331096569,0.3985341805,0.3985341805
459,0.202672,0.5748293000000001,0.38875065,0.38875065
460,0.484468904,0.582030457,0.5332496805,0.5332496805
461,0.60292375,0.429166231,0.5160449905,0.5160449905
462,0.257683072,0.589504273,0.4235936725,0.4235936725
463,0.484468904,0.582030457,0.5332496805,0.5332496805
464,0.177726217,0.586819661,0.382272939,0.382272939
465,0.484468904,0.582030457,0.5332496805,0.5332496805
466,0.484468904,0.582030457,0.5332496805,0.5332496805
467,0.484468904,0.582030457,0.5332496805,0.5332496805
468,0.353088855,0.579244433,0.4661666439999999,0.4661666439999999
469,0.484468904,0.582030457,0.5332496805,0.5332496805
470,0.3580641879999999,0.584232023,0.4711481054999999,0.47114810549999997
471,0.385014751,0.496665957,0.440840354,0.44084035399999993
472,0.484468904,0.582030457,0.5332496805,0.5332496805
