,Role_Director,Character_Facet_Cont_SelfConsciousness,Temperament_Energetic,Character_Facet_Cont_Adventurousness
155,0.422783817,0.555540579,0.375,0.641083679
156,0.610142116,0.502575904,0.25,0.67551404
157,0.6210879429999999,0.472131035,0.0,0.430080374
158,0.5676258710000001,0.550782495,0.625,0.791551585
159,0.60584321,0.506409084,0.125,0.660574698
160,0.394379739,0.492497443,1.0,0.781647896
161,0.54912387,0.4947554879999999,0.25,0.666720245
162,0.506632318,0.598665908,1.0,0.7011786259999999
163,0.271973572,0.79928384,0.25,0.5394794310000001
164,0.472302505,0.2943381969999999,0.5,0.534632847
165,0.509065486,0.59762967,0.625,0.724659517
166,0.570020944,0.505358856,0.5,0.684480382
167,0.547826112,0.498098879,0.25,0.524989081
168,0.3429523929999999,0.551357807,0.5,0.51815175
169,0.469905562,0.512791698,0.375,0.637364752
170,0.523351925,0.553630394,0.125,0.594754286
171,0.421629195,0.3643888,0.125,0.445170251
172,0.466986501,0.596899834,0.5,0.69555692
173,0.5414378360000001,0.4704996529999999,0.5,0.7722723159999999
174,0.476117392,0.411117959,0.375,0.853091446
175,0.595815791,0.348856848,0.5,0.537807314
176,0.522767446,0.419549414,0.125,0.3748366529999999
177,0.627366595,0.435020704,0.75,0.6690665179999999
178,0.4172477679999999,0.62942802,1.0,0.712325648
179,0.451249119,0.510006788,0.0,0.528710236
180,0.419866798,0.614826151,0.625,0.652370185
181,0.535046106,0.495384572,0.0,0.6321980660000001
182,0.5263927429999999,0.68461498,0.625,0.660117119
183,0.647976448,0.493096827,0.375,0.588224957
184,0.462593651,0.466984457,0.375,0.620496115
185,0.544234761,0.531689896,0.5,0.5422353910000001
186,0.504294746,0.5291089170000001,0.5,0.676633557
187,0.472073527,0.501133855,0.625,0.8168395270000001
188,0.485233529,0.505473015,0.5,0.535838588
189,0.538390839,0.612754528,0.125,0.571906835
190,0.465864669,0.537000979,0.625,0.8125293509999999
191,0.6002518170000001,0.411541886,0.0,0.603010956
192,0.527602145,0.484415875,1.0,0.6106239139999999
193,0.588047008,0.519756939,0.25,0.526033854
194,0.575811379,0.523815935,0.375,0.653498213
195,0.187738362,0.7822554359999999,0.0,0.818042985
196,0.560623732,0.497986828,0.75,0.5788475479999999
197,0.502495052,0.4943636289999999,0.5,0.717354189
198,0.4492065289999999,0.521319101,0.5,0.539323412
199,0.361466439,0.4438311689999999,0.125,0.58955294
200,0.433096077,0.3855771429999999,0.0,0.651288484
201,0.329693072,0.773469565,0.0,0.614369417
202,0.667241236,0.533929445,0.75,0.493132106
203,0.6240396970000001,0.380872835,0.25,0.5977718120000001
204,0.539050563,0.461606766,0.375,0.688123398
205,0.660348157,0.536922865,0.125,0.618865123
206,0.605114202,0.464891674,0.5,0.59974057
207,0.578092732,0.451757901,0.0,0.476930987
208,0.563819094,0.636534423,0.625,0.632262009
209,0.478225265,0.637997867,0.0,0.6918459709999999
210,0.426242825,0.495378805,0.5,0.772790168
211,0.60137941,0.37960316,0.75,0.59187133
212,0.573015144,0.41977445,0.125,0.5990858170000001
213,0.312924119,0.474905241,0.125,0.3881652029999999
214,0.4076815179999999,0.365373778,0.0,0.502143036
215,0.56011791,0.544084656,0.125,0.7849765590000001
216,0.564307364,0.5130430970000001,0.375,0.610942746
217,0.511863773,0.378518706,0.125,0.565026949
218,0.408163769,0.279615629,0.125,0.427264922
219,0.4017032679999999,0.479021726,0.125,0.42593888
220,0.5839882270000001,0.356063375,0.125,0.553900575
221,0.541234216,0.364693126,0.125,0.589498321
222,0.4828077979999999,0.4704087979999999,0.125,0.429889023
223,0.660348157,0.536922865,0.125,0.618865123
224,0.616948822,0.3262960669999999,0.75,0.633684029
225,0.4948029879999999,0.505114676,0.625,0.708014567
226,0.5300068720000001,0.383303212,0.125,0.58230225
227,0.6305364529999999,0.553779241,0.5,0.7049837290000001
228,0.533765382,0.579238361,0.125,0.5133293529999999
229,0.5317642920000001,0.248747193,0.5,0.419555099
230,0.635896633,0.470624267,0.25,0.703488357
231,0.337041132,0.2041362339999999,0.125,0.349929114
232,0.5208292870000001,0.577003412,0.125,0.612836132
233,0.5386237070000001,0.385578425,0.125,0.4768803579999999
234,0.660348157,0.536922865,0.125,0.618865123
235,0.264516594,0.3938297739999999,0.0,0.3902045729999999
236,0.660348157,0.536922865,0.125,0.618865123
237,0.660348157,0.536922865,0.125,0.618865123
238,0.540184783,0.458686535,0.375,0.552281745
239,0.384719282,0.4998135939999999,0.125,0.403212633
240,0.624755884,0.314832406,0.0,0.334775427
241,0.408014121,0.4664391089999999,0.125,0.479948289
242,0.646505385,0.422152632,0.125,0.476641341
243,0.592384172,0.3657012089999999,0.125,0.425798667
244,0.444340685,0.620192473,0.125,0.803714835
245,0.33359257,0.29655109,0.125,0.50042703
246,0.367616514,0.401477088,0.375,0.4565785529999999
247,0.660348157,0.536922865,0.125,0.618865123
248,0.660348157,0.536922865,0.125,0.618865123
249,0.3889440529999999,0.633670497,0.625,0.6896680909999999
250,0.260632479,0.6554856170000001,0.25,0.687980123
251,0.559352559,0.559262139,0.5,0.5115771960000001
252,0.408955046,0.615401491,0.0,0.462269225
253,0.54666805,0.347734945,0.0,0.6340084979999999
254,0.3795138079999999,0.605109636,0.5,0.738571695
255,0.436815646,0.562093657,0.5,0.406887767
256,0.660348157,0.536922865,0.125,0.618865123
257,0.264077526,0.476124719,0.125,0.638769932
258,0.5953344,0.435729072,0.0,0.467621444
259,0.427653706,0.468030509,0.25,0.673670971
260,0.437530345,0.427549772,0.125,0.3935309429999999
261,0.510188776,0.670785753,0.375,0.6327549379999999
262,0.5359689879999999,0.511633715,0.5,0.587962324
263,0.660348157,0.536922865,0.125,0.618865123
264,0.4811180129999999,0.4466211029999999,0.0,0.4105369989999999
265,0.500526371,0.321009978,0.0,0.349771062
266,0.480630214,0.579981494,0.5,0.56580358
267,0.577088156,0.455805014,0.625,0.671957699
268,0.618693525,0.305842896,0.5,0.469101226
269,0.552035961,0.424811257,0.75,0.593209974
270,0.470673325,0.549043015,0.5,0.713366547
271,0.400392361,0.4915468189999999,0.625,0.7848696470000001
272,0.552035961,0.424811257,0.75,0.593209974
273,0.521885342,0.398351056,0.75,0.750765198
274,0.4476903279999999,0.220478598,0.5,0.523421491
275,0.6487153489999999,0.3005562639999999,0.5,0.582933584
276,0.384501676,0.454960857,0.125,0.614566258
277,0.53398468,0.305862956,0.0,0.426372697
278,0.642902973,0.4120665229999999,0.375,0.657839344
279,0.462037216,0.503254199,0.375,0.7532439679999999
280,0.446050551,0.533254253,0.75,0.656824368
281,0.506948133,0.457691036,0.5,0.463790656
282,0.552035961,0.424811257,0.75,0.593209974
283,0.5769046760000001,0.606990397,0.375,0.63695387
284,0.514182072,0.450931749,0.375,0.719132722
285,0.6638847760000001,0.387631491,0.125,0.572258471
286,0.486283178,0.52555434,0.5,0.53886763
287,0.63841351,0.481886166,0.375,0.598448115
288,0.395210215,0.533458731,0.5,0.5699349920000001
289,0.404601669,0.749578427,0.0,0.5673360270000001
290,0.617096348,0.485586286,0.5,0.478801995
291,0.570999876,0.604447125,0.5,0.788070316
292,0.618096915,0.501930255,0.25,0.618465203
293,0.609810353,0.523534093,0.25,0.655436162
294,0.660348157,0.536922865,0.125,0.618865123
295,0.552035961,0.424811257,0.75,0.593209974
296,0.552035961,0.424811257,0.75,0.593209974
297,0.400036316,0.627400702,0.125,0.46367872
298,0.442359909,0.36657879,0.0,0.669406145
299,0.4318922879999999,0.21176412,0.125,0.569819206
300,0.517630328,0.362417656,0.125,0.515901525
301,0.442682447,0.595335539,0.625,0.774722879
302,0.523500968,0.370680211,0.375,0.763148387
303,0.547367024,0.45985469,0.375,0.6646814870000001
304,0.517953064,0.403837412,0.625,0.735750283
305,0.485096661,0.327520246,0.125,0.492642939
306,0.5267065320000001,0.488094023,0.0,0.579669288
307,0.576500456,0.47941981,0.375,0.67334783
308,0.3998861629999999,0.587318714,0.5,0.670249335
309,0.602530401,0.449851725,0.125,0.551008946
310,0.528597173,0.428278034,0.125,0.365476447
311,0.534168697,0.488094695,0.5,0.423135971
312,0.4736652179999999,0.492945736,0.125,0.56361881
313,0.6475953000000001,0.438670512,0.625,0.640950393
314,0.460316813,0.293036271,0.125,0.437813985
315,0.425292905,0.410958415,0.125,0.397777603
316,0.608183516,0.481936486,0.375,0.540271804
317,0.447007112,0.471288734,0.75,0.672015693
318,0.474687453,0.427380567,0.25,0.830971201
319,0.458442019,0.488323929,0.5,0.535585595
320,0.348454269,0.63184409,0.125,0.509848689
321,0.300664959,0.593364074,0.5,0.836598005
322,0.534422961,0.42388115,0.0,0.51297894
323,0.491337455,0.592078248,0.5,0.776551105
324,0.5496345810000001,0.397774895,0.0,0.677149235
325,0.4400773979999999,0.577791124,0.125,0.492297731
326,0.395064035,0.56840938,0.5,0.584307119
327,0.654851935,0.395350804,0.125,0.650796674
328,0.2571764019999999,0.499481878,0.5,0.751347723
329,0.552035961,0.424811257,0.75,0.593209974
330,0.562079656,0.48725497,0.75,0.553945357
331,0.678311324,0.330779916,0.0,0.510454037
332,0.5035674920000001,0.474600441,0.5,0.708562024
333,0.431439416,0.580471339,0.5,0.461333521
334,0.561309766,0.3104984739999999,0.0,0.620496988
335,0.736946158,0.464811951,0.125,0.392853086
336,0.485449829,0.459947917,0.5,0.444321136
337,0.660348157,0.536922865,0.125,0.618865123
338,0.4455424529999999,0.343837197,0.125,0.599990634
339,0.5013627629999999,0.624786579,0.375,0.555663738
340,0.650799401,0.463670497,0.125,0.571986666
341,0.3088450339999999,0.6876111109999999,0.125,0.408047954
342,0.657140962,0.4396138129999999,0.375,0.641169174
343,0.660348157,0.536922865,0.125,0.618865123
344,0.486283178,0.52555434,0.5,0.53886763
345,0.500271397,0.5778447320000001,0.5,0.5659472879999999
346,0.532977865,0.384394744,0.125,0.658956202
347,0.6013027160000001,0.326368645,0.75,0.5274639170000001
348,0.53527936,0.376310387,0.125,0.580199362
349,0.713832515,0.413516369,0.125,0.506606656
350,0.548453129,0.354071557,0.0,0.559424084
351,0.632459448,0.48713048,0.375,0.585529118
352,0.585105595,0.457224751,0.75,0.575383265
353,0.54802893,0.380936856,0.125,0.599650721
354,0.486283178,0.52555434,0.5,0.53886763
355,0.4375707029999999,0.6224275770000001,0.5,0.585008063
356,0.4767389589999999,0.5125482570000001,0.5,0.4393671429999999
357,0.432095138,0.355660414,0.125,0.368501926
358,0.406543283,0.532456402,0.5,0.492854113
359,0.404399174,0.633365143,0.25,0.707545306
360,0.6842916240000001,0.427918925,0.125,0.559372977
361,0.4163532999999999,0.502061737,0.125,0.56743399
362,0.605705521,0.356988524,0.125,0.6025749229999999
363,0.533975057,0.493038288,0.5,0.6128670279999999
364,0.5364845429999999,0.6308104920000001,0.125,0.494888417
365,0.515837594,0.444662844,0.25,0.6433971860000001
366,0.559971662,0.456394105,0.125,0.488314319
367,0.534450967,0.357083427,0.5,0.571971916
368,0.582651948,0.341053049,0.125,0.503327614
369,0.749284305,0.443474875,0.0,0.557664881
370,0.660348157,0.536922865,0.125,0.618865123
371,0.551995647,0.3990864079999999,0.0,0.485380881
372,0.596633208,0.401173104,0.0,0.529310701
373,0.499906311,0.422979624,0.5,0.614017396
374,0.670478626,0.5027456889999999,0.5,0.6715360640000001
375,0.584913702,0.549012271,0.375,0.53434888
376,0.5652790289999999,0.438570562,0.625,0.6533737829999999
377,0.502874414,0.275213269,0.125,0.493111385
378,0.289637403,0.26526291,0.0,0.397885869
379,0.4585394989999999,0.507114986,0.375,0.601391016
380,0.359093472,0.6739976879999999,0.0,0.498251358
381,0.588489508,0.481956974,0.125,0.431111715
382,0.660348157,0.536922865,0.125,0.618865123
383,0.491736988,0.626072991,0.0,0.701529355
384,0.668521012,0.5946525570000001,0.375,0.4237198579999999
385,0.5567857970000001,0.451039116,0.375,0.6079229939999999
386,0.42308723,0.45118933,0.125,0.617564892
387,0.502068882,0.571558665,0.5,0.56341477
388,0.364285817,0.575657659,0.5,1.0
389,0.434487305,0.449304054,0.625,0.64995478
390,0.369166339,0.410643078,0.375,0.672510698
391,0.403777415,0.276695713,0.5,0.610704217
392,0.4008688629999999,0.165143341,0.125,0.547443406
393,0.435070261,0.664477465,0.625,0.7371722690000001
394,0.49607514,0.566331194,0.5,0.566276549
395,0.660348157,0.536922865,0.125,0.618865123
396,0.331699915,0.637434433,0.625,0.812072107
397,0.550502579,0.5132796860000001,0.375,0.592364779
398,0.463377091,0.398424621,0.0,0.468842989
399,0.588361835,0.4188639529999999,0.125,0.648015156
400,0.5480662510000001,0.349343695,0.125,0.465964456
401,0.624088577,0.412773641,0.25,0.5623253220000001
402,0.627167166,0.394559473,0.25,0.518889175
403,0.4364179,0.545934791,0.375,0.703372323
404,0.5378514529999999,0.283327929,0.5,0.572521838
405,0.537761842,0.3675045999999999,0.25,0.556056312
406,0.523784036,0.3957980239999999,0.25,0.666933894
407,0.660348157,0.536922865,0.125,0.618865123
408,0.660348157,0.536922865,0.125,0.618865123
409,0.4503536929999999,0.255677767,0.5,0.538344561
410,0.4390724929999999,0.472932817,0.375,0.653245697
411,0.49888695,0.32984358,0.75,0.748543015
412,0.385357344,0.613047036,0.5,0.675600145
413,0.660348157,0.536922865,0.125,0.618865123
414,0.397208305,0.6435575170000001,0.0,0.60603523
415,0.525962144,0.457463391,1.0,0.676437416
416,0.660348157,0.536922865,0.125,0.618865123
417,0.426901886,0.474601667,0.25,0.631698243
418,0.4750482479999999,0.418094543,0.375,0.681767459
419,0.476582217,0.501823667,0.25,0.777531104
420,0.552035961,0.424811257,0.75,0.593209974
421,0.441002871,0.3069076739999999,0.125,0.522430441
422,0.660348157,0.536922865,0.125,0.618865123
423,0.490401739,0.27876194,0.125,0.615804394
424,0.4886557929999999,0.564740896,0.625,0.7963728170000001
425,0.660348157,0.536922865,0.125,0.618865123
426,0.660348157,0.536922865,0.125,0.618865123
427,0.660348157,0.536922865,0.125,0.618865123
428,0.660348157,0.536922865,0.125,0.618865123
429,0.532595528,0.368299221,0.125,0.621127172
430,0.660348157,0.536922865,0.125,0.618865123
431,0.552035961,0.424811257,0.75,0.593209974
432,0.420554249,0.5564286999999999,0.625,0.736038583
433,0.474799721,0.569553877,0.5,0.575180378
434,0.660348157,0.536922865,0.125,0.618865123
435,0.660348157,0.536922865,0.125,0.618865123
436,0.660348157,0.536922865,0.125,0.618865123
437,0.383263201,0.672220468,0.625,0.7521030209999999
438,0.446214517,0.413088406,0.125,0.639344962
439,0.660348157,0.536922865,0.125,0.618865123
440,0.660348157,0.536922865,0.125,0.618865123
441,0.384475744,0.3240957989999999,0.125,0.564506145
442,0.552035961,0.424811257,0.75,0.593209974
443,0.660348157,0.536922865,0.125,0.618865123
444,0.660348157,0.536922865,0.125,0.618865123
445,0.660348157,0.536922865,0.125,0.618865123
446,0.660348157,0.536922865,0.125,0.618865123
447,0.638548833,0.3821271029999999,0.0,0.551649353
448,0.660348157,0.536922865,0.125,0.618865123
449,0.3482572,0.637137506,0.125,0.614926124
450,0.660348157,0.536922865,0.125,0.618865123
451,0.391197332,0.611004577,1.0,0.734412223
452,0.606522828,0.497921964,0.25,0.58971181
453,0.660348157,0.536922865,0.125,0.618865123
454,0.608008126,0.304599369,0.125,0.477256227
455,0.474860426,0.320493076,0.125,0.6588470129999999
456,0.428178209,0.330617498,0.5,0.639619092
457,0.586842854,0.428383506,0.75,0.578419816
458,0.517421803,0.319540056,0.0,0.630891615
459,0.413901732,0.324418948,0.5,0.43230536
460,0.660348157,0.536922865,0.125,0.618865123
461,0.602794035,0.472496657,0.625,0.5804629729999999
462,0.4159099,0.6464353660000001,0.0,0.632542984
463,0.660348157,0.536922865,0.125,0.618865123
464,0.452181991,0.600556629,0.5,0.617379936
465,0.660348157,0.536922865,0.125,0.618865123
466,0.660348157,0.536922865,0.125,0.618865123
467,0.660348157,0.536922865,0.125,0.618865123
468,0.528426492,0.487867038,0.125,0.550534018
469,0.660348157,0.536922865,0.125,0.618865123
470,0.3380665879999999,0.59399905,0.125,0.527475893
471,0.379289662,0.572772085,0.625,0.62262162
472,0.660348157,0.536922865,0.125,0.618865123
473,0.660348157,0.536922865,0.125,0.618865123
474,0.294030427,0.647230438,0.125,0.470309532
475,0.5127128989999999,0.489628456,0.375,0.57526643
476,0.660348157,0.536922865,0.125,0.618865123
477,0.660348157,0.536922865,0.125,0.618865123
478,0.601941053,0.520833394,0.125,0.490236416
479,0.516473617,0.467860867,0.25,0.65998313
480,0.614427194,0.30682459,0.375,0.613374918
481,0.552035961,0.424811257,0.75,0.593209974
482,0.660348157,0.536922865,0.125,0.618865123
483,0.471679811,0.606836261,0.625,0.674325361
484,0.660348157,0.536922865,0.125,0.618865123
485,0.660348157,0.536922865,0.125,0.618865123
486,0.506343516,0.429395151,0.375,0.6517641479999999
487,0.660348157,0.536922865,0.125,0.618865123
488,0.392320817,0.564111086,1.0,0.689870093
489,0.550954759,0.4410146129999999,0.125,0.475827632
490,0.552035961,0.424811257,0.75,0.593209974
491,0.33044474,0.581663583,0.5,0.6193997929999999
492,0.475013291,0.374751042,0.0,0.608918663
493,0.406814356,0.351111926,0.0,0.576588814
494,0.660348157,0.536922865,0.125,0.618865123
495,0.502181576,0.475506084,0.75,0.5780754260000001
496,0.660348157,0.536922865,0.125,0.618865123
497,0.660348157,0.536922865,0.125,0.618865123
498,0.660348157,0.536922865,0.125,0.618865123
499,0.406709846,0.3858434,0.375,0.8368100279999999
500,0.660348157,0.536922865,0.125,0.618865123
501,0.660348157,0.536922865,0.125,0.618865123
502,0.313847951,0.667632165,0.125,0.411151754
503,0.660348157,0.536922865,0.125,0.618865123
504,0.382842895,0.7218500390000001,0.0,0.4585451679999999
505,0.4433358679999999,0.37215037,0.5,0.589569228
506,0.660348157,0.536922865,0.125,0.618865123
507,0.481847541,0.2849748689999999,0.0,0.507173998
508,0.552035961,0.424811257,0.75,0.593209974
509,0.483924997,0.446184983,0.375,0.737442314
510,0.5329213970000001,0.429330518,0.375,0.709557675
511,0.530692535,0.446940116,0.25,0.7504447240000001
512,0.301283227,0.659131982,0.125,0.455630734
513,0.484498934,0.466202537,0.375,0.643400486
514,0.5079227070000001,0.306253255,0.125,0.672166887
515,0.660348157,0.536922865,0.125,0.618865123
516,0.396972312,0.595645442,0.5,0.80712552
517,0.4657874879999999,0.532343432,0.5,0.682369142
518,0.473410897,0.291526011,0.125,0.5377246379999999
519,0.660348157,0.536922865,0.125,0.618865123
520,0.262117911,0.597155289,0.5,0.5718375520000001
521,0.660348157,0.536922865,0.125,0.618865123
522,0.563660542,0.34725595,0.125,0.512644283
523,0.522391782,0.4285786239999999,0.0,0.487582332
524,0.660348157,0.536922865,0.125,0.618865123
525,0.496044734,0.328974878,0.125,0.548517887
526,0.660348157,0.536922865,0.125,0.618865123
527,0.4872218129999999,0.461249285,0.25,0.6999018640000001
528,0.410382481,0.56110075,0.5,0.7751015859999999
529,0.578708077,0.442748443,0.125,0.5088061420000001
530,0.552035961,0.424811257,0.75,0.593209974
531,0.660348157,0.536922865,0.125,0.618865123
532,0.610395762,0.4940249479999999,0.125,0.576815974
533,0.552035961,0.424811257,0.75,0.593209974
534,0.55024689,0.4986528289999999,0.375,0.557866593
535,0.466413207,0.5287041720000001,0.375,0.7315679359999999
536,0.414006652,0.501746641,1.0,0.589715741
537,0.5042964560000001,0.5104368979999999,0.25,0.7161363209999999
538,0.552035961,0.424811257,0.75,0.593209974
539,0.486837879,0.569080425,0.25,0.584190379
540,0.660348157,0.536922865,0.125,0.618865123
541,0.621627803,0.37152528,0.625,0.669470943
542,0.3552545029999999,0.620472586,1.0,0.753056049
543,0.434271778,0.330510979,0.125,0.597820438
544,0.660348157,0.536922865,0.125,0.618865123
