,Role_Companion,Character_Facet_Cont_Cooperation,Mean
0,0.541371661,0.3520323829999999,0.446702022
1,0.230455161,0.401419041,0.315937101
2,0.463356601,0.335437081,0.399396841
3,0.2180700039999999,0.461568841,0.33981942249999997
4,0.415671777,0.437005951,0.426338864
5,0.354113641,0.443913328,0.39901348449999996
6,0.432685408,0.52756385,0.48012462899999997
7,0.157359752,0.388460333,0.2729100425
8,0.281928481,0.223130944,0.2525297125
9,0.543925957,0.328975769,0.436450863
10,0.5414771429999999,0.407937495,0.47470731899999996
11,0.342524459,0.488682629,0.415603544
12,0.234108327,0.3487191079999999,0.29141371749999995
13,0.566427176,0.522796905,0.5446120405
14,0.280000478,0.391919482,0.33595998
15,0.2731034639999999,0.590393505,0.4317484844999999
16,0.3919263,0.344838256,0.368382278
17,0.294638613,0.301775556,0.2982070845
18,0.416753125,0.371061796,0.39390746050000003
19,0.463412615,0.601079336,0.5322459755
20,0.499206386,0.2457568889999999,0.37248163749999996
21,0.204941175,0.404636976,0.3047890755
22,0.2370424119999999,0.373099971,0.30507119149999995
23,0.2502919389999999,0.45971424,0.3550030894999999
24,0.368111181,0.3336216489999999,0.35086641499999993
25,0.171311128,0.189505416,0.180408272
26,0.298289274,0.2416769889999999,0.2699831315
27,0.6035208120000001,0.423294451,0.5134076315
28,0.3212839819999999,0.562803918,0.44204394999999996
29,0.477722098,0.465109867,0.4714159825
30,0.327861717,0.496864017,0.412362867
31,0.177632046,0.441545937,0.30958899149999997
32,0.319086396,0.39923698,0.35916168800000003
33,0.543925957,0.328975769,0.436450863
34,0.357753484,0.526985419,0.44236945149999995
35,0.535979815,0.5674749570000001,0.551727386
36,0.4756805979999999,0.400227611,0.43795410449999994
37,0.4684852539999999,0.27079072,0.36963798699999995
38,0.1727818139999999,0.36369694,0.26823937699999995
39,0.311569122,0.215058468,0.26331379499999996
40,0.260395668,0.2407939589999999,0.25059481349999996
41,0.615682913,0.456936261,0.536309587
42,0.287513093,0.347215531,0.31736431200000004
43,0.373765795,0.266377217,0.320071506
44,0.436109922,0.210926593,0.32351825749999996
45,0.4715871339999999,0.362054092,0.41682061299999995
46,0.4489452479999999,0.343034313,0.39598978049999994
47,0.423117147,0.193534088,0.3083256175
48,0.4966998589999999,0.469835501,0.48326768
49,0.095020912,0.23339576,0.164208336
50,0.641489167,0.473172064,0.5573306155
51,0.272477705,0.3193258439999999,0.2959017745
52,0.512661456,0.24011547,0.376388463
53,0.570136715,0.445701327,0.507919021
54,0.5234414589999999,0.500637212,0.5120393354999999
55,0.307503137,0.204129616,0.2558163765
56,0.548221171,0.539123438,0.5436723045
57,0.678637334,0.4633394179999999,0.570988376
58,0.325241601,0.437162591,0.381202096
59,0.6149617239999999,0.404636067,0.5097988954999999
60,0.538807932,0.47394355,0.506375741
61,0.664540792,0.4618829,0.563211846
62,0.5793087379999999,0.324877956,0.452093347
63,0.512225174,0.355477627,0.43385140050000004
64,0.26672773,0.2712495,0.268988615
65,0.1960324839999999,0.440875545,0.31845401449999994
66,0.532597556,0.513630058,0.523113807
67,0.4534339289999999,0.434261623,0.4438477759999999
68,0.436655215,0.4240609729999999,0.4303580939999999
69,0.306154366,0.4030100179999999,0.35458219199999996
70,0.332927516,0.332729946,0.332828731
71,0.115724003,0.605494367,0.360609185
72,0.401915405,0.540127327,0.471021366
73,0.062757811,0.247393959,0.155075885
74,0.062757811,0.247393959,0.155075885
75,0.354667372,0.346787342,0.350727357
76,0.257315014,0.38929071,0.323302862
77,0.527736505,0.3249597589999999,0.426348132
78,0.5945527820000001,0.49635825,0.5454555160000001
79,0.4660080379999999,0.3452869679999999,0.4056475029999999
80,0.194494703,0.354598985,0.27454684399999996
81,0.5620146229999999,0.559486507,0.560750565
82,0.539327298,0.610026367,0.5746768325
83,0.467803025,0.5141980389999999,0.49100053199999993
84,0.435549772,0.3625739129999999,0.3990618425
85,0.342209504,0.446988636,0.39459907
86,0.44752123,0.30479874,0.37615998500000003
87,0.267780858,0.524210152,0.395995505
88,0.354354946,0.35140724,0.35288109300000003
89,0.398992667,0.295322357,0.347157512
90,0.4494803089999999,0.491928036,0.47070417249999996
91,0.307570581,0.3623576089999999,0.33496409499999996
92,0.429805265,0.445604736,0.4377050005
93,0.180195253,0.535495921,0.357845587
94,0.645577564,0.613817112,0.6296973379999999
95,0.520703726,0.543253145,0.5319784355
96,0.167653324,0.335675547,0.2516644355
97,0.26358508,0.311681669,0.28763337450000004
98,0.409223786,0.4916673239999999,0.45044555499999994
99,0.22684266,0.557859068,0.39235086399999997
100,0.5191627529999999,0.602748768,0.5609557605
101,0.414961817,0.472965741,0.443963779
102,0.62099491,0.362034367,0.4915146385
103,0.465534765,0.254483485,0.36000912500000004
104,0.367678414,0.405403171,0.3865407925
105,0.353971197,0.396900243,0.37543572000000003
106,0.259108296,0.227972092,0.243540194
107,0.27851644,0.374316606,0.326416523
108,0.569496226,0.5475445320000001,0.5585203790000001
109,0.672636993,0.558034337,0.615335665
110,0.421172587,0.492249458,0.45671102249999995
111,0.338691058,0.388423587,0.3635573225
112,0.4989806989999999,0.6200982110000001,0.559539455
113,0.29002248,0.363820144,0.326921312
114,0.293507186,0.306074943,0.2997910645
115,0.37001841,0.441122704,0.405570557
116,0.290471138,0.457038451,0.37375479450000004
117,0.598819378,0.450752766,0.5247860719999999
118,0.543702706,0.280424719,0.4120637125
119,0.515129672,0.398986613,0.4570581425
120,0.6653023,0.37974626,0.5225242800000001
121,0.492211402,0.2167009,0.354456151
122,0.464584392,0.502621406,0.48360289900000003
123,0.296456573,0.390900115,0.34367834399999997
124,0.422206359,0.520288733,0.47124754599999996
125,0.5129030760000001,0.4335353729999999,0.4732192245
126,0.3774024529999999,0.124462147,0.25093229999999994
127,0.382932303,0.520087701,0.451510002
128,0.153012818,0.357679096,0.25534595699999996
129,0.4617458989999999,0.473385886,0.4675658924999999
130,0.630579176,0.3742235989999999,0.5024013875
131,0.727513478,0.446361372,0.586937425
132,0.402379184,0.4271948379999999,0.4147870109999999
