,Role_Guru,Personal_Values_Facet_Cont_SelfDirectionThought,Temperament_Phlegmatic,Personal_Values_Facet_Cont_Reputation,Mean,Mean_RoleGuru
0,0.758007938,0.300860021,0.25,0.303196798,0.40301618925,0.4030161892500001
1,0.38203138,0.326278361,0.75,0.3387208579999999,0.4492576497499999,0.4492576497499999
2,0.34142547,0.271818353,0.5,0.685387537,0.44965784,0.44965784
3,0.379951474,0.374887685,0.5,0.2107834689999999,0.366405657,0.366405657
4,0.632996013,0.253146845,0.75,0.36634715,0.500622502,0.500622502
5,0.480595465,0.307246856,0.25,0.253270545,0.3227782165,0.3227782165
6,0.587758997,0.32928704,0.5,0.2608653139999999,0.4194778377499999,0.41947783774999997
7,0.381446888,0.220327209,0.5,0.50478439,0.4016396217499999,0.40163962174999995
8,0.5360096839999999,0.2220797289999999,1.0,0.530227908,0.5720793302499999,0.5720793302499999
9,0.649759834,0.244408323,0.5,0.36058655,0.43868867675,0.43868867675
10,0.61755167,0.335454956,0.25,0.3297064269999999,0.38317826325,0.38317826325
11,0.478571156,0.303632023,0.5,0.247252413,0.382363898,0.382363898
12,0.4009870679999999,0.316930738,0.5,0.6203158529999999,0.45955841475,0.45955841475
13,0.789314065,0.275918641,0.25,0.531340393,0.46164327475,0.46164327475000005
14,0.4645738829999999,0.220327209,0.5,0.309433577,0.37358366725,0.37358366725
15,0.489223386,0.252469617,0.0,0.485805804,0.30687470175,0.30687470175
16,0.39648468,0.2165246189999999,0.0,0.347089347,0.2400246614999999,0.24002466149999993
17,0.450905111,0.359122811,0.25,0.567653151,0.40692026825,0.40692026825
18,0.406210166,0.298886979,0.5,0.15175895,0.33921402375,0.3392140237499999
19,0.329476288,0.391153567,0.0,0.251960836,0.24314767275,0.24314767274999996
20,0.607838711,0.263279098,0.5,0.50487012,0.4689969822499999,0.4689969822499999
21,0.344382082,0.335454956,0.25,0.3365673729999999,0.31660110275,0.31660110275
22,0.373449582,0.234558588,0.25,0.453563637,0.32789295175,0.32789295175
23,0.474055232,0.307246856,0.5,0.408305276,0.422401841,0.42240184100000006
24,0.337412599,0.309357008,0.5,0.3900245329999999,0.3841985349999999,0.3841985349999999
25,0.362213737,0.2495805569999999,0.25,0.514932883,0.3441817942499999,0.3441817942499999
26,0.4319220079999999,0.316214405,0.75,0.4289727929999999,0.4817773015,0.48177730150000003
27,0.793956338,0.250324673,0.25,0.382561782,0.41921069825,0.41921069825000007
28,0.346394636,0.308932822,0.0,0.395070185,0.26259941075,0.26259941075
29,0.51430984,0.343083415,0.0,0.322694556,0.29502195275,0.29502195275000004
30,0.499528116,0.293391383,0.25,0.219629611,0.3156372775,0.3156372775
31,0.3788125639999999,0.220327209,0.5,0.3990731279999999,0.3745532252499999,0.37455322524999995
32,0.442751117,0.307246856,0.25,0.29039714,0.32259877825,0.32259877825
33,0.649759834,0.244408323,0.5,0.36058655,0.43868867675,0.43868867675
34,0.4124304479999999,0.220327209,0.0,0.264996701,0.2244385894999999,0.22443858949999992
35,0.48885147,0.145022699,0.25,0.21028915,0.27354082975,0.27354082975
36,0.606848663,0.26138314,0.75,0.43546562,0.51342435575,0.5134243557499999
37,0.435551546,0.402354593,0.0,0.4993234029999999,0.3343073854999999,0.3343073854999999
38,0.289326984,0.400837449,0.25,0.6753240309999999,0.403872116,0.403872116
39,0.4159196639999999,0.277985538,0.5,0.5642628239999999,0.4395420064999999,0.43954200649999997
40,0.332839403,0.284920847,0.75,0.421434412,0.4472986654999999,0.44729866549999997
41,0.434150739,0.2040401919999999,0.0,0.255500596,0.2234228817499999,0.22342288174999994
42,0.3538998679999999,0.3425442429999999,0.25,0.500233409,0.3616693799999999,0.36166937999999993
43,0.487101075,0.303650686,0.0,0.257636314,0.26209701875,0.26209701875
44,0.513541354,0.209470217,0.25,0.275637833,0.312162351,0.312162351
45,0.407148524,0.197458191,0.0,0.270848133,0.218863712,0.21886371200000002
46,0.511596383,0.251738306,0.5,0.412233311,0.418892,0.41889200000000004
47,0.458525114,0.2653509089999999,0.5,0.354616921,0.3946232359999999,0.39462323599999993
48,0.559789259,0.346785984,0.25,0.170863895,0.3318597845,0.3318597845
49,0.265234869,0.390763186,0.5,0.538615321,0.423653344,0.42365334399999993
50,0.588148007,0.285584299,0.25,0.4337214889999999,0.3893634487499999,0.38936344874999995
51,0.361974515,0.384571566,0.0,0.469439121,0.3039963005,0.3039963005
52,0.630490679,0.342660756,0.75,0.5637370429999999,0.5717221195,0.5717221195
53,0.468037161,0.400837449,0.25,0.304848635,0.35593081125,0.35593081125
