,Role_Deputy,Personal_Values_Cont_OpennessToChange,Character_Facet_Cont_Morality,Character_Facet_Cont_Depression,Mean
88,0.140616526,0.302326523,0.292957388,0.766318183,0.37555465499999996
89,0.19961684,0.304216429,0.277995194,0.6872243509999999,0.36726320349999997
90,0.459440604,0.308655887,0.395245475,0.6028084779999999,0.441537611
91,0.0,0.302748947,0.232164812,0.7279898779999999,0.31572590925
92,0.28033671,0.30640547,0.223529238,0.558212842,0.342121065
93,0.072346904,0.311490293,0.047602019,0.465824154,0.22431584249999997
94,0.524294267,0.302314323,0.413487996,0.719208253,0.48982620975
95,0.445619731,0.300425255,0.292725526,0.563656753,0.40060681625000005
96,0.116832177,0.29841741,0.287435438,0.4958386729999999,0.29963092449999995
97,0.046275682,0.307754758,0.291626128,0.626796907,0.31811336874999996
98,0.259178267,0.305590826,0.284443485,0.529861479,0.34476851425
99,0.074267385,0.300325755,0.234568875,0.66221442,0.31784410875
100,0.259268267,0.294686276,0.234948218,0.648268647,0.359292852
101,0.208706735,0.307735696,0.212668381,0.562183283,0.32282352375
102,0.62364538,0.276129243,0.596235741,0.657221934,0.5383080745
103,0.30212043,0.268350153,0.508587621,0.6036211260000001,0.4206698325
104,0.27437822,0.3012866,0.3346061369999999,0.7276594009999999,0.4094825895
105,0.207690614,0.302837357,0.261976709,0.609948199,0.34561321975
106,0.344662847,0.310843275,0.463918834,0.59270621,0.4280327915
107,0.104209754,0.308012503,0.1804797719999999,0.651339473,0.3110103755
108,0.402357912,0.3077363489999999,0.346189791,0.63873575,0.4237549505
109,0.59569658,0.306192393,0.523187458,0.628021235,0.5132744164999999
110,0.40557562,0.303035972,0.284417788,0.503852053,0.37422035825
111,0.1270671119999999,0.299286326,0.189747478,0.676400752,0.32312541699999997
112,0.718912161,0.304441798,0.449220231,0.419364867,0.47298476425
113,0.023847021,0.298262102,0.278258114,0.683080805,0.32086201049999996
114,0.142483579,0.308447623,0.302316471,0.8380206659999999,0.39781708475
115,0.174341001,0.294583689,0.340205475,0.666864016,0.36899854525
116,0.311301101,0.311014201,0.331215517,0.597186673,0.387679373
117,0.396747555,0.303004758,0.316756908,0.723254132,0.43494083824999996
118,0.563188579,0.291545846,0.552122566,0.683601146,0.5226145342499999
119,0.402372497,0.3076907219999999,0.324994468,0.558495544,0.39838830775
120,0.482005749,0.308603071,0.650551735,0.702919072,0.53601990675
121,0.315781679,0.29835934,0.764976972,0.8601879040000001,0.55982647375
122,0.588683114,0.291769426,0.626631162,0.549412028,0.5141239325
123,0.062223859,0.2990814519999999,0.323331359,0.545362944,0.3074999035
124,0.2832337889999999,0.300927732,0.304134085,0.646924346,0.383804988
125,0.34776914,0.299607566,0.220121282,0.741093282,0.4021478175
126,0.140941017,0.2950079539999999,0.663011162,0.8225049609999999,0.48036627349999994
127,0.521241889,0.307479503,0.393140359,0.44076316,0.41565622775
128,0.0,0.296887954,0.201491075,0.870432051,0.34220277
129,0.382091609,0.298546241,0.337057856,0.55896642,0.3941655315
130,0.4438294379999999,0.297731168,0.292742365,0.54181551,0.39402962025
131,0.459631134,0.305400389,0.442495944,0.596723943,0.4510628525
132,0.340531102,0.30535337,0.387103227,0.666977444,0.42499128575
133,0.344856241,0.306394853,0.2104084889999999,0.455046464,0.32917651174999996
134,0.309779962,0.307420189,0.2881069539999999,0.298894425,0.3010503825
135,0.526477514,0.300580732,0.523722719,0.708747638,0.51488215075
136,0.545710343,0.289182167,0.538095725,0.686183929,0.514793041
137,0.256140491,0.309408429,0.3391975279999999,0.77560267,0.4200872795
138,0.488834021,0.285149005,0.48006235,0.674302125,0.48208687525000005
139,0.0,0.303165117,0.2517194,0.722616418,0.31937523375
140,0.584486072,0.305531242,0.551502733,0.529287428,0.49270186875
141,0.452577191,0.312931473,0.259003386,0.5217672839999999,0.38656983349999996
142,0.206692891,0.299987498,0.251046133,0.667129772,0.3562140735
143,0.158415888,0.29867867,0.304971215,0.59174834,0.33845352824999997
144,0.18164456,0.277363032,0.534316303,0.890779625,0.47102588
145,0.255385459,0.3021769,0.421333616,0.8058743340000001,0.44619257725000006
146,0.5021930029999999,0.299217542,0.390619801,0.420745053,0.40319384974999994
147,0.01901774,0.303145462,0.273583592,0.671025448,0.3166930605
148,0.731543321,0.299106846,0.467399306,0.422110408,0.48003997025
149,0.143373655,0.303274465,0.25626906,0.606582569,0.32737493725
150,0.386750887,0.302842512,0.306439509,0.720862971,0.42922396975
151,0.347350217,0.291749566,0.327111168,0.654780236,0.40524779675
152,0.217879325,0.307285636,0.255787974,0.676298831,0.3643129415
153,0.0963980619999999,0.30631903,0.273616974,0.68374288,0.3400192365
154,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
155,0.0,0.300988648,0.16874065,0.61634435,0.271518412
156,0.234787021,0.306141337,0.292085007,0.611698855,0.361178055
157,0.389511505,0.296105267,0.293814633,0.597707682,0.39428477175
158,0.2046167,0.302202399,0.242449395,0.810673366,0.389985465
159,0.2437030969999999,0.304572648,0.300687168,0.6113032420000001,0.36506653874999995
160,0.0,0.300754895,0.17265458,0.756710845,0.30753008
161,0.183414822,0.301785571,0.218766483,0.656587815,0.34013867275
162,0.0,0.304355751,0.24148753,0.692766808,0.30965252225
163,0.144406309,0.2913808,0.5394794310000001,0.7548909429999999,0.43253937075
164,0.332905882,0.304435108,0.242952895,0.518295066,0.34964723774999995
165,0.037552889,0.307431611,0.233018082,0.612328407,0.29758274725
166,0.605022954,0.29246289,0.684480382,0.500818188,0.5206961035
167,0.41780684,0.295968368,0.477039139,0.558679614,0.43737349024999994
168,0.290351213,0.284936303,0.51815175,0.630611084,0.43101258749999993
169,0.103692573,0.304960729,0.179005988,0.662083678,0.312435742
170,0.583722808,0.294726836,0.594754286,0.7637191090000001,0.55923075975
171,0.377515495,0.303231109,0.367288322,0.664658475,0.42817335025
172,0.06638072,0.307869938,0.306513418,0.729875685,0.35265994025
173,0.208444856,0.297918544,0.36426279,0.7719762920000001,0.4106506205
174,0.1551251669999999,0.3038681239999999,0.094296196,0.631857724,0.29628680274999997
175,0.373394331,0.298722113,0.308922545,0.509394773,0.37260844049999997
176,0.540949437,0.302369625,0.46695439,0.611178526,0.4803629945
177,0.384254412,0.303395823,0.372563598,0.585619002,0.41145820875
178,0.0,0.305924437,0.271655595,0.666977904,0.311139484
179,0.235857883,0.305556597,0.377002972,0.64057476,0.38974805300000004
180,0.0,0.304491206,0.199972051,0.7205893059999999,0.30626314075
181,0.217468749,0.300901541,0.346366362,0.653051101,0.37944693825
182,0.062085725,0.301036916,0.303149197,0.700655921,0.34173193974999994
183,0.3300603789999999,0.300354163,0.31465755,0.5537394170000001,0.37470287725
184,0.192165403,0.297647967,0.387065689,0.55258509,0.35736603725
185,0.563016792,0.303982174,0.5422353910000001,0.689863294,0.52477441275
186,0.503519481,0.320440056,0.676633557,0.74826353,0.562214156
187,0.035345507,0.300999782,0.265402488,0.7141920559999999,0.32898495824999996
188,0.631516534,0.291702882,0.535838588,0.659271446,0.5295823625
189,0.3225303989999999,0.311274139,0.571906835,0.7374252609999999,0.4857841584999999
190,0.010219515,0.303907887,0.264491863,0.662817255,0.31035913
191,0.412415031,0.290086841,0.603010956,0.615523164,0.48025899799999994
192,0.0882334259999999,0.308247713,0.298389873,0.7590290270000001,0.36347500975
193,0.2483780239999999,0.305632848,0.289801608,0.591319419,0.35878297475
194,0.171913709,0.3098142869999999,0.3591335539999999,0.657202023,0.37451589324999995
195,0.323031532,0.297293015,0.818042985,0.595138764,0.508376574
196,0.104383733,0.308908044,0.1414974819999999,0.715878123,0.31766684549999996
197,0.145791085,0.302942656,0.380562095,0.605804336,0.358775043
198,0.338753892,0.273396127,0.539323412,0.69737941,0.46221321024999995
199,0.513122921,0.277312711,0.58955294,0.570454518,0.4876107725
200,0.166695284,0.297010617,0.274595705,0.496905442,0.308801762
201,0.2382549689999999,0.3211739289999999,0.614369417,0.7466493240000001,0.48011190975
202,0.370525492,0.2665319319999999,0.493132106,0.564275834,0.423616341
203,0.300230547,0.307223627,0.337954271,0.565732068,0.37778512825
204,0.367697879,0.300052831,0.48411076,0.7516649390000001,0.47588160225000004
205,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
206,0.5088654429999999,0.294251318,0.59974057,0.548087486,0.48773620424999997
207,0.312244894,0.307589189,0.279513488,0.574104184,0.36836293875
208,0.2343778319999999,0.299514126,0.454511217,0.662239582,0.41266068925
209,0.32404827,0.298352215,0.6918459709999999,0.81145858,0.531426259
210,0.02013875,0.29661712,0.203983986,0.559016692,0.26993913700000005
211,0.405801965,0.307084221,0.338890125,0.647054095,0.4247076015
212,0.353809427,0.3053919639999999,0.245499901,0.582677644,0.37184473399999995
213,0.3587696279999999,0.2698487089999999,0.3881652029999999,0.62711934,0.41097571999999993
214,0.618989247,0.333298273,0.502143036,0.422858656,0.46932230300000005
215,0.5092538320000001,0.312797067,0.7849765590000001,0.729679493,0.58417673775
216,0.269555943,0.303891347,0.342945206,0.649291551,0.39142101175
217,0.429734768,0.293907403,0.565026949,0.639885865,0.48213874624999997
218,0.610645669,0.311128316,0.377730674,0.477024797,0.444132364
219,0.407526656,0.28760882,0.42593888,0.603769226,0.43121089549999997
220,0.476924107,0.307833105,0.378108867,0.5319099310000001,0.4236940025
221,0.338407901,0.314778786,0.259998795,0.544987695,0.36454329425
222,0.4587219079999999,0.292212969,0.429889023,0.6359962779999999,0.4542050445
223,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
224,0.394400739,0.300009429,0.3582816789999999,0.69857292,0.43781619174999997
225,0.084283349,0.298137932,0.224552502,0.7677550409999999,0.343682206
226,0.327491673,0.304188665,0.3372779379999999,0.62525939,0.3985544165
227,0.409016912,0.292310967,0.7049837290000001,0.6255917639999999,0.507975843
228,0.510832599,0.298806344,0.5133293529999999,0.762121533,0.52127245725
229,0.452660687,0.301278931,0.294894245,0.5457018220000001,0.39863392125
230,0.306109456,0.294083967,0.41325573,0.780822865,0.4485680045
231,0.546602234,0.307017333,0.452490713,0.644951037,0.48776532925
232,0.5812119689999999,0.281537406,0.612836132,0.6545686829999999,0.5325385475
233,0.294766284,0.307690509,0.335685277,0.647192233,0.39633357575
234,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
235,0.344170571,0.2920046069999999,0.3902045729999999,0.520472258,0.38671300224999994
236,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
237,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
238,0.340780084,0.312267394,0.552281745,0.700882606,0.47655295725
239,0.369978651,0.29662562,0.403212633,0.623106513,0.42323085425
240,0.460420824,0.27426639,0.334775427,0.310040097,0.34487568450000006
241,0.418238186,0.278380749,0.479948289,0.6044807010000001,0.44526198125000005
242,0.545839258,0.287226922,0.476641341,0.479835442,0.44738574075
243,0.3359641,0.295986076,0.312013378,0.53683245,0.370199001
244,0.4995030139999999,0.297242385,0.803714835,0.6599056670000001,0.56509147525
245,0.474686988,0.30457363,0.327592691,0.555987389,0.4157101745
246,0.231923691,0.299821676,0.390878687,0.7715350059999999,0.42353976499999996
247,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
248,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
249,0.0,0.308579586,0.184495425,0.6436743220000001,0.28418733325
250,0.062747385,0.30096399,0.687980123,0.72966373,0.445338807
251,0.493685204,0.29688996,0.5115771960000001,0.639269515,0.48535546875
252,0.377964788,0.30611596,0.462269225,0.644490365,0.4477100845
253,0.5576599520000001,0.259543008,0.6340084979999999,0.492729253,0.48598517775
254,0.358039931,0.296545287,0.738571695,0.665751089,0.5147270005
255,0.437803491,0.275677871,0.406887767,0.669632916,0.44750051125
256,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
257,0.261869681,0.275666287,0.638769932,0.630420967,0.45168171675
258,0.519809926,0.285195941,0.467621444,0.4870207279999999,0.43991200974999994
259,0.176761484,0.301083324,0.26732718,0.684242221,0.35735355225
260,0.435565849,0.305523843,0.476020029,0.621264897,0.4595936545
261,0.023691159,0.303211656,0.1988936539999999,0.603440518,0.28230924674999996
262,0.485627032,0.287041366,0.587962324,0.60148652,0.49052931050000004
263,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
264,0.326725025,0.29439664,0.4105369989999999,0.610187402,0.41046151649999996
265,0.252227708,0.279010033,0.349771062,0.440820645,0.33045736200000003
266,0.407650827,0.29944898,0.56580358,0.695194366,0.49202443825
267,0.143386447,0.295987812,0.1861730939999999,0.598194331,0.305935421
268,0.405219871,0.303994195,0.324715941,0.320854139,0.33869603649999996
269,0.2317279089999999,0.302622152,0.276720656,0.662307773,0.36834462249999994
270,0.0,0.294155754,0.205116909,0.6108586189999999,0.27753282049999994
271,0.0,0.301593133,0.059684966,0.683101737,0.261094959
272,0.2317279089999999,0.302622152,0.276720656,0.662307773,0.36834462249999994
273,0.120999883,0.302493907,0.195291861,0.510160091,0.2822364355
274,0.404771635,0.312112829,0.29415639,0.566185811,0.39430666625
275,0.4448709979999999,0.304375302,0.253145408,0.454014728,0.364101609
276,0.172316052,0.30484149,0.328294927,0.549480764,0.33873330825000003
277,0.575376095,0.296598868,0.426372697,0.32719084,0.40638462500000005
278,0.25307301,0.30934736,0.275252228,0.6087758560000001,0.3616121135
279,0.305447922,0.291347509,0.7532439679999999,0.535969861,0.47150231499999995
280,0.100735644,0.296527773,0.231299548,0.61151122,0.31001854625
281,0.316377386,0.3132623969999999,0.34728258,0.667409535,0.4110829745
282,0.2317279089999999,0.302622152,0.276720656,0.662307773,0.36834462249999994
283,0.179285113,0.289817692,0.308819994,0.7682189770000001,0.386535444
284,0.160295781,0.310190284,0.291281492,0.58352251,0.33632251675
285,0.325494978,0.310337707,0.226685056,0.64869789,0.37780390775
286,0.528971127,0.290962895,0.53886763,0.6991857570000001,0.51449685225
287,0.323417318,0.3072872439999999,0.314153031,0.641499829,0.39658935549999996
288,0.293488878,0.310108336,0.5699349920000001,0.639542649,0.45326871375
289,0.337959617,0.303997576,0.5673360270000001,0.7002591420000001,0.4773880905000001
290,0.395655834,0.311502457,0.331537239,0.667500915,0.42654911125
291,0.068067634,0.306351182,0.215851982,0.80234997,0.348155192
292,0.275006341,0.305893149,0.295714779,0.675032671,0.387911735
293,0.20854821,0.299752409,0.291384347,0.59158345,0.347817104
294,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
295,0.2317279089999999,0.302622152,0.276720656,0.662307773,0.36834462249999994
296,0.2317279089999999,0.302622152,0.276720656,0.662307773,0.36834462249999994
297,0.315437506,0.28160318,0.46367872,0.7762416440000001,0.45924026250000005
298,0.345935657,0.303133371,0.669406145,0.561400704,0.46996896925
299,0.298682196,0.303741356,0.199652572,0.501978771,0.32601372375000004
300,0.335748137,0.3024765789999999,0.2837186419999999,0.545129772,0.36676828249999993
301,0.013992888,0.3014594969999999,0.2103826039999999,0.7189992070000001,0.31120854899999995
302,0.2419640739999999,0.298392898,0.208727426,0.676089559,0.35629348925
303,0.123766535,0.305632839,0.162696021,0.650603668,0.31067476574999997
304,0.110930041,0.306752921,0.202022669,0.638727446,0.31460826924999996
305,0.3902425579999999,0.299851826,0.2893514889999999,0.4892499489999999,0.3671739554999999
306,0.299283482,0.297652036,0.2883298139999999,0.42097911,0.3265611105
307,0.212534306,0.30565256,0.206755204,0.717641793,0.36064596574999996
308,0.436070495,0.310790181,0.670249335,0.692106888,0.52730422475
309,0.5100383070000001,0.307721933,0.431659409,0.615678663,0.466274578
310,0.275330197,0.301028644,0.365476447,0.495133183,0.35924211775000003
311,0.354629299,0.31152632,0.3864818539999999,0.700566481,0.4383009885
312,0.589520984,0.3069155739999999,0.56361881,0.590086168,0.512535384
313,0.2609893769999999,0.294893199,0.238325608,0.724947468,0.37978891299999995
314,0.489104797,0.30521497,0.405642077,0.50002681,0.4249971635
315,0.53240173,0.307483,0.450750076,0.59518471,0.47145487900000005
316,0.253682785,0.305900126,0.335973574,0.6950632390000001,0.39765493100000004
317,0.040868529,0.310070937,0.243214922,0.7652582059999999,0.3398531485
318,0.167223612,0.298954967,0.144147193,0.781898202,0.34805599350000005
319,0.3073275689999999,0.268562643,0.535585595,0.6570572929999999,0.442133275
320,0.25395022,0.305425046,0.509848689,0.5730133479999999,0.41055932575
321,0.0,0.29012955,0.241321454,0.595831036,0.28182050999999997
322,0.289384522,0.304057475,0.162478045,0.540652525,0.32414314175000003
323,0.01781073,0.303235,0.235156098,0.704238996,0.31511020599999995
324,0.289525631,0.308183118,0.205960441,0.7361889709999999,0.38496454024999993
325,0.213289969,0.296046535,0.492297731,0.626943294,0.40714438225000005
326,0.512361906,0.2911252139999999,0.584307119,0.673736697,0.5153827339999999
327,0.379157463,0.305110738,0.228393961,0.58956338,0.3755563855
328,0.241148854,0.314843787,0.751347723,0.6295151379999999,0.48421387549999995
329,0.2317279089999999,0.302622152,0.276720656,0.662307773,0.36834462249999994
330,0.155848675,0.301577357,0.186560313,0.698301849,0.3355720485
331,0.40597918,0.305971945,0.356336086,0.4931881489999999,0.39036883999999994
332,0.064968105,0.308229453,0.205390215,0.5400322320000001,0.27965500125
333,0.418610801,0.308720978,0.461333521,0.535243138,0.4309771095
334,0.378803991,0.308365665,0.277303161,0.488055921,0.3631321845
335,0.470362275,0.299063717,0.392853086,0.5194187370000001,0.42042445375000004
336,0.2508048639999999,0.296382015,0.22471618,0.629218371,0.3502803575
337,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
338,0.40739382,0.306442363,0.463613939,0.672375249,0.46245634275
339,0.188876414,0.295206147,0.357276624,0.7640620090000001,0.4013552985
340,0.448486189,0.285839616,0.571986666,0.628237999,0.4836376175
341,0.217791738,0.298046473,0.54037957,0.483842923,0.385015176
342,0.345766529,0.299481767,0.3209181989999999,0.6081530079999999,0.39357987575
343,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
344,0.528971127,0.290962895,0.53886763,0.6991857570000001,0.51449685225
345,0.430013331,0.284759483,0.5659472879999999,0.697340658,0.49451519
346,0.566533883,0.302846408,0.576014036,0.494213284,0.48490190274999995
347,0.463408625,0.301218798,0.373861029,0.5190529770000001,0.41438535725000003
348,0.2647338369999999,0.297730295,0.2299814889999999,0.537058281,0.3323759755
349,0.376657625,0.311324756,0.249947518,0.562599442,0.37513233525
350,0.528254714,0.306481586,0.396755305,0.720511027,0.48800065800000003
351,0.346520951,0.303543928,0.334008806,0.604040661,0.3970285865
352,0.322822534,0.306209622,0.296367387,0.6646255520000001,0.39750627375
353,0.591840988,0.303045683,0.477374003,0.6525091679999999,0.5061924605
354,0.528971127,0.290962895,0.53886763,0.6991857570000001,0.51449685225
355,0.5016897229999999,0.267750019,0.585008063,0.71364634,0.51702353625
356,0.226023673,0.294949478,0.4393671429999999,0.664577996,0.40622957249999997
357,0.358859146,0.300906886,0.4285124389999999,0.645795262,0.43351843325
358,0.298808851,0.308342999,0.492854113,0.609975434,0.42749534925
359,0.0,0.3046773989999999,0.235244115,0.600918542,0.285210014
360,0.3591600829999999,0.309789071,0.377703458,0.563427792,0.402520101
361,0.351745068,0.3008562369999999,0.56743399,0.715596923,0.48390805449999996
362,0.277772654,0.304630419,0.189695578,0.652544799,0.3561608625
363,0.10924053,0.306902365,0.240879764,0.59603276,0.31326385475
364,0.268034635,0.284838487,0.494888417,0.717318707,0.44127006150000003
365,0.224903648,0.296619684,0.2768413389999999,0.648530637,0.36172382699999994
366,0.591785244,0.304309216,0.36977203,0.640422707,0.47657229925
367,0.392728986,0.302699636,0.332604302,0.63590313,0.4159840135
368,0.456951678,0.301338798,0.541428087,0.6336159720000001,0.48333363375
369,0.4815091489999999,0.315966462,0.4181105579999999,0.527930828,0.43587924925
370,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
371,0.53133979,0.310348707,0.468086289,0.547755998,0.464382696
372,0.495019734,0.2930675439999999,0.529310701,0.50811036,0.45637708474999994
373,0.267347334,0.30272339,0.2045905039999999,0.488274321,0.31573388724999996
374,0.1905052569999999,0.308399571,0.426014825,0.4750980179999999,0.35000441774999996
375,0.263647105,0.3010475999999999,0.408808347,0.749681027,0.43079601975000004
376,0.13790452,0.309115462,0.2943818239999999,0.7079373940000001,0.3623348
377,0.652856509,0.298478691,0.486052076,0.595658951,0.50826155675
378,0.453190937,0.304420547,0.4397723079999999,0.485246965,0.42065768924999997
379,0.069032459,0.304710786,0.308269886,0.7542621079999999,0.35906880975
380,0.284637856,0.318398729,0.498251358,0.69544641,0.44918358825
381,0.400681134,0.3142994719999999,0.431111715,0.689006118,0.45877460974999995
382,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
383,0.275311051,0.288730788,0.701529355,0.7452084290000001,0.5026949057500001
384,0.332019259,0.302089482,0.4237198579999999,0.69319194,0.43775513475
385,0.24522826,0.300981528,0.26722896,0.589691072,0.35078245500000005
386,0.4350809779999999,0.286992265,0.617564892,0.566345952,0.47649602175
387,0.418906769,0.293616567,0.56341477,0.688827285,0.49119134774999995
388,0.0,0.300995411,0.0,0.8089705340000001,0.27749148625000003
389,0.0,0.305352747,0.197766136,0.646866698,0.28749639525
390,0.048274662,0.304130341,0.244682503,0.737837913,0.33373135475000004
391,0.286886692,0.307770824,0.258071848,0.59710691,0.3624590685
392,0.507534258,0.311335374,0.2345991369999999,0.39647932,0.36248702224999996
393,0.0,0.301566041,0.198979607,0.6872412090000001,0.29694671425
394,0.44452069,0.301449794,0.566276549,0.6819139679999999,0.49854025025
395,0.519183838,0.279882428,0.618865123,0.663352775,0.520321041
